dropzone_id,action_rank,operator_priority,row_rank,benchmark_id,target_id,scope,evidence_class,template_column,source_row_fill_csv,current_value,recommended_value,patch_status,apply_status,blocker,apply_plan_csv,apply_plan_md,next_action
priority_013_REQUIRED_COMPLEX_003,371,13,28,hist_REQUIRED_COMPLEX_003,REQUIRED_COMPLEX_003,complex,provenance,other_team_model_used,casp17/competitive_floor_batch_current/priority_013_REQUIRED_COMPLEX_003/row_fill.csv,REQUIRED_FALSE_CONFIRMATION,,awaiting_evidence,awaiting_evidence,awaiting_evidence,casp17/competitive_floor_batch_current/priority_013_REQUIRED_COMPLEX_003/ROW_FILL_APPLY_PLAN.csv,casp17/competitive_floor_batch_current/priority_013_REQUIRED_COMPLEX_003/ROW_FILL_APPLY_PLAN.md,"wait for cleared evidence, then rerun intake and patch gate"
priority_013_REQUIRED_COMPLEX_003,372,13,28,hist_REQUIRED_COMPLEX_003,REQUIRED_COMPLEX_003,complex,provenance,post_release_information_used,casp17/competitive_floor_batch_current/priority_013_REQUIRED_COMPLEX_003/row_fill.csv,REQUIRED_FALSE_CONFIRMATION,,awaiting_evidence,awaiting_evidence,awaiting_evidence,casp17/competitive_floor_batch_current/priority_013_REQUIRED_COMPLEX_003/ROW_FILL_APPLY_PLAN.csv,casp17/competitive_floor_batch_current/priority_013_REQUIRED_COMPLEX_003/ROW_FILL_APPLY_PLAN.md,"wait for cleared evidence, then rerun intake and patch gate"
priority_013_REQUIRED_COMPLEX_003,373,13,28,hist_REQUIRED_COMPLEX_003,REQUIRED_COMPLEX_003,complex,provenance,current_casp17_target,casp17/competitive_floor_batch_current/priority_013_REQUIRED_COMPLEX_003/row_fill.csv,REQUIRED_FALSE_CONFIRMATION,,awaiting_evidence,awaiting_evidence,awaiting_evidence,casp17/competitive_floor_batch_current/priority_013_REQUIRED_COMPLEX_003/ROW_FILL_APPLY_PLAN.csv,casp17/competitive_floor_batch_current/priority_013_REQUIRED_COMPLEX_003/ROW_FILL_APPLY_PLAN.md,"wait for cleared evidence, then rerun intake and patch gate"
priority_013_REQUIRED_COMPLEX_003,374,13,28,hist_REQUIRED_COMPLEX_003,REQUIRED_COMPLEX_003,complex,provenance,operator_clearance,casp17/competitive_floor_batch_current/priority_013_REQUIRED_COMPLEX_003/row_fill.csv,REQUIRED_OPERATOR_CLEARANCE,,awaiting_evidence,awaiting_evidence,awaiting_evidence,casp17/competitive_floor_batch_current/priority_013_REQUIRED_COMPLEX_003/ROW_FILL_APPLY_PLAN.csv,casp17/competitive_floor_batch_current/priority_013_REQUIRED_COMPLEX_003/ROW_FILL_APPLY_PLAN.md,"wait for cleared evidence, then rerun intake and patch gate"
priority_013_REQUIRED_COMPLEX_003,375,13,28,hist_REQUIRED_COMPLEX_003,REQUIRED_COMPLEX_003,complex,ablation_file,recursive_prediction_pdb,casp17/competitive_floor_batch_current/priority_013_REQUIRED_COMPLEX_003/row_fill.csv,runs/casp17_historical_ablation_predictions_current/recursive/REQUIRED_COMPLEX_003TS.pdb,,awaiting_evidence,awaiting_evidence,awaiting_evidence,casp17/competitive_floor_batch_current/priority_013_REQUIRED_COMPLEX_003/ROW_FILL_APPLY_PLAN.csv,casp17/competitive_floor_batch_current/priority_013_REQUIRED_COMPLEX_003/ROW_FILL_APPLY_PLAN.md,"wait for cleared evidence, then rerun intake and patch gate"
priority_013_REQUIRED_COMPLEX_003,376,13,28,hist_REQUIRED_COMPLEX_003,REQUIRED_COMPLEX_003,complex,ablation_file,scored_prediction_pdb,casp17/competitive_floor_batch_current/priority_013_REQUIRED_COMPLEX_003/row_fill.csv,runs/casp17_historical_ablation_predictions_current/scored/REQUIRED_COMPLEX_003TS.pdb,,awaiting_evidence,awaiting_evidence,awaiting_evidence,casp17/competitive_floor_batch_current/priority_013_REQUIRED_COMPLEX_003/ROW_FILL_APPLY_PLAN.csv,casp17/competitive_floor_batch_current/priority_013_REQUIRED_COMPLEX_003/ROW_FILL_APPLY_PLAN.md,"wait for cleared evidence, then rerun intake and patch gate"
priority_013_REQUIRED_COMPLEX_003,377,13,28,hist_REQUIRED_COMPLEX_003,REQUIRED_COMPLEX_003,complex,ablation_file,sidechain_scaffold_prediction_pdb,casp17/competitive_floor_batch_current/priority_013_REQUIRED_COMPLEX_003/row_fill.csv,runs/casp17_historical_ablation_predictions_current/sidechain_scaffold/REQUIRED_COMPLEX_003TS.pdb,,awaiting_evidence,awaiting_evidence,awaiting_evidence,casp17/competitive_floor_batch_current/priority_013_REQUIRED_COMPLEX_003/ROW_FILL_APPLY_PLAN.csv,casp17/competitive_floor_batch_current/priority_013_REQUIRED_COMPLEX_003/ROW_FILL_APPLY_PLAN.md,"wait for cleared evidence, then rerun intake and patch gate"
priority_013_REQUIRED_COMPLEX_003,378,13,28,hist_REQUIRED_COMPLEX_003,REQUIRED_COMPLEX_003,complex,ablation_file,sidechain_repacked_prediction_pdb,casp17/competitive_floor_batch_current/priority_013_REQUIRED_COMPLEX_003/row_fill.csv,runs/casp17_historical_ablation_predictions_current/sidechain_repacked/REQUIRED_COMPLEX_003TS.pdb,,awaiting_evidence,awaiting_evidence,awaiting_evidence,casp17/competitive_floor_batch_current/priority_013_REQUIRED_COMPLEX_003/ROW_FILL_APPLY_PLAN.csv,casp17/competitive_floor_batch_current/priority_013_REQUIRED_COMPLEX_003/ROW_FILL_APPLY_PLAN.md,"wait for cleared evidence, then rerun intake and patch gate"
priority_013_REQUIRED_COMPLEX_003,379,13,28,hist_REQUIRED_COMPLEX_003,REQUIRED_COMPLEX_003,complex,ablation_file,sidechain_completed_prediction_pdb,casp17/competitive_floor_batch_current/priority_013_REQUIRED_COMPLEX_003/row_fill.csv,runs/casp17_historical_ablation_predictions_current/sidechain_completed/REQUIRED_COMPLEX_003TS.pdb,,awaiting_evidence,awaiting_evidence,awaiting_evidence,casp17/competitive_floor_batch_current/priority_013_REQUIRED_COMPLEX_003/ROW_FILL_APPLY_PLAN.csv,casp17/competitive_floor_batch_current/priority_013_REQUIRED_COMPLEX_003/ROW_FILL_APPLY_PLAN.md,"wait for cleared evidence, then rerun intake and patch gate"
priority_013_REQUIRED_COMPLEX_003,380,13,28,hist_REQUIRED_COMPLEX_003,REQUIRED_COMPLEX_003,complex,ablation_file,steric_relaxed_prediction_pdb,casp17/competitive_floor_batch_current/priority_013_REQUIRED_COMPLEX_003/row_fill.csv,runs/casp17_historical_ablation_predictions_current/steric_relaxed/REQUIRED_COMPLEX_003TS.pdb,,awaiting_evidence,awaiting_evidence,awaiting_evidence,casp17/competitive_floor_batch_current/priority_013_REQUIRED_COMPLEX_003/ROW_FILL_APPLY_PLAN.csv,casp17/competitive_floor_batch_current/priority_013_REQUIRED_COMPLEX_003/ROW_FILL_APPLY_PLAN.md,"wait for cleared evidence, then rerun intake and patch gate"
priority_013_REQUIRED_COMPLEX_003,381,13,28,hist_REQUIRED_COMPLEX_003,REQUIRED_COMPLEX_003,complex,ablation_file,rotamer_minimized_prediction_pdb,casp17/competitive_floor_batch_current/priority_013_REQUIRED_COMPLEX_003/row_fill.csv,runs/casp17_historical_ablation_predictions_current/rotamer_minimized/REQUIRED_COMPLEX_003TS.pdb,,awaiting_evidence,awaiting_evidence,awaiting_evidence,casp17/competitive_floor_batch_current/priority_013_REQUIRED_COMPLEX_003/ROW_FILL_APPLY_PLAN.csv,casp17/competitive_floor_batch_current/priority_013_REQUIRED_COMPLEX_003/ROW_FILL_APPLY_PLAN.md,"wait for cleared evidence, then rerun intake and patch gate"
priority_013_REQUIRED_COMPLEX_003,382,13,28,hist_REQUIRED_COMPLEX_003,REQUIRED_COMPLEX_003,complex,ablation_file,polar_refined_prediction_pdb,casp17/competitive_floor_batch_current/priority_013_REQUIRED_COMPLEX_003/row_fill.csv,runs/casp17_historical_ablation_predictions_current/polar_refined/REQUIRED_COMPLEX_003TS.pdb,,awaiting_evidence,awaiting_evidence,awaiting_evidence,casp17/competitive_floor_batch_current/priority_013_REQUIRED_COMPLEX_003/ROW_FILL_APPLY_PLAN.csv,casp17/competitive_floor_batch_current/priority_013_REQUIRED_COMPLEX_003/ROW_FILL_APPLY_PLAN.md,"wait for cleared evidence, then rerun intake and patch gate"
priority_013_REQUIRED_COMPLEX_003,383,13,28,hist_REQUIRED_COMPLEX_003,REQUIRED_COMPLEX_003,complex,ablation_file,forcefield_minimized_prediction_pdb,casp17/competitive_floor_batch_current/priority_013_REQUIRED_COMPLEX_003/row_fill.csv,runs/casp17_historical_ablation_predictions_current/forcefield_minimized/REQUIRED_COMPLEX_003TS.pdb,,awaiting_evidence,awaiting_evidence,awaiting_evidence,casp17/competitive_floor_batch_current/priority_013_REQUIRED_COMPLEX_003/ROW_FILL_APPLY_PLAN.csv,casp17/competitive_floor_batch_current/priority_013_REQUIRED_COMPLEX_003/ROW_FILL_APPLY_PLAN.md,"wait for cleared evidence, then rerun intake and patch gate"
priority_013_REQUIRED_COMPLEX_003,384,13,28,hist_REQUIRED_COMPLEX_003,REQUIRED_COMPLEX_003,complex,ablation_file,statistical_rotamer_prediction_pdb,casp17/competitive_floor_batch_current/priority_013_REQUIRED_COMPLEX_003/row_fill.csv,runs/casp17_historical_ablation_predictions_current/statistical_rotamer/REQUIRED_COMPLEX_003TS.pdb,,awaiting_evidence,awaiting_evidence,awaiting_evidence,casp17/competitive_floor_batch_current/priority_013_REQUIRED_COMPLEX_003/ROW_FILL_APPLY_PLAN.csv,casp17/competitive_floor_batch_current/priority_013_REQUIRED_COMPLEX_003/ROW_FILL_APPLY_PLAN.md,"wait for cleared evidence, then rerun intake and patch gate"
priority_013_REQUIRED_COMPLEX_003,385,13,28,hist_REQUIRED_COMPLEX_003,REQUIRED_COMPLEX_003,complex,calibration,selected_model_rank,casp17/competitive_floor_batch_current/priority_013_REQUIRED_COMPLEX_003/row_fill.csv,REQUIRED_1_TO_5,,awaiting_evidence,awaiting_evidence,awaiting_evidence,casp17/competitive_floor_batch_current/priority_013_REQUIRED_COMPLEX_003/ROW_FILL_APPLY_PLAN.csv,casp17/competitive_floor_batch_current/priority_013_REQUIRED_COMPLEX_003/ROW_FILL_APPLY_PLAN.md,"wait for cleared evidence, then rerun intake and patch gate"
priority_013_REQUIRED_COMPLEX_003,386,13,28,hist_REQUIRED_COMPLEX_003,REQUIRED_COMPLEX_003,complex,calibration,best_model_rank,casp17/competitive_floor_batch_current/priority_013_REQUIRED_COMPLEX_003/row_fill.csv,REQUIRED_1_TO_5,,awaiting_evidence,awaiting_evidence,awaiting_evidence,casp17/competitive_floor_batch_current/priority_013_REQUIRED_COMPLEX_003/ROW_FILL_APPLY_PLAN.csv,casp17/competitive_floor_batch_current/priority_013_REQUIRED_COMPLEX_003/ROW_FILL_APPLY_PLAN.md,"wait for cleared evidence, then rerun intake and patch gate"
priority_013_REQUIRED_COMPLEX_003,387,13,28,hist_REQUIRED_COMPLEX_003,REQUIRED_COMPLEX_003,complex,calibration,selected_native_metric,casp17/competitive_floor_batch_current/priority_013_REQUIRED_COMPLEX_003/row_fill.csv,REQUIRED_NATIVE_METRIC,,awaiting_evidence,awaiting_evidence,awaiting_evidence,casp17/competitive_floor_batch_current/priority_013_REQUIRED_COMPLEX_003/ROW_FILL_APPLY_PLAN.csv,casp17/competitive_floor_batch_current/priority_013_REQUIRED_COMPLEX_003/ROW_FILL_APPLY_PLAN.md,"wait for cleared evidence, then rerun intake and patch gate"
priority_013_REQUIRED_COMPLEX_003,388,13,28,hist_REQUIRED_COMPLEX_003,REQUIRED_COMPLEX_003,complex,calibration,best_native_metric,casp17/competitive_floor_batch_current/priority_013_REQUIRED_COMPLEX_003/row_fill.csv,REQUIRED_ORACLE_METRIC,,awaiting_evidence,awaiting_evidence,awaiting_evidence,casp17/competitive_floor_batch_current/priority_013_REQUIRED_COMPLEX_003/ROW_FILL_APPLY_PLAN.csv,casp17/competitive_floor_batch_current/priority_013_REQUIRED_COMPLEX_003/ROW_FILL_APPLY_PLAN.md,"wait for cleared evidence, then rerun intake and patch gate"
priority_013_REQUIRED_COMPLEX_003,389,13,28,hist_REQUIRED_COMPLEX_003,REQUIRED_COMPLEX_003,complex,calibration,selected_score,casp17/competitive_floor_batch_current/priority_013_REQUIRED_COMPLEX_003/row_fill.csv,REQUIRED_INTERNAL_SCORE,,awaiting_evidence,awaiting_evidence,awaiting_evidence,casp17/competitive_floor_batch_current/priority_013_REQUIRED_COMPLEX_003/ROW_FILL_APPLY_PLAN.csv,casp17/competitive_floor_batch_current/priority_013_REQUIRED_COMPLEX_003/ROW_FILL_APPLY_PLAN.md,"wait for cleared evidence, then rerun intake and patch gate"
priority_013_REQUIRED_COMPLEX_003,390,13,28,hist_REQUIRED_COMPLEX_003,REQUIRED_COMPLEX_003,complex,calibration,best_score,casp17/competitive_floor_batch_current/priority_013_REQUIRED_COMPLEX_003/row_fill.csv,REQUIRED_ORACLE_SCORE,,awaiting_evidence,awaiting_evidence,awaiting_evidence,casp17/competitive_floor_batch_current/priority_013_REQUIRED_COMPLEX_003/ROW_FILL_APPLY_PLAN.csv,casp17/competitive_floor_batch_current/priority_013_REQUIRED_COMPLEX_003/ROW_FILL_APPLY_PLAN.md,"wait for cleared evidence, then rerun intake and patch gate"
