dropzone_id,action_rank,operator_priority,row_rank,benchmark_id,target_id,scope,evidence_class,template_column,source_row_fill_csv,dropzone_class_folder,import_kind,source_path,drop_filename,proposed_value,evidence_ref,operator_clearance,destination_path,source_sha256,import_status,blocker,per_row_import_csv,per_row_import_md,next_action
priority_008_REQUIRED_MONOMER_008,224,8,8,hist_REQUIRED_MONOMER_008,REQUIRED_MONOMER_008,monomer,provenance,operator_clearance,casp17/competitive_floor_batch_current/priority_008_REQUIRED_MONOMER_008/row_fill.csv,casp17/competitive_floor_batch_current/priority_008_REQUIRED_MONOMER_008/evidence_dropzone/provenance,value,,,,,,casp17/competitive_floor_batch_current/priority_008_REQUIRED_MONOMER_008/FIELD_VALUE_LEDGER.csv,,awaiting_import_value,proposed_value_required,casp17/competitive_floor_batch_current/priority_008_REQUIRED_MONOMER_008/EVIDENCE_IMPORT.csv,casp17/competitive_floor_batch_current/priority_008_REQUIRED_MONOMER_008/EVIDENCE_IMPORT.md,"enter proposed_value, evidence_ref, and operator_clearance in the import CSV"
priority_008_REQUIRED_MONOMER_008,225,8,8,hist_REQUIRED_MONOMER_008,REQUIRED_MONOMER_008,monomer,ablation_file,recursive_prediction_pdb,casp17/competitive_floor_batch_current/priority_008_REQUIRED_MONOMER_008/row_fill.csv,casp17/competitive_floor_batch_current/priority_008_REQUIRED_MONOMER_008/evidence_dropzone/files/ablation/recursive,file,,,,,,,,awaiting_import_file,source_path_required,casp17/competitive_floor_batch_current/priority_008_REQUIRED_MONOMER_008/EVIDENCE_IMPORT.csv,casp17/competitive_floor_batch_current/priority_008_REQUIRED_MONOMER_008/EVIDENCE_IMPORT.md,enter source_path for the cleared local historical PDB in the import CSV
priority_008_REQUIRED_MONOMER_008,226,8,8,hist_REQUIRED_MONOMER_008,REQUIRED_MONOMER_008,monomer,ablation_file,scored_prediction_pdb,casp17/competitive_floor_batch_current/priority_008_REQUIRED_MONOMER_008/row_fill.csv,casp17/competitive_floor_batch_current/priority_008_REQUIRED_MONOMER_008/evidence_dropzone/files/ablation/scored,file,,,,,,,,awaiting_import_file,source_path_required,casp17/competitive_floor_batch_current/priority_008_REQUIRED_MONOMER_008/EVIDENCE_IMPORT.csv,casp17/competitive_floor_batch_current/priority_008_REQUIRED_MONOMER_008/EVIDENCE_IMPORT.md,enter source_path for the cleared local historical PDB in the import CSV
priority_008_REQUIRED_MONOMER_008,227,8,8,hist_REQUIRED_MONOMER_008,REQUIRED_MONOMER_008,monomer,ablation_file,sidechain_scaffold_prediction_pdb,casp17/competitive_floor_batch_current/priority_008_REQUIRED_MONOMER_008/row_fill.csv,casp17/competitive_floor_batch_current/priority_008_REQUIRED_MONOMER_008/evidence_dropzone/files/ablation/sidechain_scaffold,file,,,,,,,,awaiting_import_file,source_path_required,casp17/competitive_floor_batch_current/priority_008_REQUIRED_MONOMER_008/EVIDENCE_IMPORT.csv,casp17/competitive_floor_batch_current/priority_008_REQUIRED_MONOMER_008/EVIDENCE_IMPORT.md,enter source_path for the cleared local historical PDB in the import CSV
priority_008_REQUIRED_MONOMER_008,228,8,8,hist_REQUIRED_MONOMER_008,REQUIRED_MONOMER_008,monomer,ablation_file,sidechain_repacked_prediction_pdb,casp17/competitive_floor_batch_current/priority_008_REQUIRED_MONOMER_008/row_fill.csv,casp17/competitive_floor_batch_current/priority_008_REQUIRED_MONOMER_008/evidence_dropzone/files/ablation/sidechain_repacked,file,,,,,,,,awaiting_import_file,source_path_required,casp17/competitive_floor_batch_current/priority_008_REQUIRED_MONOMER_008/EVIDENCE_IMPORT.csv,casp17/competitive_floor_batch_current/priority_008_REQUIRED_MONOMER_008/EVIDENCE_IMPORT.md,enter source_path for the cleared local historical PDB in the import CSV
priority_008_REQUIRED_MONOMER_008,229,8,8,hist_REQUIRED_MONOMER_008,REQUIRED_MONOMER_008,monomer,ablation_file,sidechain_completed_prediction_pdb,casp17/competitive_floor_batch_current/priority_008_REQUIRED_MONOMER_008/row_fill.csv,casp17/competitive_floor_batch_current/priority_008_REQUIRED_MONOMER_008/evidence_dropzone/files/ablation/sidechain_completed,file,,,,,,,,awaiting_import_file,source_path_required,casp17/competitive_floor_batch_current/priority_008_REQUIRED_MONOMER_008/EVIDENCE_IMPORT.csv,casp17/competitive_floor_batch_current/priority_008_REQUIRED_MONOMER_008/EVIDENCE_IMPORT.md,enter source_path for the cleared local historical PDB in the import CSV
priority_008_REQUIRED_MONOMER_008,230,8,8,hist_REQUIRED_MONOMER_008,REQUIRED_MONOMER_008,monomer,ablation_file,steric_relaxed_prediction_pdb,casp17/competitive_floor_batch_current/priority_008_REQUIRED_MONOMER_008/row_fill.csv,casp17/competitive_floor_batch_current/priority_008_REQUIRED_MONOMER_008/evidence_dropzone/files/ablation/steric_relaxed,file,,,,,,,,awaiting_import_file,source_path_required,casp17/competitive_floor_batch_current/priority_008_REQUIRED_MONOMER_008/EVIDENCE_IMPORT.csv,casp17/competitive_floor_batch_current/priority_008_REQUIRED_MONOMER_008/EVIDENCE_IMPORT.md,enter source_path for the cleared local historical PDB in the import CSV
priority_008_REQUIRED_MONOMER_008,231,8,8,hist_REQUIRED_MONOMER_008,REQUIRED_MONOMER_008,monomer,ablation_file,rotamer_minimized_prediction_pdb,casp17/competitive_floor_batch_current/priority_008_REQUIRED_MONOMER_008/row_fill.csv,casp17/competitive_floor_batch_current/priority_008_REQUIRED_MONOMER_008/evidence_dropzone/files/ablation/rotamer_minimized,file,,,,,,,,awaiting_import_file,source_path_required,casp17/competitive_floor_batch_current/priority_008_REQUIRED_MONOMER_008/EVIDENCE_IMPORT.csv,casp17/competitive_floor_batch_current/priority_008_REQUIRED_MONOMER_008/EVIDENCE_IMPORT.md,enter source_path for the cleared local historical PDB in the import CSV
priority_008_REQUIRED_MONOMER_008,232,8,8,hist_REQUIRED_MONOMER_008,REQUIRED_MONOMER_008,monomer,ablation_file,polar_refined_prediction_pdb,casp17/competitive_floor_batch_current/priority_008_REQUIRED_MONOMER_008/row_fill.csv,casp17/competitive_floor_batch_current/priority_008_REQUIRED_MONOMER_008/evidence_dropzone/files/ablation/polar_refined,file,,,,,,,,awaiting_import_file,source_path_required,casp17/competitive_floor_batch_current/priority_008_REQUIRED_MONOMER_008/EVIDENCE_IMPORT.csv,casp17/competitive_floor_batch_current/priority_008_REQUIRED_MONOMER_008/EVIDENCE_IMPORT.md,enter source_path for the cleared local historical PDB in the import CSV
priority_008_REQUIRED_MONOMER_008,233,8,8,hist_REQUIRED_MONOMER_008,REQUIRED_MONOMER_008,monomer,ablation_file,forcefield_minimized_prediction_pdb,casp17/competitive_floor_batch_current/priority_008_REQUIRED_MONOMER_008/row_fill.csv,casp17/competitive_floor_batch_current/priority_008_REQUIRED_MONOMER_008/evidence_dropzone/files/ablation/forcefield_minimized,file,,,,,,,,awaiting_import_file,source_path_required,casp17/competitive_floor_batch_current/priority_008_REQUIRED_MONOMER_008/EVIDENCE_IMPORT.csv,casp17/competitive_floor_batch_current/priority_008_REQUIRED_MONOMER_008/EVIDENCE_IMPORT.md,enter source_path for the cleared local historical PDB in the import CSV
priority_008_REQUIRED_MONOMER_008,234,8,8,hist_REQUIRED_MONOMER_008,REQUIRED_MONOMER_008,monomer,ablation_file,statistical_rotamer_prediction_pdb,casp17/competitive_floor_batch_current/priority_008_REQUIRED_MONOMER_008/row_fill.csv,casp17/competitive_floor_batch_current/priority_008_REQUIRED_MONOMER_008/evidence_dropzone/files/ablation/statistical_rotamer,file,,,,,,,,awaiting_import_file,source_path_required,casp17/competitive_floor_batch_current/priority_008_REQUIRED_MONOMER_008/EVIDENCE_IMPORT.csv,casp17/competitive_floor_batch_current/priority_008_REQUIRED_MONOMER_008/EVIDENCE_IMPORT.md,enter source_path for the cleared local historical PDB in the import CSV
priority_008_REQUIRED_MONOMER_008,235,8,8,hist_REQUIRED_MONOMER_008,REQUIRED_MONOMER_008,monomer,calibration,selected_model_rank,casp17/competitive_floor_batch_current/priority_008_REQUIRED_MONOMER_008/row_fill.csv,casp17/competitive_floor_batch_current/priority_008_REQUIRED_MONOMER_008/evidence_dropzone/calibration,value,,,,,,casp17/competitive_floor_batch_current/priority_008_REQUIRED_MONOMER_008/FIELD_VALUE_LEDGER.csv,,awaiting_import_value,proposed_value_required,casp17/competitive_floor_batch_current/priority_008_REQUIRED_MONOMER_008/EVIDENCE_IMPORT.csv,casp17/competitive_floor_batch_current/priority_008_REQUIRED_MONOMER_008/EVIDENCE_IMPORT.md,"enter proposed_value, evidence_ref, and operator_clearance in the import CSV"
priority_008_REQUIRED_MONOMER_008,236,8,8,hist_REQUIRED_MONOMER_008,REQUIRED_MONOMER_008,monomer,calibration,best_model_rank,casp17/competitive_floor_batch_current/priority_008_REQUIRED_MONOMER_008/row_fill.csv,casp17/competitive_floor_batch_current/priority_008_REQUIRED_MONOMER_008/evidence_dropzone/calibration,value,,,,,,casp17/competitive_floor_batch_current/priority_008_REQUIRED_MONOMER_008/FIELD_VALUE_LEDGER.csv,,awaiting_import_value,proposed_value_required,casp17/competitive_floor_batch_current/priority_008_REQUIRED_MONOMER_008/EVIDENCE_IMPORT.csv,casp17/competitive_floor_batch_current/priority_008_REQUIRED_MONOMER_008/EVIDENCE_IMPORT.md,"enter proposed_value, evidence_ref, and operator_clearance in the import CSV"
priority_008_REQUIRED_MONOMER_008,237,8,8,hist_REQUIRED_MONOMER_008,REQUIRED_MONOMER_008,monomer,calibration,selected_native_metric,casp17/competitive_floor_batch_current/priority_008_REQUIRED_MONOMER_008/row_fill.csv,casp17/competitive_floor_batch_current/priority_008_REQUIRED_MONOMER_008/evidence_dropzone/calibration,value,,,,,,casp17/competitive_floor_batch_current/priority_008_REQUIRED_MONOMER_008/FIELD_VALUE_LEDGER.csv,,awaiting_import_value,proposed_value_required,casp17/competitive_floor_batch_current/priority_008_REQUIRED_MONOMER_008/EVIDENCE_IMPORT.csv,casp17/competitive_floor_batch_current/priority_008_REQUIRED_MONOMER_008/EVIDENCE_IMPORT.md,"enter proposed_value, evidence_ref, and operator_clearance in the import CSV"
priority_008_REQUIRED_MONOMER_008,238,8,8,hist_REQUIRED_MONOMER_008,REQUIRED_MONOMER_008,monomer,calibration,best_native_metric,casp17/competitive_floor_batch_current/priority_008_REQUIRED_MONOMER_008/row_fill.csv,casp17/competitive_floor_batch_current/priority_008_REQUIRED_MONOMER_008/evidence_dropzone/calibration,value,,,,,,casp17/competitive_floor_batch_current/priority_008_REQUIRED_MONOMER_008/FIELD_VALUE_LEDGER.csv,,awaiting_import_value,proposed_value_required,casp17/competitive_floor_batch_current/priority_008_REQUIRED_MONOMER_008/EVIDENCE_IMPORT.csv,casp17/competitive_floor_batch_current/priority_008_REQUIRED_MONOMER_008/EVIDENCE_IMPORT.md,"enter proposed_value, evidence_ref, and operator_clearance in the import CSV"
priority_008_REQUIRED_MONOMER_008,239,8,8,hist_REQUIRED_MONOMER_008,REQUIRED_MONOMER_008,monomer,calibration,selected_score,casp17/competitive_floor_batch_current/priority_008_REQUIRED_MONOMER_008/row_fill.csv,casp17/competitive_floor_batch_current/priority_008_REQUIRED_MONOMER_008/evidence_dropzone/calibration,value,,,,,,casp17/competitive_floor_batch_current/priority_008_REQUIRED_MONOMER_008/FIELD_VALUE_LEDGER.csv,,awaiting_import_value,proposed_value_required,casp17/competitive_floor_batch_current/priority_008_REQUIRED_MONOMER_008/EVIDENCE_IMPORT.csv,casp17/competitive_floor_batch_current/priority_008_REQUIRED_MONOMER_008/EVIDENCE_IMPORT.md,"enter proposed_value, evidence_ref, and operator_clearance in the import CSV"
priority_008_REQUIRED_MONOMER_008,240,8,8,hist_REQUIRED_MONOMER_008,REQUIRED_MONOMER_008,monomer,calibration,best_score,casp17/competitive_floor_batch_current/priority_008_REQUIRED_MONOMER_008/row_fill.csv,casp17/competitive_floor_batch_current/priority_008_REQUIRED_MONOMER_008/evidence_dropzone/calibration,value,,,,,,casp17/competitive_floor_batch_current/priority_008_REQUIRED_MONOMER_008/FIELD_VALUE_LEDGER.csv,,awaiting_import_value,proposed_value_required,casp17/competitive_floor_batch_current/priority_008_REQUIRED_MONOMER_008/EVIDENCE_IMPORT.csv,casp17/competitive_floor_batch_current/priority_008_REQUIRED_MONOMER_008/EVIDENCE_IMPORT.md,"enter proposed_value, evidence_ref, and operator_clearance in the import CSV"
