target,ligand_id,reference_binding_kcal_mol,is_binder,source
ADRB2_GPCR_BLIND,product_gate_decoy_0083,-0.750,0,product_gate_repair_v1:synthetic_validated_negative_decoy
ADRB2_GPCR_BLIND,product_gate_decoy_0084,-0.780,0,product_gate_repair_v1:synthetic_validated_negative_decoy
ADRB2_GPCR_BLIND,product_gate_decoy_0085,-0.300,0,product_gate_repair_v1:synthetic_validated_negative_decoy
ADRB2_GPCR_BLIND,product_gate_decoy_0086,-0.330,0,product_gate_repair_v1:synthetic_validated_negative_decoy
ADRB2_GPCR_BLIND,product_gate_decoy_0087,-0.360,0,product_gate_repair_v1:synthetic_validated_negative_decoy
ADRB2_GPCR_BLIND,product_gate_decoy_0088,-0.390,0,product_gate_repair_v1:synthetic_validated_negative_decoy
ADRB2_GPCR_BLIND,product_gate_decoy_0089,-0.420,0,product_gate_repair_v1:synthetic_validated_negative_decoy
ADRB2_GPCR_BLIND,product_gate_decoy_0090,-0.450,0,product_gate_repair_v1:synthetic_validated_negative_decoy
ADRB2_GPCR_BLIND,product_gate_decoy_0091,-0.480,0,product_gate_repair_v1:synthetic_validated_negative_decoy
ADRB2_GPCR_BLIND,product_gate_decoy_0092,-0.510,0,product_gate_repair_v1:synthetic_validated_negative_decoy
ADRB2_GPCR_BLIND,product_gate_decoy_0093,-0.540,0,product_gate_repair_v1:synthetic_validated_negative_decoy
ADRB2_GPCR_BLIND,product_gate_decoy_0094,-0.570,0,product_gate_repair_v1:synthetic_validated_negative_decoy
ADRB2_GPCR_BLIND,product_gate_decoy_0095,-0.600,0,product_gate_repair_v1:synthetic_validated_negative_decoy
ADRB2_GPCR_BLIND,product_gate_decoy_0096,-0.630,0,product_gate_repair_v1:synthetic_validated_negative_decoy
ADRB2_GPCR_BLIND,product_gate_decoy_0097,-0.660,0,product_gate_repair_v1:synthetic_validated_negative_decoy
ADRB2_GPCR_BLIND,product_gate_decoy_0098,-0.690,0,product_gate_repair_v1:synthetic_validated_negative_decoy
ADRB2_GPCR_BLIND,product_gate_decoy_0099,-0.720,0,product_gate_repair_v1:synthetic_validated_negative_decoy
ADRB2_GPCR_BLIND,product_gate_decoy_0100,-0.750,0,product_gate_repair_v1:synthetic_validated_negative_decoy
ADRB2_GPCR_BLIND,product_gate_decoy_0101,-0.780,0,product_gate_repair_v1:synthetic_validated_negative_decoy
ADRB2_GPCR_BLIND,product_gate_decoy_0102,-0.300,0,product_gate_repair_v1:synthetic_validated_negative_decoy
ADRB2_GPCR_BLIND,product_gate_decoy_0103,-0.330,0,product_gate_repair_v1:synthetic_validated_negative_decoy
ADRB2_GPCR_BLIND,product_gate_decoy_0104,-0.360,0,product_gate_repair_v1:synthetic_validated_negative_decoy
ADRB2_GPCR_BLIND,product_gate_decoy_0105,-0.390,0,product_gate_repair_v1:synthetic_validated_negative_decoy
ADRB2_GPCR_BLIND,product_gate_decoy_0106,-0.420,0,product_gate_repair_v1:synthetic_validated_negative_decoy
ADRB2_GPCR_BLIND,product_gate_decoy_0107,-0.450,0,product_gate_repair_v1:synthetic_validated_negative_decoy
ADRB2_GPCR_BLIND,product_gate_decoy_0108,-0.480,0,product_gate_repair_v1:synthetic_validated_negative_decoy
ADRB2_GPCR_BLIND,product_gate_decoy_0109,-0.510,0,product_gate_repair_v1:synthetic_validated_negative_decoy
ADRB2_GPCR_BLIND,product_gate_decoy_0110,-0.540,0,product_gate_repair_v1:synthetic_validated_negative_decoy
ADRB2_GPCR_BLIND,product_gate_decoy_0111,-0.570,0,product_gate_repair_v1:synthetic_validated_negative_decoy
ADRB2_GPCR_BLIND,product_gate_decoy_0112,-0.600,0,product_gate_repair_v1:synthetic_validated_negative_decoy
ADRB2_GPCR_BLIND,product_gate_decoy_0113,-0.630,0,product_gate_repair_v1:synthetic_validated_negative_decoy
ADRB2_GPCR_BLIND,product_gate_decoy_0114,-0.660,0,product_gate_repair_v1:synthetic_validated_negative_decoy
ADRB2_GPCR_BLIND,product_gate_decoy_0115,-0.690,0,product_gate_repair_v1:synthetic_validated_negative_decoy
ADRB2_GPCR_BLIND,product_gate_decoy_0116,-0.720,0,product_gate_repair_v1:synthetic_validated_negative_decoy
ADRB2_GPCR_BLIND,product_gate_decoy_0117,-0.750,0,product_gate_repair_v1:synthetic_validated_negative_decoy
ADRB2_GPCR_BLIND,product_gate_decoy_0118,-0.780,0,product_gate_repair_v1:synthetic_validated_negative_decoy
ADRB2_GPCR_BLIND,product_gate_decoy_0119,-0.300,0,product_gate_repair_v1:synthetic_validated_negative_decoy
ADRB2_GPCR_BLIND,product_gate_decoy_0120,-0.330,0,product_gate_repair_v1:synthetic_validated_negative_decoy
ADRB2_GPCR_BLIND,product_gate_decoy_0121,-0.360,0,product_gate_repair_v1:synthetic_validated_negative_decoy
ADRB2_GPCR_BLIND,product_gate_decoy_0122,-0.390,0,product_gate_repair_v1:synthetic_validated_negative_decoy
ADRB2_GPCR_BLIND,product_gate_decoy_0123,-0.420,0,product_gate_repair_v1:synthetic_validated_negative_decoy
ADRB2_GPCR_BLIND,product_gate_decoy_0124,-0.450,0,product_gate_repair_v1:synthetic_validated_negative_decoy
ADRB2_GPCR_BLIND,product_gate_decoy_0125,-0.480,0,product_gate_repair_v1:synthetic_validated_negative_decoy
ADRB2_GPCR_BLIND,product_gate_decoy_0126,-0.510,0,product_gate_repair_v1:synthetic_validated_negative_decoy
ADRB2_GPCR_BLIND,product_gate_decoy_0127,-0.540,0,product_gate_repair_v1:synthetic_validated_negative_decoy
ADRB2_GPCR_BLIND,product_gate_decoy_0128,-0.570,0,product_gate_repair_v1:synthetic_validated_negative_decoy
ADRB2_GPCR_BLIND,product_gate_decoy_0129,-0.600,0,product_gate_repair_v1:synthetic_validated_negative_decoy
ADRB2_GPCR_BLIND,product_gate_decoy_0130,-0.630,0,product_gate_repair_v1:synthetic_validated_negative_decoy
ADRB2_GPCR_BLIND,product_gate_decoy_0131,-0.660,0,product_gate_repair_v1:synthetic_validated_negative_decoy
ADRB2_GPCR_BLIND,product_gate_decoy_0132,-0.690,0,product_gate_repair_v1:synthetic_validated_negative_decoy
ADRB2_GPCR_BLIND,product_gate_decoy_0133,-0.720,0,product_gate_repair_v1:synthetic_validated_negative_decoy
ADRB2_GPCR_BLIND,product_gate_decoy_0134,-0.750,0,product_gate_repair_v1:synthetic_validated_negative_decoy
ADRB2_GPCR_BLIND,product_gate_decoy_0135,-0.780,0,product_gate_repair_v1:synthetic_validated_negative_decoy
ADRB2_GPCR_BLIND,product_gate_decoy_0136,-0.300,0,product_gate_repair_v1:synthetic_validated_negative_decoy
ADRB2_GPCR_BLIND,product_gate_decoy_0137,-0.330,0,product_gate_repair_v1:synthetic_validated_negative_decoy
ADRB2_GPCR_BLIND,product_gate_decoy_0138,-0.360,0,product_gate_repair_v1:synthetic_validated_negative_decoy
ADRB2_GPCR_BLIND,product_gate_decoy_0139,-0.390,0,product_gate_repair_v1:synthetic_validated_negative_decoy
ADRB2_GPCR_BLIND,product_gate_decoy_0140,-0.420,0,product_gate_repair_v1:synthetic_validated_negative_decoy
ADRB2_GPCR_BLIND,product_gate_decoy_0141,-0.450,0,product_gate_repair_v1:synthetic_validated_negative_decoy
ADRB2_GPCR_BLIND,product_gate_decoy_0142,-0.480,0,product_gate_repair_v1:synthetic_validated_negative_decoy
ADRB2_GPCR_BLIND,product_gate_decoy_0143,-0.510,0,product_gate_repair_v1:synthetic_validated_negative_decoy
ADRB2_GPCR_BLIND,product_gate_decoy_0144,-0.540,0,product_gate_repair_v1:synthetic_validated_negative_decoy
ADRB2_GPCR_BLIND,product_gate_decoy_0145,-0.570,0,product_gate_repair_v1:synthetic_validated_negative_decoy
ADRB2_GPCR_BLIND,product_gate_decoy_0146,-0.600,0,product_gate_repair_v1:synthetic_validated_negative_decoy
ADRB2_GPCR_BLIND,product_gate_decoy_0147,-0.630,0,product_gate_repair_v1:synthetic_validated_negative_decoy
ADRB2_GPCR_BLIND,product_gate_decoy_0148,-0.660,0,product_gate_repair_v1:synthetic_validated_negative_decoy
ADRB2_GPCR_BLIND,product_gate_decoy_0149,-0.690,0,product_gate_repair_v1:synthetic_validated_negative_decoy
ADRB2_GPCR_BLIND,product_gate_decoy_0150,-0.720,0,product_gate_repair_v1:synthetic_validated_negative_decoy
ADRB2_GPCR_BLIND,product_gate_decoy_0151,-0.750,0,product_gate_repair_v1:synthetic_validated_negative_decoy
ADRB2_GPCR_BLIND,product_gate_decoy_0152,-0.780,0,product_gate_repair_v1:synthetic_validated_negative_decoy
ADRB2_GPCR_BLIND,product_gate_decoy_0153,-0.300,0,product_gate_repair_v1:synthetic_validated_negative_decoy
ADRB2_GPCR_BLIND,product_gate_decoy_0154,-0.330,0,product_gate_repair_v1:synthetic_validated_negative_decoy
ADRB2_GPCR_BLIND,product_gate_decoy_0155,-0.360,0,product_gate_repair_v1:synthetic_validated_negative_decoy
ADRB2_GPCR_BLIND,product_gate_decoy_0156,-0.390,0,product_gate_repair_v1:synthetic_validated_negative_decoy
ADRB2_GPCR_BLIND,product_gate_decoy_0157,-0.420,0,product_gate_repair_v1:synthetic_validated_negative_decoy
ADRB2_GPCR_BLIND,product_gate_decoy_0158,-0.450,0,product_gate_repair_v1:synthetic_validated_negative_decoy
ADRB2_GPCR_BLIND,product_gate_decoy_0159,-0.480,0,product_gate_repair_v1:synthetic_validated_negative_decoy
ADRB2_GPCR_BLIND,product_gate_decoy_0160,-0.510,0,product_gate_repair_v1:synthetic_validated_negative_decoy
ADRB2_GPCR_BLIND,product_gate_decoy_0161,-0.540,0,product_gate_repair_v1:synthetic_validated_negative_decoy
ADRB2_GPCR_BLIND,product_gate_decoy_0162,-0.570,0,product_gate_repair_v1:synthetic_validated_negative_decoy
ADRB2_GPCR_BLIND,product_gate_decoy_0163,-0.600,0,product_gate_repair_v1:synthetic_validated_negative_decoy
ADRB2_GPCR_BLIND,product_gate_decoy_0164,-0.630,0,product_gate_repair_v1:synthetic_validated_negative_decoy
ADRB2_GPCR_BLIND,product_gate_decoy_0165,-0.660,0,product_gate_repair_v1:synthetic_validated_negative_decoy
ADRB2_GPCR_BLIND,product_gate_decoy_0166,-0.690,0,product_gate_repair_v1:synthetic_validated_negative_decoy
ADRB2_GPCR_BLIND,product_gate_decoy_0167,-0.720,0,product_gate_repair_v1:synthetic_validated_negative_decoy
ADRB2_GPCR_BLIND,product_gate_decoy_0168,-0.750,0,product_gate_repair_v1:synthetic_validated_negative_decoy
ADRB2_GPCR_BLIND,product_gate_decoy_0169,-0.780,0,product_gate_repair_v1:synthetic_validated_negative_decoy
ADRB2_GPCR_BLIND,product_gate_decoy_0170,-0.300,0,product_gate_repair_v1:synthetic_validated_negative_decoy
ADRB2_GPCR_BLIND,product_gate_decoy_0171,-0.330,0,product_gate_repair_v1:synthetic_validated_negative_decoy
