atlas_protein_key,atlas_object_key,source_lane,target_id,protein_name,object_id,materialization_status,materialization_mode,source_coordinate_path,source_coordinate_format,source_coordinate_present,source_sha256,source_bytes,materialized_protein_folder,materialized_object_folder,materialized_coordinate_folder,materialized_coordinate_path,materialized_coordinate_present,materialized_sha256,materialized_bytes,sha256_match,symlink_target,object_manifest,object_readme,protein_manifest,blockers,next_action,claim_boundary
H1343_Hepatitis_C_Virus_sE2_CBH_4G_Fab_complex,current_chain_C,current_object_library,H1343,Hepatitis C Virus sE2 CBH-4G Fab complex,chain_C,coordinate_materialized,symlink,casp17/targets_current/H1343_Hepatitis_C_Virus_sE2_CBH_4G_Fab_complex/objects/chain_C/models/H1343_chain_C.pdb,pdb,true,037c11147df0aed9f3ce384314413d2adffec357612a70b50d5feeea9f226c14,199297,casp17/3d_molecular_object_coordinate_materialized_library/H1343_Hepatitis_C_Virus_sE2_CBH_4G_Fab_complex,casp17/3d_molecular_object_coordinate_materialized_library/H1343_Hepatitis_C_Virus_sE2_CBH_4G_Fab_complex/current_chain_C,casp17/3d_molecular_object_coordinate_materialized_library/H1343_Hepatitis_C_Virus_sE2_CBH_4G_Fab_complex/current_chain_C/coordinates,casp17/3d_molecular_object_coordinate_materialized_library/H1343_Hepatitis_C_Virus_sE2_CBH_4G_Fab_complex/current_chain_C/coordinates/H1343_chain_C.pdb,true,037c11147df0aed9f3ce384314413d2adffec357612a70b50d5feeea9f226c14,199297,true,../../../../targets_current/H1343_Hepatitis_C_Virus_sE2_CBH_4G_Fab_complex/objects/chain_C/models/H1343_chain_C.pdb,casp17/3d_molecular_object_coordinate_materialized_library/H1343_Hepatitis_C_Virus_sE2_CBH_4G_Fab_complex/current_chain_C/coordinate_manifest.json,casp17/3d_molecular_object_coordinate_materialized_library/H1343_Hepatitis_C_Virus_sE2_CBH_4G_Fab_complex/current_chain_C/README.md,casp17/3d_molecular_object_coordinate_materialized_library/H1343_Hepatitis_C_Virus_sE2_CBH_4G_Fab_complex/protein_coordinate_manifest.json,,Use this per-object materialized coordinate for local 3D review.,"CASP17 3D molecular object coordinate materialized library only. It materializes each source coordinate model from the dry-run plan into a protein-name/object folder with sha256 verification. The default symlink mode avoids duplicating raw coordinate bytes. It does not alter source models, compute native accuracy, serialize a CASP author code, or submit to CASP."
H1344_HSV_gD_HAB72,current_chain_A,current_object_library,H1344,HSV gD - HAB72,chain_A,coordinate_materialized,symlink,casp17/targets_current/H1344_HSV_gD_HAB72/objects/chain_A/models/H1344_chain_A.pdb,pdb,true,30e0b30b06b4b0c4c600b2db01862c69ae107f31d02b6d17fac1a59a1376a6e1,139573,casp17/3d_molecular_object_coordinate_materialized_library/H1344_HSV_gD_HAB72,casp17/3d_molecular_object_coordinate_materialized_library/H1344_HSV_gD_HAB72/current_chain_A,casp17/3d_molecular_object_coordinate_materialized_library/H1344_HSV_gD_HAB72/current_chain_A/coordinates,casp17/3d_molecular_object_coordinate_materialized_library/H1344_HSV_gD_HAB72/current_chain_A/coordinates/H1344_chain_A.pdb,true,30e0b30b06b4b0c4c600b2db01862c69ae107f31d02b6d17fac1a59a1376a6e1,139573,true,../../../../targets_current/H1344_HSV_gD_HAB72/objects/chain_A/models/H1344_chain_A.pdb,casp17/3d_molecular_object_coordinate_materialized_library/H1344_HSV_gD_HAB72/current_chain_A/coordinate_manifest.json,casp17/3d_molecular_object_coordinate_materialized_library/H1344_HSV_gD_HAB72/current_chain_A/README.md,casp17/3d_molecular_object_coordinate_materialized_library/H1344_HSV_gD_HAB72/protein_coordinate_manifest.json,,Use this per-object materialized coordinate for local 3D review.,"CASP17 3D molecular object coordinate materialized library only. It materializes each source coordinate model from the dry-run plan into a protein-name/object folder with sha256 verification. The default symlink mode avoids duplicating raw coordinate bytes. It does not alter source models, compute native accuracy, serialize a CASP author code, or submit to CASP."
H1344_HSV_gD_HAB72,current_chain_B,current_object_library,H1344,HSV gD - HAB72,chain_B,coordinate_materialized,symlink,casp17/targets_current/H1344_HSV_gD_HAB72/objects/chain_B/models/H1344_chain_B.pdb,pdb,true,6794ccf52c4838cc8dd39d340a22ab57d960a866d66f1ceb8fb1cadc2608a93d,130567,casp17/3d_molecular_object_coordinate_materialized_library/H1344_HSV_gD_HAB72,casp17/3d_molecular_object_coordinate_materialized_library/H1344_HSV_gD_HAB72/current_chain_B,casp17/3d_molecular_object_coordinate_materialized_library/H1344_HSV_gD_HAB72/current_chain_B/coordinates,casp17/3d_molecular_object_coordinate_materialized_library/H1344_HSV_gD_HAB72/current_chain_B/coordinates/H1344_chain_B.pdb,true,6794ccf52c4838cc8dd39d340a22ab57d960a866d66f1ceb8fb1cadc2608a93d,130567,true,../../../../targets_current/H1344_HSV_gD_HAB72/objects/chain_B/models/H1344_chain_B.pdb,casp17/3d_molecular_object_coordinate_materialized_library/H1344_HSV_gD_HAB72/current_chain_B/coordinate_manifest.json,casp17/3d_molecular_object_coordinate_materialized_library/H1344_HSV_gD_HAB72/current_chain_B/README.md,casp17/3d_molecular_object_coordinate_materialized_library/H1344_HSV_gD_HAB72/protein_coordinate_manifest.json,,Use this per-object materialized coordinate for local 3D review.,"CASP17 3D molecular object coordinate materialized library only. It materializes each source coordinate model from the dry-run plan into a protein-name/object folder with sha256 verification. The default symlink mode avoids duplicating raw coordinate bytes. It does not alter source models, compute native accuracy, serialize a CASP author code, or submit to CASP."
H1344_HSV_gD_HAB72,current_chain_C,current_object_library,H1344,HSV gD - HAB72,chain_C,coordinate_materialized,symlink,casp17/targets_current/H1344_HSV_gD_HAB72/objects/chain_C/models/H1344_chain_C.pdb,pdb,true,7da3146cac2f2aa9c44ba6c3ebc67f4b5f83f1d7b8cacab2c08dcd34ee4581bd,176782,casp17/3d_molecular_object_coordinate_materialized_library/H1344_HSV_gD_HAB72,casp17/3d_molecular_object_coordinate_materialized_library/H1344_HSV_gD_HAB72/current_chain_C,casp17/3d_molecular_object_coordinate_materialized_library/H1344_HSV_gD_HAB72/current_chain_C/coordinates,casp17/3d_molecular_object_coordinate_materialized_library/H1344_HSV_gD_HAB72/current_chain_C/coordinates/H1344_chain_C.pdb,true,7da3146cac2f2aa9c44ba6c3ebc67f4b5f83f1d7b8cacab2c08dcd34ee4581bd,176782,true,../../../../targets_current/H1344_HSV_gD_HAB72/objects/chain_C/models/H1344_chain_C.pdb,casp17/3d_molecular_object_coordinate_materialized_library/H1344_HSV_gD_HAB72/current_chain_C/coordinate_manifest.json,casp17/3d_molecular_object_coordinate_materialized_library/H1344_HSV_gD_HAB72/current_chain_C/README.md,casp17/3d_molecular_object_coordinate_materialized_library/H1344_HSV_gD_HAB72/protein_coordinate_manifest.json,,Use this per-object materialized coordinate for local 3D review.,"CASP17 3D molecular object coordinate materialized library only. It materializes each source coordinate model from the dry-run plan into a protein-name/object folder with sha256 verification. The default symlink mode avoids duplicating raw coordinate bytes. It does not alter source models, compute native accuracy, serialize a CASP author code, or submit to CASP."
H1346_REGN3753_Fab_Fab_complex,current_chain_A,current_object_library,H1346,REGN3753 Fab-Fab complex,chain_A,coordinate_materialized,symlink,casp17/targets_current/H1346_REGN3753_Fab_Fab_complex/objects/chain_A/models/H1346_chain_A.pdb,pdb,true,4ffba5de6e7b57cc08f9d252c931e892318d43d5339390f55f07b4bf9efda7be,135623,casp17/3d_molecular_object_coordinate_materialized_library/H1346_REGN3753_Fab_Fab_complex,casp17/3d_molecular_object_coordinate_materialized_library/H1346_REGN3753_Fab_Fab_complex/current_chain_A,casp17/3d_molecular_object_coordinate_materialized_library/H1346_REGN3753_Fab_Fab_complex/current_chain_A/coordinates,casp17/3d_molecular_object_coordinate_materialized_library/H1346_REGN3753_Fab_Fab_complex/current_chain_A/coordinates/H1346_chain_A.pdb,true,4ffba5de6e7b57cc08f9d252c931e892318d43d5339390f55f07b4bf9efda7be,135623,true,../../../../targets_current/H1346_REGN3753_Fab_Fab_complex/objects/chain_A/models/H1346_chain_A.pdb,casp17/3d_molecular_object_coordinate_materialized_library/H1346_REGN3753_Fab_Fab_complex/current_chain_A/coordinate_manifest.json,casp17/3d_molecular_object_coordinate_materialized_library/H1346_REGN3753_Fab_Fab_complex/current_chain_A/README.md,casp17/3d_molecular_object_coordinate_materialized_library/H1346_REGN3753_Fab_Fab_complex/protein_coordinate_manifest.json,,Use this per-object materialized coordinate for local 3D review.,"CASP17 3D molecular object coordinate materialized library only. It materializes each source coordinate model from the dry-run plan into a protein-name/object folder with sha256 verification. The default symlink mode avoids duplicating raw coordinate bytes. It does not alter source models, compute native accuracy, serialize a CASP author code, or submit to CASP."
H1346_REGN3753_Fab_Fab_complex,current_chain_B,current_object_library,H1346,REGN3753 Fab-Fab complex,chain_B,coordinate_materialized,symlink,casp17/targets_current/H1346_REGN3753_Fab_Fab_complex/objects/chain_B/models/H1346_chain_B.pdb,pdb,true,77396676e768854a3a85b9e91c897483b4a837631efe592cd2be7da8fcd60ed8,129856,casp17/3d_molecular_object_coordinate_materialized_library/H1346_REGN3753_Fab_Fab_complex,casp17/3d_molecular_object_coordinate_materialized_library/H1346_REGN3753_Fab_Fab_complex/current_chain_B,casp17/3d_molecular_object_coordinate_materialized_library/H1346_REGN3753_Fab_Fab_complex/current_chain_B/coordinates,casp17/3d_molecular_object_coordinate_materialized_library/H1346_REGN3753_Fab_Fab_complex/current_chain_B/coordinates/H1346_chain_B.pdb,true,77396676e768854a3a85b9e91c897483b4a837631efe592cd2be7da8fcd60ed8,129856,true,../../../../targets_current/H1346_REGN3753_Fab_Fab_complex/objects/chain_B/models/H1346_chain_B.pdb,casp17/3d_molecular_object_coordinate_materialized_library/H1346_REGN3753_Fab_Fab_complex/current_chain_B/coordinate_manifest.json,casp17/3d_molecular_object_coordinate_materialized_library/H1346_REGN3753_Fab_Fab_complex/current_chain_B/README.md,casp17/3d_molecular_object_coordinate_materialized_library/H1346_REGN3753_Fab_Fab_complex/protein_coordinate_manifest.json,,Use this per-object materialized coordinate for local 3D review.,"CASP17 3D molecular object coordinate materialized library only. It materializes each source coordinate model from the dry-run plan into a protein-name/object folder with sha256 verification. The default symlink mode avoids duplicating raw coordinate bytes. It does not alter source models, compute native accuracy, serialize a CASP author code, or submit to CASP."
H1346_REGN3753_Fab_Fab_complex,current_chain_C,current_object_library,H1346,REGN3753 Fab-Fab complex,chain_C,coordinate_materialized,symlink,casp17/targets_current/H1346_REGN3753_Fab_Fab_complex/objects/chain_C/models/H1346_chain_C.pdb,pdb,true,db95ba292b8568e498b6edd25e80215641f8686e3a12cd84e554fe46024bb19a,138151,casp17/3d_molecular_object_coordinate_materialized_library/H1346_REGN3753_Fab_Fab_complex,casp17/3d_molecular_object_coordinate_materialized_library/H1346_REGN3753_Fab_Fab_complex/current_chain_C,casp17/3d_molecular_object_coordinate_materialized_library/H1346_REGN3753_Fab_Fab_complex/current_chain_C/coordinates,casp17/3d_molecular_object_coordinate_materialized_library/H1346_REGN3753_Fab_Fab_complex/current_chain_C/coordinates/H1346_chain_C.pdb,true,db95ba292b8568e498b6edd25e80215641f8686e3a12cd84e554fe46024bb19a,138151,true,../../../../targets_current/H1346_REGN3753_Fab_Fab_complex/objects/chain_C/models/H1346_chain_C.pdb,casp17/3d_molecular_object_coordinate_materialized_library/H1346_REGN3753_Fab_Fab_complex/current_chain_C/coordinate_manifest.json,casp17/3d_molecular_object_coordinate_materialized_library/H1346_REGN3753_Fab_Fab_complex/current_chain_C/README.md,casp17/3d_molecular_object_coordinate_materialized_library/H1346_REGN3753_Fab_Fab_complex/protein_coordinate_manifest.json,,Use this per-object materialized coordinate for local 3D review.,"CASP17 3D molecular object coordinate materialized library only. It materializes each source coordinate model from the dry-run plan into a protein-name/object folder with sha256 verification. The default symlink mode avoids duplicating raw coordinate bytes. It does not alter source models, compute native accuracy, serialize a CASP author code, or submit to CASP."
H1346_REGN3753_Fab_Fab_complex,current_chain_D,current_object_library,H1346,REGN3753 Fab-Fab complex,chain_D,coordinate_materialized,symlink,casp17/targets_current/H1346_REGN3753_Fab_Fab_complex/objects/chain_D/models/H1346_chain_D.pdb,pdb,true,ffed777ee07ac04892429bb4aa40d594adf43733763962e1de9739a66503975d,130093,casp17/3d_molecular_object_coordinate_materialized_library/H1346_REGN3753_Fab_Fab_complex,casp17/3d_molecular_object_coordinate_materialized_library/H1346_REGN3753_Fab_Fab_complex/current_chain_D,casp17/3d_molecular_object_coordinate_materialized_library/H1346_REGN3753_Fab_Fab_complex/current_chain_D/coordinates,casp17/3d_molecular_object_coordinate_materialized_library/H1346_REGN3753_Fab_Fab_complex/current_chain_D/coordinates/H1346_chain_D.pdb,true,ffed777ee07ac04892429bb4aa40d594adf43733763962e1de9739a66503975d,130093,true,../../../../targets_current/H1346_REGN3753_Fab_Fab_complex/objects/chain_D/models/H1346_chain_D.pdb,casp17/3d_molecular_object_coordinate_materialized_library/H1346_REGN3753_Fab_Fab_complex/current_chain_D/coordinate_manifest.json,casp17/3d_molecular_object_coordinate_materialized_library/H1346_REGN3753_Fab_Fab_complex/current_chain_D/README.md,casp17/3d_molecular_object_coordinate_materialized_library/H1346_REGN3753_Fab_Fab_complex/protein_coordinate_manifest.json,,Use this per-object materialized coordinate for local 3D review.,"CASP17 3D molecular object coordinate materialized library only. It materializes each source coordinate model from the dry-run plan into a protein-name/object folder with sha256 verification. The default symlink mode avoids duplicating raw coordinate bytes. It does not alter source models, compute native accuracy, serialize a CASP author code, or submit to CASP."
H1347_REGN15499_Fab_Fab_complex,current_chain_A,current_object_library,H1347,REGN15499 Fab-Fab complex,chain_A,coordinate_materialized,symlink,casp17/targets_current/H1347_REGN15499_Fab_Fab_complex/objects/chain_A/models/H1347_chain_A.pdb,pdb,true,a6f44b48d49591dade783d936851f3798f29d94a5772db627c05c0df35c7b41b,132384,casp17/3d_molecular_object_coordinate_materialized_library/H1347_REGN15499_Fab_Fab_complex,casp17/3d_molecular_object_coordinate_materialized_library/H1347_REGN15499_Fab_Fab_complex/current_chain_A,casp17/3d_molecular_object_coordinate_materialized_library/H1347_REGN15499_Fab_Fab_complex/current_chain_A/coordinates,casp17/3d_molecular_object_coordinate_materialized_library/H1347_REGN15499_Fab_Fab_complex/current_chain_A/coordinates/H1347_chain_A.pdb,true,a6f44b48d49591dade783d936851f3798f29d94a5772db627c05c0df35c7b41b,132384,true,../../../../targets_current/H1347_REGN15499_Fab_Fab_complex/objects/chain_A/models/H1347_chain_A.pdb,casp17/3d_molecular_object_coordinate_materialized_library/H1347_REGN15499_Fab_Fab_complex/current_chain_A/coordinate_manifest.json,casp17/3d_molecular_object_coordinate_materialized_library/H1347_REGN15499_Fab_Fab_complex/current_chain_A/README.md,casp17/3d_molecular_object_coordinate_materialized_library/H1347_REGN15499_Fab_Fab_complex/protein_coordinate_manifest.json,,Use this per-object materialized coordinate for local 3D review.,"CASP17 3D molecular object coordinate materialized library only. It materializes each source coordinate model from the dry-run plan into a protein-name/object folder with sha256 verification. The default symlink mode avoids duplicating raw coordinate bytes. It does not alter source models, compute native accuracy, serialize a CASP author code, or submit to CASP."
H1347_REGN15499_Fab_Fab_complex,current_chain_B,current_object_library,H1347,REGN15499 Fab-Fab complex,chain_B,coordinate_materialized,symlink,casp17/targets_current/H1347_REGN15499_Fab_Fab_complex/objects/chain_B/models/H1347_chain_B.pdb,pdb,true,c1f88599de079207a305f828eb162007e050b0b676c35b2560197e16beacbdf5,130804,casp17/3d_molecular_object_coordinate_materialized_library/H1347_REGN15499_Fab_Fab_complex,casp17/3d_molecular_object_coordinate_materialized_library/H1347_REGN15499_Fab_Fab_complex/current_chain_B,casp17/3d_molecular_object_coordinate_materialized_library/H1347_REGN15499_Fab_Fab_complex/current_chain_B/coordinates,casp17/3d_molecular_object_coordinate_materialized_library/H1347_REGN15499_Fab_Fab_complex/current_chain_B/coordinates/H1347_chain_B.pdb,true,c1f88599de079207a305f828eb162007e050b0b676c35b2560197e16beacbdf5,130804,true,../../../../targets_current/H1347_REGN15499_Fab_Fab_complex/objects/chain_B/models/H1347_chain_B.pdb,casp17/3d_molecular_object_coordinate_materialized_library/H1347_REGN15499_Fab_Fab_complex/current_chain_B/coordinate_manifest.json,casp17/3d_molecular_object_coordinate_materialized_library/H1347_REGN15499_Fab_Fab_complex/current_chain_B/README.md,casp17/3d_molecular_object_coordinate_materialized_library/H1347_REGN15499_Fab_Fab_complex/protein_coordinate_manifest.json,,Use this per-object materialized coordinate for local 3D review.,"CASP17 3D molecular object coordinate materialized library only. It materializes each source coordinate model from the dry-run plan into a protein-name/object folder with sha256 verification. The default symlink mode avoids duplicating raw coordinate bytes. It does not alter source models, compute native accuracy, serialize a CASP author code, or submit to CASP."
H1347_REGN15499_Fab_Fab_complex,current_chain_C,current_object_library,H1347,REGN15499 Fab-Fab complex,chain_C,coordinate_materialized,symlink,casp17/targets_current/H1347_REGN15499_Fab_Fab_complex/objects/chain_C/models/H1347_chain_C.pdb,pdb,true,52c1478f9fafcd5c69370c5a87ce30634341bdeef604648c8dc514ab30404095,133332,casp17/3d_molecular_object_coordinate_materialized_library/H1347_REGN15499_Fab_Fab_complex,casp17/3d_molecular_object_coordinate_materialized_library/H1347_REGN15499_Fab_Fab_complex/current_chain_C,casp17/3d_molecular_object_coordinate_materialized_library/H1347_REGN15499_Fab_Fab_complex/current_chain_C/coordinates,casp17/3d_molecular_object_coordinate_materialized_library/H1347_REGN15499_Fab_Fab_complex/current_chain_C/coordinates/H1347_chain_C.pdb,true,52c1478f9fafcd5c69370c5a87ce30634341bdeef604648c8dc514ab30404095,133332,true,../../../../targets_current/H1347_REGN15499_Fab_Fab_complex/objects/chain_C/models/H1347_chain_C.pdb,casp17/3d_molecular_object_coordinate_materialized_library/H1347_REGN15499_Fab_Fab_complex/current_chain_C/coordinate_manifest.json,casp17/3d_molecular_object_coordinate_materialized_library/H1347_REGN15499_Fab_Fab_complex/current_chain_C/README.md,casp17/3d_molecular_object_coordinate_materialized_library/H1347_REGN15499_Fab_Fab_complex/protein_coordinate_manifest.json,,Use this per-object materialized coordinate for local 3D review.,"CASP17 3D molecular object coordinate materialized library only. It materializes each source coordinate model from the dry-run plan into a protein-name/object folder with sha256 verification. The default symlink mode avoids duplicating raw coordinate bytes. It does not alter source models, compute native accuracy, serialize a CASP author code, or submit to CASP."
H1347_REGN15499_Fab_Fab_complex,current_chain_D,current_object_library,H1347,REGN15499 Fab-Fab complex,chain_D,coordinate_materialized,symlink,casp17/targets_current/H1347_REGN15499_Fab_Fab_complex/objects/chain_D/models/H1347_chain_D.pdb,pdb,true,c8db6cda0612a778a0e1633367d181e3847ab8e2bffc681a621f96901dff88b8,125906,casp17/3d_molecular_object_coordinate_materialized_library/H1347_REGN15499_Fab_Fab_complex,casp17/3d_molecular_object_coordinate_materialized_library/H1347_REGN15499_Fab_Fab_complex/current_chain_D,casp17/3d_molecular_object_coordinate_materialized_library/H1347_REGN15499_Fab_Fab_complex/current_chain_D/coordinates,casp17/3d_molecular_object_coordinate_materialized_library/H1347_REGN15499_Fab_Fab_complex/current_chain_D/coordinates/H1347_chain_D.pdb,true,c8db6cda0612a778a0e1633367d181e3847ab8e2bffc681a621f96901dff88b8,125906,true,../../../../targets_current/H1347_REGN15499_Fab_Fab_complex/objects/chain_D/models/H1347_chain_D.pdb,casp17/3d_molecular_object_coordinate_materialized_library/H1347_REGN15499_Fab_Fab_complex/current_chain_D/coordinate_manifest.json,casp17/3d_molecular_object_coordinate_materialized_library/H1347_REGN15499_Fab_Fab_complex/current_chain_D/README.md,casp17/3d_molecular_object_coordinate_materialized_library/H1347_REGN15499_Fab_Fab_complex/protein_coordinate_manifest.json,,Use this per-object materialized coordinate for local 3D review.,"CASP17 3D molecular object coordinate materialized library only. It materializes each source coordinate model from the dry-run plan into a protein-name/object folder with sha256 verification. The default symlink mode avoids duplicating raw coordinate bytes. It does not alter source models, compute native accuracy, serialize a CASP author code, or submit to CASP."
H1348_gp130_antibody_complex,current_chain_A,current_object_library,H1348,gp130 antibody complex,chain_A,coordinate_materialized,symlink,casp17/targets_current/H1348_gp130_antibody_complex/objects/chain_A/models/H1348_chain_A.pdb,pdb,true,11a893f160513d8399b2e3cd00a74f754b792bbe7b70f8eb0ea738527adb4719,377916,casp17/3d_molecular_object_coordinate_materialized_library/H1348_gp130_antibody_complex,casp17/3d_molecular_object_coordinate_materialized_library/H1348_gp130_antibody_complex/current_chain_A,casp17/3d_molecular_object_coordinate_materialized_library/H1348_gp130_antibody_complex/current_chain_A/coordinates,casp17/3d_molecular_object_coordinate_materialized_library/H1348_gp130_antibody_complex/current_chain_A/coordinates/H1348_chain_A.pdb,true,11a893f160513d8399b2e3cd00a74f754b792bbe7b70f8eb0ea738527adb4719,377916,true,../../../../targets_current/H1348_gp130_antibody_complex/objects/chain_A/models/H1348_chain_A.pdb,casp17/3d_molecular_object_coordinate_materialized_library/H1348_gp130_antibody_complex/current_chain_A/coordinate_manifest.json,casp17/3d_molecular_object_coordinate_materialized_library/H1348_gp130_antibody_complex/current_chain_A/README.md,casp17/3d_molecular_object_coordinate_materialized_library/H1348_gp130_antibody_complex/protein_coordinate_manifest.json,,Use this per-object materialized coordinate for local 3D review.,"CASP17 3D molecular object coordinate materialized library only. It materializes each source coordinate model from the dry-run plan into a protein-name/object folder with sha256 verification. The default symlink mode avoids duplicating raw coordinate bytes. It does not alter source models, compute native accuracy, serialize a CASP author code, or submit to CASP."
H1348_gp130_antibody_complex,current_chain_B,current_object_library,H1348,gp130 antibody complex,chain_B,coordinate_materialized,symlink,casp17/targets_current/H1348_gp130_antibody_complex/objects/chain_B/models/H1348_chain_B.pdb,pdb,true,b953db456c9d5e325786ed919234fd03e91a5a2dbe661b7412ae82d7b08cb029,131910,casp17/3d_molecular_object_coordinate_materialized_library/H1348_gp130_antibody_complex,casp17/3d_molecular_object_coordinate_materialized_library/H1348_gp130_antibody_complex/current_chain_B,casp17/3d_molecular_object_coordinate_materialized_library/H1348_gp130_antibody_complex/current_chain_B/coordinates,casp17/3d_molecular_object_coordinate_materialized_library/H1348_gp130_antibody_complex/current_chain_B/coordinates/H1348_chain_B.pdb,true,b953db456c9d5e325786ed919234fd03e91a5a2dbe661b7412ae82d7b08cb029,131910,true,../../../../targets_current/H1348_gp130_antibody_complex/objects/chain_B/models/H1348_chain_B.pdb,casp17/3d_molecular_object_coordinate_materialized_library/H1348_gp130_antibody_complex/current_chain_B/coordinate_manifest.json,casp17/3d_molecular_object_coordinate_materialized_library/H1348_gp130_antibody_complex/current_chain_B/README.md,casp17/3d_molecular_object_coordinate_materialized_library/H1348_gp130_antibody_complex/protein_coordinate_manifest.json,,Use this per-object materialized coordinate for local 3D review.,"CASP17 3D molecular object coordinate materialized library only. It materializes each source coordinate model from the dry-run plan into a protein-name/object folder with sha256 verification. The default symlink mode avoids duplicating raw coordinate bytes. It does not alter source models, compute native accuracy, serialize a CASP author code, or submit to CASP."
H1348_gp130_antibody_complex,current_chain_C,current_object_library,H1348,gp130 antibody complex,chain_C,coordinate_materialized,symlink,casp17/targets_current/H1348_gp130_antibody_complex/objects/chain_C/models/H1348_chain_C.pdb,pdb,true,7a7fca53282d1ed8ed4d71034a2681aae47baab835efcf8a52d68da4d121514f,130093,casp17/3d_molecular_object_coordinate_materialized_library/H1348_gp130_antibody_complex,casp17/3d_molecular_object_coordinate_materialized_library/H1348_gp130_antibody_complex/current_chain_C,casp17/3d_molecular_object_coordinate_materialized_library/H1348_gp130_antibody_complex/current_chain_C/coordinates,casp17/3d_molecular_object_coordinate_materialized_library/H1348_gp130_antibody_complex/current_chain_C/coordinates/H1348_chain_C.pdb,true,7a7fca53282d1ed8ed4d71034a2681aae47baab835efcf8a52d68da4d121514f,130093,true,../../../../targets_current/H1348_gp130_antibody_complex/objects/chain_C/models/H1348_chain_C.pdb,casp17/3d_molecular_object_coordinate_materialized_library/H1348_gp130_antibody_complex/current_chain_C/coordinate_manifest.json,casp17/3d_molecular_object_coordinate_materialized_library/H1348_gp130_antibody_complex/current_chain_C/README.md,casp17/3d_molecular_object_coordinate_materialized_library/H1348_gp130_antibody_complex/protein_coordinate_manifest.json,,Use this per-object materialized coordinate for local 3D review.,"CASP17 3D molecular object coordinate materialized library only. It materializes each source coordinate model from the dry-run plan into a protein-name/object folder with sha256 verification. The default symlink mode avoids duplicating raw coordinate bytes. It does not alter source models, compute native accuracy, serialize a CASP author code, or submit to CASP."
H1349_gp130_antibody_complex,current_chain_A,current_object_library,H1349,gp130 antibody complex,chain_A,coordinate_materialized,symlink,casp17/targets_current/H1349_gp130_antibody_complex/objects/chain_A/models/H1349_chain_A.pdb,pdb,true,f33441178e5328b6c34a18bbbd0a0c085062d4400eb948ea798a8b63af7ce00c,377916,casp17/3d_molecular_object_coordinate_materialized_library/H1349_gp130_antibody_complex,casp17/3d_molecular_object_coordinate_materialized_library/H1349_gp130_antibody_complex/current_chain_A,casp17/3d_molecular_object_coordinate_materialized_library/H1349_gp130_antibody_complex/current_chain_A/coordinates,casp17/3d_molecular_object_coordinate_materialized_library/H1349_gp130_antibody_complex/current_chain_A/coordinates/H1349_chain_A.pdb,true,f33441178e5328b6c34a18bbbd0a0c085062d4400eb948ea798a8b63af7ce00c,377916,true,../../../../targets_current/H1349_gp130_antibody_complex/objects/chain_A/models/H1349_chain_A.pdb,casp17/3d_molecular_object_coordinate_materialized_library/H1349_gp130_antibody_complex/current_chain_A/coordinate_manifest.json,casp17/3d_molecular_object_coordinate_materialized_library/H1349_gp130_antibody_complex/current_chain_A/README.md,casp17/3d_molecular_object_coordinate_materialized_library/H1349_gp130_antibody_complex/protein_coordinate_manifest.json,,Use this per-object materialized coordinate for local 3D review.,"CASP17 3D molecular object coordinate materialized library only. It materializes each source coordinate model from the dry-run plan into a protein-name/object folder with sha256 verification. The default symlink mode avoids duplicating raw coordinate bytes. It does not alter source models, compute native accuracy, serialize a CASP author code, or submit to CASP."
H1349_gp130_antibody_complex,current_chain_B,current_object_library,H1349,gp130 antibody complex,chain_B,coordinate_materialized,symlink,casp17/targets_current/H1349_gp130_antibody_complex/objects/chain_B/models/H1349_chain_B.pdb,pdb,true,7fb9344dfdc0d730c9708e822dab82808f2f9a61a170738ce2e3868113048e9c,130093,casp17/3d_molecular_object_coordinate_materialized_library/H1349_gp130_antibody_complex,casp17/3d_molecular_object_coordinate_materialized_library/H1349_gp130_antibody_complex/current_chain_B,casp17/3d_molecular_object_coordinate_materialized_library/H1349_gp130_antibody_complex/current_chain_B/coordinates,casp17/3d_molecular_object_coordinate_materialized_library/H1349_gp130_antibody_complex/current_chain_B/coordinates/H1349_chain_B.pdb,true,7fb9344dfdc0d730c9708e822dab82808f2f9a61a170738ce2e3868113048e9c,130093,true,../../../../targets_current/H1349_gp130_antibody_complex/objects/chain_B/models/H1349_chain_B.pdb,casp17/3d_molecular_object_coordinate_materialized_library/H1349_gp130_antibody_complex/current_chain_B/coordinate_manifest.json,casp17/3d_molecular_object_coordinate_materialized_library/H1349_gp130_antibody_complex/current_chain_B/README.md,casp17/3d_molecular_object_coordinate_materialized_library/H1349_gp130_antibody_complex/protein_coordinate_manifest.json,,Use this per-object materialized coordinate for local 3D review.,"CASP17 3D molecular object coordinate materialized library only. It materializes each source coordinate model from the dry-run plan into a protein-name/object folder with sha256 verification. The default symlink mode avoids duplicating raw coordinate bytes. It does not alter source models, compute native accuracy, serialize a CASP author code, or submit to CASP."
