dropzone_id,operator_priority,row_rank,scope,value_rank,evidence_class,template_column,identity_status,proposed_target_id,proposed_value,recommended_value,expected_value_rule,evidence_ref,operator_clearance,value_entry_status,blocker,next_action
priority_002_REQUIRED_MONOMER_002,2,2,monomer,28,provenance,post_release_information_used,awaiting_identity,,,false,false,,,waiting_on_identity,target_identity_required,fill and apply the compact identity unlock kit first
priority_002_REQUIRED_MONOMER_002,2,2,monomer,29,provenance,current_casp17_target,awaiting_identity,,,false,false,,,waiting_on_identity,target_identity_required,fill and apply the compact identity unlock kit first
priority_002_REQUIRED_MONOMER_002,2,2,monomer,30,provenance,operator_clearance,awaiting_identity,,,no_leak,"one of no_leak, cleared, internal_no_leak, or ready_for_row_fill",,,waiting_on_identity,target_identity_required,fill and apply the compact identity unlock kit first
priority_002_REQUIRED_MONOMER_002,2,2,monomer,31,calibration,selected_model_rank,awaiting_identity,,,,integer 1..5,,,waiting_on_identity,target_identity_required,fill and apply the compact identity unlock kit first
priority_002_REQUIRED_MONOMER_002,2,2,monomer,32,calibration,best_model_rank,awaiting_identity,,,,integer 1..5,,,waiting_on_identity,target_identity_required,fill and apply the compact identity unlock kit first
priority_002_REQUIRED_MONOMER_002,2,2,monomer,33,calibration,selected_native_metric,awaiting_identity,,,,finite numeric value,,,waiting_on_identity,target_identity_required,fill and apply the compact identity unlock kit first
priority_002_REQUIRED_MONOMER_002,2,2,monomer,34,calibration,best_native_metric,awaiting_identity,,,,finite numeric value,,,waiting_on_identity,target_identity_required,fill and apply the compact identity unlock kit first
priority_002_REQUIRED_MONOMER_002,2,2,monomer,35,calibration,selected_score,awaiting_identity,,,,finite numeric value,,,waiting_on_identity,target_identity_required,fill and apply the compact identity unlock kit first
priority_002_REQUIRED_MONOMER_002,2,2,monomer,36,calibration,best_score,awaiting_identity,,,,finite numeric value,,,waiting_on_identity,target_identity_required,fill and apply the compact identity unlock kit first
priority_003_REQUIRED_MONOMER_003,3,3,monomer,37,target_identity,benchmark_id,awaiting_identity,,,,cleared historical non-current identifier,,,waiting_on_identity,target_identity_required,fill and apply the compact identity unlock kit first
priority_003_REQUIRED_MONOMER_003,3,3,monomer,38,target_identity,target_id,awaiting_identity,,,,cleared historical non-current identifier,,,waiting_on_identity,target_identity_required,fill and apply the compact identity unlock kit first
priority_003_REQUIRED_MONOMER_003,3,3,monomer,39,provenance,leakage_clearance,awaiting_identity,,,no_leak,"one of no_leak, cleared, internal_no_leak, or ready_for_row_fill",,,waiting_on_identity,target_identity_required,fill and apply the compact identity unlock kit first
priority_003_REQUIRED_MONOMER_003,3,3,monomer,40,provenance,prediction_method,awaiting_identity,,,,non-placeholder internal method identifier,,,waiting_on_identity,target_identity_required,fill and apply the compact identity unlock kit first
priority_003_REQUIRED_MONOMER_003,3,3,monomer,41,provenance,prediction_created_at,awaiting_identity,,,,ISO date YYYY-MM-DD,,,waiting_on_identity,target_identity_required,fill and apply the compact identity unlock kit first
priority_003_REQUIRED_MONOMER_003,3,3,monomer,42,provenance,native_release_date,awaiting_identity,,,,ISO date YYYY-MM-DD,,,waiting_on_identity,target_identity_required,fill and apply the compact identity unlock kit first
priority_003_REQUIRED_MONOMER_003,3,3,monomer,43,provenance,prediction_generated_before_native_release,awaiting_identity,,,true,true,,,waiting_on_identity,target_identity_required,fill and apply the compact identity unlock kit first
priority_003_REQUIRED_MONOMER_003,3,3,monomer,44,provenance,public_template_or_native_used_for_prediction,awaiting_identity,,,false,false,,,waiting_on_identity,target_identity_required,fill and apply the compact identity unlock kit first
priority_003_REQUIRED_MONOMER_003,3,3,monomer,45,provenance,other_team_model_used,awaiting_identity,,,false,false,,,waiting_on_identity,target_identity_required,fill and apply the compact identity unlock kit first
priority_003_REQUIRED_MONOMER_003,3,3,monomer,46,provenance,post_release_information_used,awaiting_identity,,,false,false,,,waiting_on_identity,target_identity_required,fill and apply the compact identity unlock kit first
priority_003_REQUIRED_MONOMER_003,3,3,monomer,47,provenance,current_casp17_target,awaiting_identity,,,false,false,,,waiting_on_identity,target_identity_required,fill and apply the compact identity unlock kit first
priority_003_REQUIRED_MONOMER_003,3,3,monomer,48,provenance,operator_clearance,awaiting_identity,,,no_leak,"one of no_leak, cleared, internal_no_leak, or ready_for_row_fill",,,waiting_on_identity,target_identity_required,fill and apply the compact identity unlock kit first
priority_003_REQUIRED_MONOMER_003,3,3,monomer,49,calibration,selected_model_rank,awaiting_identity,,,,integer 1..5,,,waiting_on_identity,target_identity_required,fill and apply the compact identity unlock kit first
priority_003_REQUIRED_MONOMER_003,3,3,monomer,50,calibration,best_model_rank,awaiting_identity,,,,integer 1..5,,,waiting_on_identity,target_identity_required,fill and apply the compact identity unlock kit first
priority_003_REQUIRED_MONOMER_003,3,3,monomer,51,calibration,selected_native_metric,awaiting_identity,,,,finite numeric value,,,waiting_on_identity,target_identity_required,fill and apply the compact identity unlock kit first
priority_003_REQUIRED_MONOMER_003,3,3,monomer,52,calibration,best_native_metric,awaiting_identity,,,,finite numeric value,,,waiting_on_identity,target_identity_required,fill and apply the compact identity unlock kit first
priority_003_REQUIRED_MONOMER_003,3,3,monomer,53,calibration,selected_score,awaiting_identity,,,,finite numeric value,,,waiting_on_identity,target_identity_required,fill and apply the compact identity unlock kit first
priority_003_REQUIRED_MONOMER_003,3,3,monomer,54,calibration,best_score,awaiting_identity,,,,finite numeric value,,,waiting_on_identity,target_identity_required,fill and apply the compact identity unlock kit first
priority_004_REQUIRED_MONOMER_004,4,4,monomer,55,target_identity,benchmark_id,awaiting_identity,,,,cleared historical non-current identifier,,,waiting_on_identity,target_identity_required,fill and apply the compact identity unlock kit first
priority_004_REQUIRED_MONOMER_004,4,4,monomer,56,target_identity,target_id,awaiting_identity,,,,cleared historical non-current identifier,,,waiting_on_identity,target_identity_required,fill and apply the compact identity unlock kit first
priority_004_REQUIRED_MONOMER_004,4,4,monomer,57,provenance,leakage_clearance,awaiting_identity,,,no_leak,"one of no_leak, cleared, internal_no_leak, or ready_for_row_fill",,,waiting_on_identity,target_identity_required,fill and apply the compact identity unlock kit first
priority_004_REQUIRED_MONOMER_004,4,4,monomer,58,provenance,prediction_method,awaiting_identity,,,,non-placeholder internal method identifier,,,waiting_on_identity,target_identity_required,fill and apply the compact identity unlock kit first
priority_004_REQUIRED_MONOMER_004,4,4,monomer,59,provenance,prediction_created_at,awaiting_identity,,,,ISO date YYYY-MM-DD,,,waiting_on_identity,target_identity_required,fill and apply the compact identity unlock kit first
priority_004_REQUIRED_MONOMER_004,4,4,monomer,60,provenance,native_release_date,awaiting_identity,,,,ISO date YYYY-MM-DD,,,waiting_on_identity,target_identity_required,fill and apply the compact identity unlock kit first
priority_004_REQUIRED_MONOMER_004,4,4,monomer,61,provenance,prediction_generated_before_native_release,awaiting_identity,,,true,true,,,waiting_on_identity,target_identity_required,fill and apply the compact identity unlock kit first
priority_004_REQUIRED_MONOMER_004,4,4,monomer,62,provenance,public_template_or_native_used_for_prediction,awaiting_identity,,,false,false,,,waiting_on_identity,target_identity_required,fill and apply the compact identity unlock kit first
priority_004_REQUIRED_MONOMER_004,4,4,monomer,63,provenance,other_team_model_used,awaiting_identity,,,false,false,,,waiting_on_identity,target_identity_required,fill and apply the compact identity unlock kit first
priority_004_REQUIRED_MONOMER_004,4,4,monomer,64,provenance,post_release_information_used,awaiting_identity,,,false,false,,,waiting_on_identity,target_identity_required,fill and apply the compact identity unlock kit first
priority_004_REQUIRED_MONOMER_004,4,4,monomer,65,provenance,current_casp17_target,awaiting_identity,,,false,false,,,waiting_on_identity,target_identity_required,fill and apply the compact identity unlock kit first
priority_004_REQUIRED_MONOMER_004,4,4,monomer,66,provenance,operator_clearance,awaiting_identity,,,no_leak,"one of no_leak, cleared, internal_no_leak, or ready_for_row_fill",,,waiting_on_identity,target_identity_required,fill and apply the compact identity unlock kit first
priority_004_REQUIRED_MONOMER_004,4,4,monomer,67,calibration,selected_model_rank,awaiting_identity,,,,integer 1..5,,,waiting_on_identity,target_identity_required,fill and apply the compact identity unlock kit first
priority_004_REQUIRED_MONOMER_004,4,4,monomer,68,calibration,best_model_rank,awaiting_identity,,,,integer 1..5,,,waiting_on_identity,target_identity_required,fill and apply the compact identity unlock kit first
priority_004_REQUIRED_MONOMER_004,4,4,monomer,69,calibration,selected_native_metric,awaiting_identity,,,,finite numeric value,,,waiting_on_identity,target_identity_required,fill and apply the compact identity unlock kit first
priority_004_REQUIRED_MONOMER_004,4,4,monomer,70,calibration,best_native_metric,awaiting_identity,,,,finite numeric value,,,waiting_on_identity,target_identity_required,fill and apply the compact identity unlock kit first
priority_004_REQUIRED_MONOMER_004,4,4,monomer,71,calibration,selected_score,awaiting_identity,,,,finite numeric value,,,waiting_on_identity,target_identity_required,fill and apply the compact identity unlock kit first
priority_004_REQUIRED_MONOMER_004,4,4,monomer,72,calibration,best_score,awaiting_identity,,,,finite numeric value,,,waiting_on_identity,target_identity_required,fill and apply the compact identity unlock kit first
priority_005_REQUIRED_MONOMER_005,5,5,monomer,73,target_identity,benchmark_id,awaiting_identity,,,,cleared historical non-current identifier,,,waiting_on_identity,target_identity_required,fill and apply the compact identity unlock kit first
priority_005_REQUIRED_MONOMER_005,5,5,monomer,74,target_identity,target_id,awaiting_identity,,,,cleared historical non-current identifier,,,waiting_on_identity,target_identity_required,fill and apply the compact identity unlock kit first
priority_005_REQUIRED_MONOMER_005,5,5,monomer,75,provenance,leakage_clearance,awaiting_identity,,,no_leak,"one of no_leak, cleared, internal_no_leak, or ready_for_row_fill",,,waiting_on_identity,target_identity_required,fill and apply the compact identity unlock kit first
priority_005_REQUIRED_MONOMER_005,5,5,monomer,76,provenance,prediction_method,awaiting_identity,,,,non-placeholder internal method identifier,,,waiting_on_identity,target_identity_required,fill and apply the compact identity unlock kit first
priority_005_REQUIRED_MONOMER_005,5,5,monomer,77,provenance,prediction_created_at,awaiting_identity,,,,ISO date YYYY-MM-DD,,,waiting_on_identity,target_identity_required,fill and apply the compact identity unlock kit first
priority_005_REQUIRED_MONOMER_005,5,5,monomer,78,provenance,native_release_date,awaiting_identity,,,,ISO date YYYY-MM-DD,,,waiting_on_identity,target_identity_required,fill and apply the compact identity unlock kit first
priority_005_REQUIRED_MONOMER_005,5,5,monomer,79,provenance,prediction_generated_before_native_release,awaiting_identity,,,true,true,,,waiting_on_identity,target_identity_required,fill and apply the compact identity unlock kit first
priority_005_REQUIRED_MONOMER_005,5,5,monomer,80,provenance,public_template_or_native_used_for_prediction,awaiting_identity,,,false,false,,,waiting_on_identity,target_identity_required,fill and apply the compact identity unlock kit first
priority_005_REQUIRED_MONOMER_005,5,5,monomer,81,provenance,other_team_model_used,awaiting_identity,,,false,false,,,waiting_on_identity,target_identity_required,fill and apply the compact identity unlock kit first
priority_005_REQUIRED_MONOMER_005,5,5,monomer,82,provenance,post_release_information_used,awaiting_identity,,,false,false,,,waiting_on_identity,target_identity_required,fill and apply the compact identity unlock kit first
priority_005_REQUIRED_MONOMER_005,5,5,monomer,83,provenance,current_casp17_target,awaiting_identity,,,false,false,,,waiting_on_identity,target_identity_required,fill and apply the compact identity unlock kit first
priority_005_REQUIRED_MONOMER_005,5,5,monomer,84,provenance,operator_clearance,awaiting_identity,,,no_leak,"one of no_leak, cleared, internal_no_leak, or ready_for_row_fill",,,waiting_on_identity,target_identity_required,fill and apply the compact identity unlock kit first
priority_005_REQUIRED_MONOMER_005,5,5,monomer,85,calibration,selected_model_rank,awaiting_identity,,,,integer 1..5,,,waiting_on_identity,target_identity_required,fill and apply the compact identity unlock kit first
priority_005_REQUIRED_MONOMER_005,5,5,monomer,86,calibration,best_model_rank,awaiting_identity,,,,integer 1..5,,,waiting_on_identity,target_identity_required,fill and apply the compact identity unlock kit first
priority_005_REQUIRED_MONOMER_005,5,5,monomer,87,calibration,selected_native_metric,awaiting_identity,,,,finite numeric value,,,waiting_on_identity,target_identity_required,fill and apply the compact identity unlock kit first
priority_005_REQUIRED_MONOMER_005,5,5,monomer,88,calibration,best_native_metric,awaiting_identity,,,,finite numeric value,,,waiting_on_identity,target_identity_required,fill and apply the compact identity unlock kit first
priority_005_REQUIRED_MONOMER_005,5,5,monomer,89,calibration,selected_score,awaiting_identity,,,,finite numeric value,,,waiting_on_identity,target_identity_required,fill and apply the compact identity unlock kit first
priority_005_REQUIRED_MONOMER_005,5,5,monomer,90,calibration,best_score,awaiting_identity,,,,finite numeric value,,,waiting_on_identity,target_identity_required,fill and apply the compact identity unlock kit first
priority_006_REQUIRED_MONOMER_006,6,6,monomer,91,target_identity,benchmark_id,awaiting_identity,,,,cleared historical non-current identifier,,,waiting_on_identity,target_identity_required,fill and apply the compact identity unlock kit first
priority_006_REQUIRED_MONOMER_006,6,6,monomer,92,target_identity,target_id,awaiting_identity,,,,cleared historical non-current identifier,,,waiting_on_identity,target_identity_required,fill and apply the compact identity unlock kit first
priority_006_REQUIRED_MONOMER_006,6,6,monomer,93,provenance,leakage_clearance,awaiting_identity,,,no_leak,"one of no_leak, cleared, internal_no_leak, or ready_for_row_fill",,,waiting_on_identity,target_identity_required,fill and apply the compact identity unlock kit first
priority_006_REQUIRED_MONOMER_006,6,6,monomer,94,provenance,prediction_method,awaiting_identity,,,,non-placeholder internal method identifier,,,waiting_on_identity,target_identity_required,fill and apply the compact identity unlock kit first
priority_006_REQUIRED_MONOMER_006,6,6,monomer,95,provenance,prediction_created_at,awaiting_identity,,,,ISO date YYYY-MM-DD,,,waiting_on_identity,target_identity_required,fill and apply the compact identity unlock kit first
priority_006_REQUIRED_MONOMER_006,6,6,monomer,96,provenance,native_release_date,awaiting_identity,,,,ISO date YYYY-MM-DD,,,waiting_on_identity,target_identity_required,fill and apply the compact identity unlock kit first
priority_006_REQUIRED_MONOMER_006,6,6,monomer,97,provenance,prediction_generated_before_native_release,awaiting_identity,,,true,true,,,waiting_on_identity,target_identity_required,fill and apply the compact identity unlock kit first
priority_006_REQUIRED_MONOMER_006,6,6,monomer,98,provenance,public_template_or_native_used_for_prediction,awaiting_identity,,,false,false,,,waiting_on_identity,target_identity_required,fill and apply the compact identity unlock kit first
priority_006_REQUIRED_MONOMER_006,6,6,monomer,99,provenance,other_team_model_used,awaiting_identity,,,false,false,,,waiting_on_identity,target_identity_required,fill and apply the compact identity unlock kit first
priority_006_REQUIRED_MONOMER_006,6,6,monomer,100,provenance,post_release_information_used,awaiting_identity,,,false,false,,,waiting_on_identity,target_identity_required,fill and apply the compact identity unlock kit first
priority_006_REQUIRED_MONOMER_006,6,6,monomer,101,provenance,current_casp17_target,awaiting_identity,,,false,false,,,waiting_on_identity,target_identity_required,fill and apply the compact identity unlock kit first
priority_006_REQUIRED_MONOMER_006,6,6,monomer,102,provenance,operator_clearance,awaiting_identity,,,no_leak,"one of no_leak, cleared, internal_no_leak, or ready_for_row_fill",,,waiting_on_identity,target_identity_required,fill and apply the compact identity unlock kit first
priority_006_REQUIRED_MONOMER_006,6,6,monomer,103,calibration,selected_model_rank,awaiting_identity,,,,integer 1..5,,,waiting_on_identity,target_identity_required,fill and apply the compact identity unlock kit first
priority_006_REQUIRED_MONOMER_006,6,6,monomer,104,calibration,best_model_rank,awaiting_identity,,,,integer 1..5,,,waiting_on_identity,target_identity_required,fill and apply the compact identity unlock kit first
priority_006_REQUIRED_MONOMER_006,6,6,monomer,105,calibration,selected_native_metric,awaiting_identity,,,,finite numeric value,,,waiting_on_identity,target_identity_required,fill and apply the compact identity unlock kit first
priority_006_REQUIRED_MONOMER_006,6,6,monomer,106,calibration,best_native_metric,awaiting_identity,,,,finite numeric value,,,waiting_on_identity,target_identity_required,fill and apply the compact identity unlock kit first
priority_006_REQUIRED_MONOMER_006,6,6,monomer,107,calibration,selected_score,awaiting_identity,,,,finite numeric value,,,waiting_on_identity,target_identity_required,fill and apply the compact identity unlock kit first
priority_006_REQUIRED_MONOMER_006,6,6,monomer,108,calibration,best_score,awaiting_identity,,,,finite numeric value,,,waiting_on_identity,target_identity_required,fill and apply the compact identity unlock kit first
priority_007_REQUIRED_MONOMER_007,7,7,monomer,109,target_identity,benchmark_id,awaiting_identity,,,,cleared historical non-current identifier,,,waiting_on_identity,target_identity_required,fill and apply the compact identity unlock kit first
priority_007_REQUIRED_MONOMER_007,7,7,monomer,110,target_identity,target_id,awaiting_identity,,,,cleared historical non-current identifier,,,waiting_on_identity,target_identity_required,fill and apply the compact identity unlock kit first
priority_007_REQUIRED_MONOMER_007,7,7,monomer,111,provenance,leakage_clearance,awaiting_identity,,,no_leak,"one of no_leak, cleared, internal_no_leak, or ready_for_row_fill",,,waiting_on_identity,target_identity_required,fill and apply the compact identity unlock kit first
priority_007_REQUIRED_MONOMER_007,7,7,monomer,112,provenance,prediction_method,awaiting_identity,,,,non-placeholder internal method identifier,,,waiting_on_identity,target_identity_required,fill and apply the compact identity unlock kit first
priority_007_REQUIRED_MONOMER_007,7,7,monomer,113,provenance,prediction_created_at,awaiting_identity,,,,ISO date YYYY-MM-DD,,,waiting_on_identity,target_identity_required,fill and apply the compact identity unlock kit first
priority_007_REQUIRED_MONOMER_007,7,7,monomer,114,provenance,native_release_date,awaiting_identity,,,,ISO date YYYY-MM-DD,,,waiting_on_identity,target_identity_required,fill and apply the compact identity unlock kit first
priority_007_REQUIRED_MONOMER_007,7,7,monomer,115,provenance,prediction_generated_before_native_release,awaiting_identity,,,true,true,,,waiting_on_identity,target_identity_required,fill and apply the compact identity unlock kit first
priority_007_REQUIRED_MONOMER_007,7,7,monomer,116,provenance,public_template_or_native_used_for_prediction,awaiting_identity,,,false,false,,,waiting_on_identity,target_identity_required,fill and apply the compact identity unlock kit first
priority_007_REQUIRED_MONOMER_007,7,7,monomer,117,provenance,other_team_model_used,awaiting_identity,,,false,false,,,waiting_on_identity,target_identity_required,fill and apply the compact identity unlock kit first
priority_007_REQUIRED_MONOMER_007,7,7,monomer,118,provenance,post_release_information_used,awaiting_identity,,,false,false,,,waiting_on_identity,target_identity_required,fill and apply the compact identity unlock kit first
priority_007_REQUIRED_MONOMER_007,7,7,monomer,119,provenance,current_casp17_target,awaiting_identity,,,false,false,,,waiting_on_identity,target_identity_required,fill and apply the compact identity unlock kit first
priority_007_REQUIRED_MONOMER_007,7,7,monomer,120,provenance,operator_clearance,awaiting_identity,,,no_leak,"one of no_leak, cleared, internal_no_leak, or ready_for_row_fill",,,waiting_on_identity,target_identity_required,fill and apply the compact identity unlock kit first
priority_007_REQUIRED_MONOMER_007,7,7,monomer,121,calibration,selected_model_rank,awaiting_identity,,,,integer 1..5,,,waiting_on_identity,target_identity_required,fill and apply the compact identity unlock kit first
priority_007_REQUIRED_MONOMER_007,7,7,monomer,122,calibration,best_model_rank,awaiting_identity,,,,integer 1..5,,,waiting_on_identity,target_identity_required,fill and apply the compact identity unlock kit first
priority_007_REQUIRED_MONOMER_007,7,7,monomer,123,calibration,selected_native_metric,awaiting_identity,,,,finite numeric value,,,waiting_on_identity,target_identity_required,fill and apply the compact identity unlock kit first
priority_007_REQUIRED_MONOMER_007,7,7,monomer,124,calibration,best_native_metric,awaiting_identity,,,,finite numeric value,,,waiting_on_identity,target_identity_required,fill and apply the compact identity unlock kit first
priority_007_REQUIRED_MONOMER_007,7,7,monomer,125,calibration,selected_score,awaiting_identity,,,,finite numeric value,,,waiting_on_identity,target_identity_required,fill and apply the compact identity unlock kit first
priority_007_REQUIRED_MONOMER_007,7,7,monomer,126,calibration,best_score,awaiting_identity,,,,finite numeric value,,,waiting_on_identity,target_identity_required,fill and apply the compact identity unlock kit first
priority_008_REQUIRED_MONOMER_008,8,8,monomer,127,target_identity,benchmark_id,awaiting_identity,,,,cleared historical non-current identifier,,,waiting_on_identity,target_identity_required,fill and apply the compact identity unlock kit first
priority_008_REQUIRED_MONOMER_008,8,8,monomer,128,target_identity,target_id,awaiting_identity,,,,cleared historical non-current identifier,,,waiting_on_identity,target_identity_required,fill and apply the compact identity unlock kit first
priority_008_REQUIRED_MONOMER_008,8,8,monomer,129,provenance,leakage_clearance,awaiting_identity,,,no_leak,"one of no_leak, cleared, internal_no_leak, or ready_for_row_fill",,,waiting_on_identity,target_identity_required,fill and apply the compact identity unlock kit first
priority_008_REQUIRED_MONOMER_008,8,8,monomer,130,provenance,prediction_method,awaiting_identity,,,,non-placeholder internal method identifier,,,waiting_on_identity,target_identity_required,fill and apply the compact identity unlock kit first
priority_008_REQUIRED_MONOMER_008,8,8,monomer,131,provenance,prediction_created_at,awaiting_identity,,,,ISO date YYYY-MM-DD,,,waiting_on_identity,target_identity_required,fill and apply the compact identity unlock kit first
priority_008_REQUIRED_MONOMER_008,8,8,monomer,132,provenance,native_release_date,awaiting_identity,,,,ISO date YYYY-MM-DD,,,waiting_on_identity,target_identity_required,fill and apply the compact identity unlock kit first
priority_008_REQUIRED_MONOMER_008,8,8,monomer,133,provenance,prediction_generated_before_native_release,awaiting_identity,,,true,true,,,waiting_on_identity,target_identity_required,fill and apply the compact identity unlock kit first
priority_008_REQUIRED_MONOMER_008,8,8,monomer,134,provenance,public_template_or_native_used_for_prediction,awaiting_identity,,,false,false,,,waiting_on_identity,target_identity_required,fill and apply the compact identity unlock kit first
priority_008_REQUIRED_MONOMER_008,8,8,monomer,135,provenance,other_team_model_used,awaiting_identity,,,false,false,,,waiting_on_identity,target_identity_required,fill and apply the compact identity unlock kit first
priority_008_REQUIRED_MONOMER_008,8,8,monomer,136,provenance,post_release_information_used,awaiting_identity,,,false,false,,,waiting_on_identity,target_identity_required,fill and apply the compact identity unlock kit first
priority_008_REQUIRED_MONOMER_008,8,8,monomer,137,provenance,current_casp17_target,awaiting_identity,,,false,false,,,waiting_on_identity,target_identity_required,fill and apply the compact identity unlock kit first
priority_008_REQUIRED_MONOMER_008,8,8,monomer,138,provenance,operator_clearance,awaiting_identity,,,no_leak,"one of no_leak, cleared, internal_no_leak, or ready_for_row_fill",,,waiting_on_identity,target_identity_required,fill and apply the compact identity unlock kit first
priority_008_REQUIRED_MONOMER_008,8,8,monomer,139,calibration,selected_model_rank,awaiting_identity,,,,integer 1..5,,,waiting_on_identity,target_identity_required,fill and apply the compact identity unlock kit first
