atlas_protein_key,atlas_object_key,source_lane,target_id,target_group,protein_name,object_id,object_role,atlas_status,atlas_protein_folder,atlas_object_folder,atlas_protein_readme,atlas_protein_manifest,atlas_object_readme,atlas_object_manifest,source_protein_folder,source_object_folder,source_protein_readme,source_protein_manifest,source_object_readme,source_object_manifest,model_path,model_sha256,viewer_html,projection_svg,top5_manifest_csv,top5_manifest_sha256,escrow_md,native_status,competitive_proof_eligible,author_serialized,blockers,source_policy,submission_policy,claim_boundary
H1343_Hepatitis_C_Virus_sE2_CBH_4G_Fab_complex,current_chain_C,current_object_library,H1343,protein_complex,Hepatitis C Virus sE2 CBH-4G Fab complex,chain_C,C,pass,casp17/casp17_3d_molecular_object_atlas/H1343_Hepatitis_C_Virus_sE2_CBH_4G_Fab_complex,casp17/casp17_3d_molecular_object_atlas/H1343_Hepatitis_C_Virus_sE2_CBH_4G_Fab_complex/current_chain_C,casp17/casp17_3d_molecular_object_atlas/H1343_Hepatitis_C_Virus_sE2_CBH_4G_Fab_complex/README.md,casp17/casp17_3d_molecular_object_atlas/H1343_Hepatitis_C_Virus_sE2_CBH_4G_Fab_complex/protein_manifest.json,casp17/casp17_3d_molecular_object_atlas/H1343_Hepatitis_C_Virus_sE2_CBH_4G_Fab_complex/current_chain_C/README.md,casp17/casp17_3d_molecular_object_atlas/H1343_Hepatitis_C_Virus_sE2_CBH_4G_Fab_complex/current_chain_C/object_manifest.json,casp17/protein_object_library_current/H1343_Hepatitis_C_Virus_sE2_CBH_4G_Fab_complex,casp17/protein_object_library_current/H1343_Hepatitis_C_Virus_sE2_CBH_4G_Fab_complex/chain_C,casp17/protein_object_library_current/H1343_Hepatitis_C_Virus_sE2_CBH_4G_Fab_complex/README.md,casp17/protein_object_library_current/H1343_Hepatitis_C_Virus_sE2_CBH_4G_Fab_complex/protein_manifest.json,casp17/protein_object_library_current/H1343_Hepatitis_C_Virus_sE2_CBH_4G_Fab_complex/chain_C/README.md,casp17/protein_object_library_current/H1343_Hepatitis_C_Virus_sE2_CBH_4G_Fab_complex/chain_C/object_manifest.json,casp17/targets_current/H1343_Hepatitis_C_Virus_sE2_CBH_4G_Fab_complex/objects/chain_C/models/H1343_chain_C.pdb,,casp17/targets_current/H1343_Hepatitis_C_Virus_sE2_CBH_4G_Fab_complex/objects/chain_C/viewer.html,casp17/targets_current/H1343_Hepatitis_C_Virus_sE2_CBH_4G_Fab_complex/objects/chain_C/renders/H1343_chain_C_projection.svg,,,,native_accuracy_not_scored,false,false,,local_current_object_library_review_only_not_competitive_proof,do_not_submit_without_rule_check_and_operator_approval,"CASP17 3D molecular object atlas only. It unifies local current protein-object folders and external-only MassiveFold freeze-candidate folders into protein-name navigation folders with per-object manifests. It does not copy model coordinates, fetch structures, score native accuracy, serialize a CASP author code, or submit to CASP."
H1344_HSV_gD_HAB72,current_chain_A,current_object_library,H1344,protein_complex,HSV gD - HAB72,chain_A,A,pass,casp17/casp17_3d_molecular_object_atlas/H1344_HSV_gD_HAB72,casp17/casp17_3d_molecular_object_atlas/H1344_HSV_gD_HAB72/current_chain_A,casp17/casp17_3d_molecular_object_atlas/H1344_HSV_gD_HAB72/README.md,casp17/casp17_3d_molecular_object_atlas/H1344_HSV_gD_HAB72/protein_manifest.json,casp17/casp17_3d_molecular_object_atlas/H1344_HSV_gD_HAB72/current_chain_A/README.md,casp17/casp17_3d_molecular_object_atlas/H1344_HSV_gD_HAB72/current_chain_A/object_manifest.json,casp17/protein_object_library_current/H1344_HSV_gD_HAB72,casp17/protein_object_library_current/H1344_HSV_gD_HAB72/chain_A,casp17/protein_object_library_current/H1344_HSV_gD_HAB72/README.md,casp17/protein_object_library_current/H1344_HSV_gD_HAB72/protein_manifest.json,casp17/protein_object_library_current/H1344_HSV_gD_HAB72/chain_A/README.md,casp17/protein_object_library_current/H1344_HSV_gD_HAB72/chain_A/object_manifest.json,casp17/targets_current/H1344_HSV_gD_HAB72/objects/chain_A/models/H1344_chain_A.pdb,,casp17/targets_current/H1344_HSV_gD_HAB72/objects/chain_A/viewer.html,casp17/targets_current/H1344_HSV_gD_HAB72/objects/chain_A/renders/H1344_chain_A_projection.svg,,,,native_accuracy_not_scored,false,false,,local_current_object_library_review_only_not_competitive_proof,do_not_submit_without_rule_check_and_operator_approval,"CASP17 3D molecular object atlas only. It unifies local current protein-object folders and external-only MassiveFold freeze-candidate folders into protein-name navigation folders with per-object manifests. It does not copy model coordinates, fetch structures, score native accuracy, serialize a CASP author code, or submit to CASP."
H1344_HSV_gD_HAB72,current_chain_B,current_object_library,H1344,protein_complex,HSV gD - HAB72,chain_B,B,pass,casp17/casp17_3d_molecular_object_atlas/H1344_HSV_gD_HAB72,casp17/casp17_3d_molecular_object_atlas/H1344_HSV_gD_HAB72/current_chain_B,casp17/casp17_3d_molecular_object_atlas/H1344_HSV_gD_HAB72/README.md,casp17/casp17_3d_molecular_object_atlas/H1344_HSV_gD_HAB72/protein_manifest.json,casp17/casp17_3d_molecular_object_atlas/H1344_HSV_gD_HAB72/current_chain_B/README.md,casp17/casp17_3d_molecular_object_atlas/H1344_HSV_gD_HAB72/current_chain_B/object_manifest.json,casp17/protein_object_library_current/H1344_HSV_gD_HAB72,casp17/protein_object_library_current/H1344_HSV_gD_HAB72/chain_B,casp17/protein_object_library_current/H1344_HSV_gD_HAB72/README.md,casp17/protein_object_library_current/H1344_HSV_gD_HAB72/protein_manifest.json,casp17/protein_object_library_current/H1344_HSV_gD_HAB72/chain_B/README.md,casp17/protein_object_library_current/H1344_HSV_gD_HAB72/chain_B/object_manifest.json,casp17/targets_current/H1344_HSV_gD_HAB72/objects/chain_B/models/H1344_chain_B.pdb,,casp17/targets_current/H1344_HSV_gD_HAB72/objects/chain_B/viewer.html,casp17/targets_current/H1344_HSV_gD_HAB72/objects/chain_B/renders/H1344_chain_B_projection.svg,,,,native_accuracy_not_scored,false,false,,local_current_object_library_review_only_not_competitive_proof,do_not_submit_without_rule_check_and_operator_approval,"CASP17 3D molecular object atlas only. It unifies local current protein-object folders and external-only MassiveFold freeze-candidate folders into protein-name navigation folders with per-object manifests. It does not copy model coordinates, fetch structures, score native accuracy, serialize a CASP author code, or submit to CASP."
H1344_HSV_gD_HAB72,current_chain_C,current_object_library,H1344,protein_complex,HSV gD - HAB72,chain_C,C,pass,casp17/casp17_3d_molecular_object_atlas/H1344_HSV_gD_HAB72,casp17/casp17_3d_molecular_object_atlas/H1344_HSV_gD_HAB72/current_chain_C,casp17/casp17_3d_molecular_object_atlas/H1344_HSV_gD_HAB72/README.md,casp17/casp17_3d_molecular_object_atlas/H1344_HSV_gD_HAB72/protein_manifest.json,casp17/casp17_3d_molecular_object_atlas/H1344_HSV_gD_HAB72/current_chain_C/README.md,casp17/casp17_3d_molecular_object_atlas/H1344_HSV_gD_HAB72/current_chain_C/object_manifest.json,casp17/protein_object_library_current/H1344_HSV_gD_HAB72,casp17/protein_object_library_current/H1344_HSV_gD_HAB72/chain_C,casp17/protein_object_library_current/H1344_HSV_gD_HAB72/README.md,casp17/protein_object_library_current/H1344_HSV_gD_HAB72/protein_manifest.json,casp17/protein_object_library_current/H1344_HSV_gD_HAB72/chain_C/README.md,casp17/protein_object_library_current/H1344_HSV_gD_HAB72/chain_C/object_manifest.json,casp17/targets_current/H1344_HSV_gD_HAB72/objects/chain_C/models/H1344_chain_C.pdb,,casp17/targets_current/H1344_HSV_gD_HAB72/objects/chain_C/viewer.html,casp17/targets_current/H1344_HSV_gD_HAB72/objects/chain_C/renders/H1344_chain_C_projection.svg,,,,native_accuracy_not_scored,false,false,,local_current_object_library_review_only_not_competitive_proof,do_not_submit_without_rule_check_and_operator_approval,"CASP17 3D molecular object atlas only. It unifies local current protein-object folders and external-only MassiveFold freeze-candidate folders into protein-name navigation folders with per-object manifests. It does not copy model coordinates, fetch structures, score native accuracy, serialize a CASP author code, or submit to CASP."
H1346_REGN3753_Fab_Fab_complex,current_chain_A,current_object_library,H1346,protein_complex,REGN3753 Fab-Fab complex,chain_A,A,pass,casp17/casp17_3d_molecular_object_atlas/H1346_REGN3753_Fab_Fab_complex,casp17/casp17_3d_molecular_object_atlas/H1346_REGN3753_Fab_Fab_complex/current_chain_A,casp17/casp17_3d_molecular_object_atlas/H1346_REGN3753_Fab_Fab_complex/README.md,casp17/casp17_3d_molecular_object_atlas/H1346_REGN3753_Fab_Fab_complex/protein_manifest.json,casp17/casp17_3d_molecular_object_atlas/H1346_REGN3753_Fab_Fab_complex/current_chain_A/README.md,casp17/casp17_3d_molecular_object_atlas/H1346_REGN3753_Fab_Fab_complex/current_chain_A/object_manifest.json,casp17/protein_object_library_current/H1346_REGN3753_Fab_Fab_complex,casp17/protein_object_library_current/H1346_REGN3753_Fab_Fab_complex/chain_A,casp17/protein_object_library_current/H1346_REGN3753_Fab_Fab_complex/README.md,casp17/protein_object_library_current/H1346_REGN3753_Fab_Fab_complex/protein_manifest.json,casp17/protein_object_library_current/H1346_REGN3753_Fab_Fab_complex/chain_A/README.md,casp17/protein_object_library_current/H1346_REGN3753_Fab_Fab_complex/chain_A/object_manifest.json,casp17/targets_current/H1346_REGN3753_Fab_Fab_complex/objects/chain_A/models/H1346_chain_A.pdb,,casp17/targets_current/H1346_REGN3753_Fab_Fab_complex/objects/chain_A/viewer.html,casp17/targets_current/H1346_REGN3753_Fab_Fab_complex/objects/chain_A/renders/H1346_chain_A_projection.svg,,,,native_accuracy_not_scored,false,false,,local_current_object_library_review_only_not_competitive_proof,do_not_submit_without_rule_check_and_operator_approval,"CASP17 3D molecular object atlas only. It unifies local current protein-object folders and external-only MassiveFold freeze-candidate folders into protein-name navigation folders with per-object manifests. It does not copy model coordinates, fetch structures, score native accuracy, serialize a CASP author code, or submit to CASP."
H1346_REGN3753_Fab_Fab_complex,current_chain_B,current_object_library,H1346,protein_complex,REGN3753 Fab-Fab complex,chain_B,B,pass,casp17/casp17_3d_molecular_object_atlas/H1346_REGN3753_Fab_Fab_complex,casp17/casp17_3d_molecular_object_atlas/H1346_REGN3753_Fab_Fab_complex/current_chain_B,casp17/casp17_3d_molecular_object_atlas/H1346_REGN3753_Fab_Fab_complex/README.md,casp17/casp17_3d_molecular_object_atlas/H1346_REGN3753_Fab_Fab_complex/protein_manifest.json,casp17/casp17_3d_molecular_object_atlas/H1346_REGN3753_Fab_Fab_complex/current_chain_B/README.md,casp17/casp17_3d_molecular_object_atlas/H1346_REGN3753_Fab_Fab_complex/current_chain_B/object_manifest.json,casp17/protein_object_library_current/H1346_REGN3753_Fab_Fab_complex,casp17/protein_object_library_current/H1346_REGN3753_Fab_Fab_complex/chain_B,casp17/protein_object_library_current/H1346_REGN3753_Fab_Fab_complex/README.md,casp17/protein_object_library_current/H1346_REGN3753_Fab_Fab_complex/protein_manifest.json,casp17/protein_object_library_current/H1346_REGN3753_Fab_Fab_complex/chain_B/README.md,casp17/protein_object_library_current/H1346_REGN3753_Fab_Fab_complex/chain_B/object_manifest.json,casp17/targets_current/H1346_REGN3753_Fab_Fab_complex/objects/chain_B/models/H1346_chain_B.pdb,,casp17/targets_current/H1346_REGN3753_Fab_Fab_complex/objects/chain_B/viewer.html,casp17/targets_current/H1346_REGN3753_Fab_Fab_complex/objects/chain_B/renders/H1346_chain_B_projection.svg,,,,native_accuracy_not_scored,false,false,,local_current_object_library_review_only_not_competitive_proof,do_not_submit_without_rule_check_and_operator_approval,"CASP17 3D molecular object atlas only. It unifies local current protein-object folders and external-only MassiveFold freeze-candidate folders into protein-name navigation folders with per-object manifests. It does not copy model coordinates, fetch structures, score native accuracy, serialize a CASP author code, or submit to CASP."
H1346_REGN3753_Fab_Fab_complex,current_chain_C,current_object_library,H1346,protein_complex,REGN3753 Fab-Fab complex,chain_C,C,pass,casp17/casp17_3d_molecular_object_atlas/H1346_REGN3753_Fab_Fab_complex,casp17/casp17_3d_molecular_object_atlas/H1346_REGN3753_Fab_Fab_complex/current_chain_C,casp17/casp17_3d_molecular_object_atlas/H1346_REGN3753_Fab_Fab_complex/README.md,casp17/casp17_3d_molecular_object_atlas/H1346_REGN3753_Fab_Fab_complex/protein_manifest.json,casp17/casp17_3d_molecular_object_atlas/H1346_REGN3753_Fab_Fab_complex/current_chain_C/README.md,casp17/casp17_3d_molecular_object_atlas/H1346_REGN3753_Fab_Fab_complex/current_chain_C/object_manifest.json,casp17/protein_object_library_current/H1346_REGN3753_Fab_Fab_complex,casp17/protein_object_library_current/H1346_REGN3753_Fab_Fab_complex/chain_C,casp17/protein_object_library_current/H1346_REGN3753_Fab_Fab_complex/README.md,casp17/protein_object_library_current/H1346_REGN3753_Fab_Fab_complex/protein_manifest.json,casp17/protein_object_library_current/H1346_REGN3753_Fab_Fab_complex/chain_C/README.md,casp17/protein_object_library_current/H1346_REGN3753_Fab_Fab_complex/chain_C/object_manifest.json,casp17/targets_current/H1346_REGN3753_Fab_Fab_complex/objects/chain_C/models/H1346_chain_C.pdb,,casp17/targets_current/H1346_REGN3753_Fab_Fab_complex/objects/chain_C/viewer.html,casp17/targets_current/H1346_REGN3753_Fab_Fab_complex/objects/chain_C/renders/H1346_chain_C_projection.svg,,,,native_accuracy_not_scored,false,false,,local_current_object_library_review_only_not_competitive_proof,do_not_submit_without_rule_check_and_operator_approval,"CASP17 3D molecular object atlas only. It unifies local current protein-object folders and external-only MassiveFold freeze-candidate folders into protein-name navigation folders with per-object manifests. It does not copy model coordinates, fetch structures, score native accuracy, serialize a CASP author code, or submit to CASP."
H1346_REGN3753_Fab_Fab_complex,current_chain_D,current_object_library,H1346,protein_complex,REGN3753 Fab-Fab complex,chain_D,D,pass,casp17/casp17_3d_molecular_object_atlas/H1346_REGN3753_Fab_Fab_complex,casp17/casp17_3d_molecular_object_atlas/H1346_REGN3753_Fab_Fab_complex/current_chain_D,casp17/casp17_3d_molecular_object_atlas/H1346_REGN3753_Fab_Fab_complex/README.md,casp17/casp17_3d_molecular_object_atlas/H1346_REGN3753_Fab_Fab_complex/protein_manifest.json,casp17/casp17_3d_molecular_object_atlas/H1346_REGN3753_Fab_Fab_complex/current_chain_D/README.md,casp17/casp17_3d_molecular_object_atlas/H1346_REGN3753_Fab_Fab_complex/current_chain_D/object_manifest.json,casp17/protein_object_library_current/H1346_REGN3753_Fab_Fab_complex,casp17/protein_object_library_current/H1346_REGN3753_Fab_Fab_complex/chain_D,casp17/protein_object_library_current/H1346_REGN3753_Fab_Fab_complex/README.md,casp17/protein_object_library_current/H1346_REGN3753_Fab_Fab_complex/protein_manifest.json,casp17/protein_object_library_current/H1346_REGN3753_Fab_Fab_complex/chain_D/README.md,casp17/protein_object_library_current/H1346_REGN3753_Fab_Fab_complex/chain_D/object_manifest.json,casp17/targets_current/H1346_REGN3753_Fab_Fab_complex/objects/chain_D/models/H1346_chain_D.pdb,,casp17/targets_current/H1346_REGN3753_Fab_Fab_complex/objects/chain_D/viewer.html,casp17/targets_current/H1346_REGN3753_Fab_Fab_complex/objects/chain_D/renders/H1346_chain_D_projection.svg,,,,native_accuracy_not_scored,false,false,,local_current_object_library_review_only_not_competitive_proof,do_not_submit_without_rule_check_and_operator_approval,"CASP17 3D molecular object atlas only. It unifies local current protein-object folders and external-only MassiveFold freeze-candidate folders into protein-name navigation folders with per-object manifests. It does not copy model coordinates, fetch structures, score native accuracy, serialize a CASP author code, or submit to CASP."
H1347_REGN15499_Fab_Fab_complex,current_chain_A,current_object_library,H1347,protein_complex,REGN15499 Fab-Fab complex,chain_A,A,pass,casp17/casp17_3d_molecular_object_atlas/H1347_REGN15499_Fab_Fab_complex,casp17/casp17_3d_molecular_object_atlas/H1347_REGN15499_Fab_Fab_complex/current_chain_A,casp17/casp17_3d_molecular_object_atlas/H1347_REGN15499_Fab_Fab_complex/README.md,casp17/casp17_3d_molecular_object_atlas/H1347_REGN15499_Fab_Fab_complex/protein_manifest.json,casp17/casp17_3d_molecular_object_atlas/H1347_REGN15499_Fab_Fab_complex/current_chain_A/README.md,casp17/casp17_3d_molecular_object_atlas/H1347_REGN15499_Fab_Fab_complex/current_chain_A/object_manifest.json,casp17/protein_object_library_current/H1347_REGN15499_Fab_Fab_complex,casp17/protein_object_library_current/H1347_REGN15499_Fab_Fab_complex/chain_A,casp17/protein_object_library_current/H1347_REGN15499_Fab_Fab_complex/README.md,casp17/protein_object_library_current/H1347_REGN15499_Fab_Fab_complex/protein_manifest.json,casp17/protein_object_library_current/H1347_REGN15499_Fab_Fab_complex/chain_A/README.md,casp17/protein_object_library_current/H1347_REGN15499_Fab_Fab_complex/chain_A/object_manifest.json,casp17/targets_current/H1347_REGN15499_Fab_Fab_complex/objects/chain_A/models/H1347_chain_A.pdb,,casp17/targets_current/H1347_REGN15499_Fab_Fab_complex/objects/chain_A/viewer.html,casp17/targets_current/H1347_REGN15499_Fab_Fab_complex/objects/chain_A/renders/H1347_chain_A_projection.svg,,,,native_accuracy_not_scored,false,false,,local_current_object_library_review_only_not_competitive_proof,do_not_submit_without_rule_check_and_operator_approval,"CASP17 3D molecular object atlas only. It unifies local current protein-object folders and external-only MassiveFold freeze-candidate folders into protein-name navigation folders with per-object manifests. It does not copy model coordinates, fetch structures, score native accuracy, serialize a CASP author code, or submit to CASP."
H1347_REGN15499_Fab_Fab_complex,current_chain_B,current_object_library,H1347,protein_complex,REGN15499 Fab-Fab complex,chain_B,B,pass,casp17/casp17_3d_molecular_object_atlas/H1347_REGN15499_Fab_Fab_complex,casp17/casp17_3d_molecular_object_atlas/H1347_REGN15499_Fab_Fab_complex/current_chain_B,casp17/casp17_3d_molecular_object_atlas/H1347_REGN15499_Fab_Fab_complex/README.md,casp17/casp17_3d_molecular_object_atlas/H1347_REGN15499_Fab_Fab_complex/protein_manifest.json,casp17/casp17_3d_molecular_object_atlas/H1347_REGN15499_Fab_Fab_complex/current_chain_B/README.md,casp17/casp17_3d_molecular_object_atlas/H1347_REGN15499_Fab_Fab_complex/current_chain_B/object_manifest.json,casp17/protein_object_library_current/H1347_REGN15499_Fab_Fab_complex,casp17/protein_object_library_current/H1347_REGN15499_Fab_Fab_complex/chain_B,casp17/protein_object_library_current/H1347_REGN15499_Fab_Fab_complex/README.md,casp17/protein_object_library_current/H1347_REGN15499_Fab_Fab_complex/protein_manifest.json,casp17/protein_object_library_current/H1347_REGN15499_Fab_Fab_complex/chain_B/README.md,casp17/protein_object_library_current/H1347_REGN15499_Fab_Fab_complex/chain_B/object_manifest.json,casp17/targets_current/H1347_REGN15499_Fab_Fab_complex/objects/chain_B/models/H1347_chain_B.pdb,,casp17/targets_current/H1347_REGN15499_Fab_Fab_complex/objects/chain_B/viewer.html,casp17/targets_current/H1347_REGN15499_Fab_Fab_complex/objects/chain_B/renders/H1347_chain_B_projection.svg,,,,native_accuracy_not_scored,false,false,,local_current_object_library_review_only_not_competitive_proof,do_not_submit_without_rule_check_and_operator_approval,"CASP17 3D molecular object atlas only. It unifies local current protein-object folders and external-only MassiveFold freeze-candidate folders into protein-name navigation folders with per-object manifests. It does not copy model coordinates, fetch structures, score native accuracy, serialize a CASP author code, or submit to CASP."
H1347_REGN15499_Fab_Fab_complex,current_chain_C,current_object_library,H1347,protein_complex,REGN15499 Fab-Fab complex,chain_C,C,pass,casp17/casp17_3d_molecular_object_atlas/H1347_REGN15499_Fab_Fab_complex,casp17/casp17_3d_molecular_object_atlas/H1347_REGN15499_Fab_Fab_complex/current_chain_C,casp17/casp17_3d_molecular_object_atlas/H1347_REGN15499_Fab_Fab_complex/README.md,casp17/casp17_3d_molecular_object_atlas/H1347_REGN15499_Fab_Fab_complex/protein_manifest.json,casp17/casp17_3d_molecular_object_atlas/H1347_REGN15499_Fab_Fab_complex/current_chain_C/README.md,casp17/casp17_3d_molecular_object_atlas/H1347_REGN15499_Fab_Fab_complex/current_chain_C/object_manifest.json,casp17/protein_object_library_current/H1347_REGN15499_Fab_Fab_complex,casp17/protein_object_library_current/H1347_REGN15499_Fab_Fab_complex/chain_C,casp17/protein_object_library_current/H1347_REGN15499_Fab_Fab_complex/README.md,casp17/protein_object_library_current/H1347_REGN15499_Fab_Fab_complex/protein_manifest.json,casp17/protein_object_library_current/H1347_REGN15499_Fab_Fab_complex/chain_C/README.md,casp17/protein_object_library_current/H1347_REGN15499_Fab_Fab_complex/chain_C/object_manifest.json,casp17/targets_current/H1347_REGN15499_Fab_Fab_complex/objects/chain_C/models/H1347_chain_C.pdb,,casp17/targets_current/H1347_REGN15499_Fab_Fab_complex/objects/chain_C/viewer.html,casp17/targets_current/H1347_REGN15499_Fab_Fab_complex/objects/chain_C/renders/H1347_chain_C_projection.svg,,,,native_accuracy_not_scored,false,false,,local_current_object_library_review_only_not_competitive_proof,do_not_submit_without_rule_check_and_operator_approval,"CASP17 3D molecular object atlas only. It unifies local current protein-object folders and external-only MassiveFold freeze-candidate folders into protein-name navigation folders with per-object manifests. It does not copy model coordinates, fetch structures, score native accuracy, serialize a CASP author code, or submit to CASP."
H1347_REGN15499_Fab_Fab_complex,current_chain_D,current_object_library,H1347,protein_complex,REGN15499 Fab-Fab complex,chain_D,D,pass,casp17/casp17_3d_molecular_object_atlas/H1347_REGN15499_Fab_Fab_complex,casp17/casp17_3d_molecular_object_atlas/H1347_REGN15499_Fab_Fab_complex/current_chain_D,casp17/casp17_3d_molecular_object_atlas/H1347_REGN15499_Fab_Fab_complex/README.md,casp17/casp17_3d_molecular_object_atlas/H1347_REGN15499_Fab_Fab_complex/protein_manifest.json,casp17/casp17_3d_molecular_object_atlas/H1347_REGN15499_Fab_Fab_complex/current_chain_D/README.md,casp17/casp17_3d_molecular_object_atlas/H1347_REGN15499_Fab_Fab_complex/current_chain_D/object_manifest.json,casp17/protein_object_library_current/H1347_REGN15499_Fab_Fab_complex,casp17/protein_object_library_current/H1347_REGN15499_Fab_Fab_complex/chain_D,casp17/protein_object_library_current/H1347_REGN15499_Fab_Fab_complex/README.md,casp17/protein_object_library_current/H1347_REGN15499_Fab_Fab_complex/protein_manifest.json,casp17/protein_object_library_current/H1347_REGN15499_Fab_Fab_complex/chain_D/README.md,casp17/protein_object_library_current/H1347_REGN15499_Fab_Fab_complex/chain_D/object_manifest.json,casp17/targets_current/H1347_REGN15499_Fab_Fab_complex/objects/chain_D/models/H1347_chain_D.pdb,,casp17/targets_current/H1347_REGN15499_Fab_Fab_complex/objects/chain_D/viewer.html,casp17/targets_current/H1347_REGN15499_Fab_Fab_complex/objects/chain_D/renders/H1347_chain_D_projection.svg,,,,native_accuracy_not_scored,false,false,,local_current_object_library_review_only_not_competitive_proof,do_not_submit_without_rule_check_and_operator_approval,"CASP17 3D molecular object atlas only. It unifies local current protein-object folders and external-only MassiveFold freeze-candidate folders into protein-name navigation folders with per-object manifests. It does not copy model coordinates, fetch structures, score native accuracy, serialize a CASP author code, or submit to CASP."
H1348_gp130_antibody_complex,current_chain_A,current_object_library,H1348,protein_complex,gp130 antibody complex,chain_A,A,pass,casp17/casp17_3d_molecular_object_atlas/H1348_gp130_antibody_complex,casp17/casp17_3d_molecular_object_atlas/H1348_gp130_antibody_complex/current_chain_A,casp17/casp17_3d_molecular_object_atlas/H1348_gp130_antibody_complex/README.md,casp17/casp17_3d_molecular_object_atlas/H1348_gp130_antibody_complex/protein_manifest.json,casp17/casp17_3d_molecular_object_atlas/H1348_gp130_antibody_complex/current_chain_A/README.md,casp17/casp17_3d_molecular_object_atlas/H1348_gp130_antibody_complex/current_chain_A/object_manifest.json,casp17/protein_object_library_current/H1348_gp130_antibody_complex,casp17/protein_object_library_current/H1348_gp130_antibody_complex/chain_A,casp17/protein_object_library_current/H1348_gp130_antibody_complex/README.md,casp17/protein_object_library_current/H1348_gp130_antibody_complex/protein_manifest.json,casp17/protein_object_library_current/H1348_gp130_antibody_complex/chain_A/README.md,casp17/protein_object_library_current/H1348_gp130_antibody_complex/chain_A/object_manifest.json,casp17/targets_current/H1348_gp130_antibody_complex/objects/chain_A/models/H1348_chain_A.pdb,,casp17/targets_current/H1348_gp130_antibody_complex/objects/chain_A/viewer.html,casp17/targets_current/H1348_gp130_antibody_complex/objects/chain_A/renders/H1348_chain_A_projection.svg,,,,native_accuracy_not_scored,false,false,,local_current_object_library_review_only_not_competitive_proof,do_not_submit_without_rule_check_and_operator_approval,"CASP17 3D molecular object atlas only. It unifies local current protein-object folders and external-only MassiveFold freeze-candidate folders into protein-name navigation folders with per-object manifests. It does not copy model coordinates, fetch structures, score native accuracy, serialize a CASP author code, or submit to CASP."
H1348_gp130_antibody_complex,current_chain_B,current_object_library,H1348,protein_complex,gp130 antibody complex,chain_B,B,pass,casp17/casp17_3d_molecular_object_atlas/H1348_gp130_antibody_complex,casp17/casp17_3d_molecular_object_atlas/H1348_gp130_antibody_complex/current_chain_B,casp17/casp17_3d_molecular_object_atlas/H1348_gp130_antibody_complex/README.md,casp17/casp17_3d_molecular_object_atlas/H1348_gp130_antibody_complex/protein_manifest.json,casp17/casp17_3d_molecular_object_atlas/H1348_gp130_antibody_complex/current_chain_B/README.md,casp17/casp17_3d_molecular_object_atlas/H1348_gp130_antibody_complex/current_chain_B/object_manifest.json,casp17/protein_object_library_current/H1348_gp130_antibody_complex,casp17/protein_object_library_current/H1348_gp130_antibody_complex/chain_B,casp17/protein_object_library_current/H1348_gp130_antibody_complex/README.md,casp17/protein_object_library_current/H1348_gp130_antibody_complex/protein_manifest.json,casp17/protein_object_library_current/H1348_gp130_antibody_complex/chain_B/README.md,casp17/protein_object_library_current/H1348_gp130_antibody_complex/chain_B/object_manifest.json,casp17/targets_current/H1348_gp130_antibody_complex/objects/chain_B/models/H1348_chain_B.pdb,,casp17/targets_current/H1348_gp130_antibody_complex/objects/chain_B/viewer.html,casp17/targets_current/H1348_gp130_antibody_complex/objects/chain_B/renders/H1348_chain_B_projection.svg,,,,native_accuracy_not_scored,false,false,,local_current_object_library_review_only_not_competitive_proof,do_not_submit_without_rule_check_and_operator_approval,"CASP17 3D molecular object atlas only. It unifies local current protein-object folders and external-only MassiveFold freeze-candidate folders into protein-name navigation folders with per-object manifests. It does not copy model coordinates, fetch structures, score native accuracy, serialize a CASP author code, or submit to CASP."
H1348_gp130_antibody_complex,current_chain_C,current_object_library,H1348,protein_complex,gp130 antibody complex,chain_C,C,pass,casp17/casp17_3d_molecular_object_atlas/H1348_gp130_antibody_complex,casp17/casp17_3d_molecular_object_atlas/H1348_gp130_antibody_complex/current_chain_C,casp17/casp17_3d_molecular_object_atlas/H1348_gp130_antibody_complex/README.md,casp17/casp17_3d_molecular_object_atlas/H1348_gp130_antibody_complex/protein_manifest.json,casp17/casp17_3d_molecular_object_atlas/H1348_gp130_antibody_complex/current_chain_C/README.md,casp17/casp17_3d_molecular_object_atlas/H1348_gp130_antibody_complex/current_chain_C/object_manifest.json,casp17/protein_object_library_current/H1348_gp130_antibody_complex,casp17/protein_object_library_current/H1348_gp130_antibody_complex/chain_C,casp17/protein_object_library_current/H1348_gp130_antibody_complex/README.md,casp17/protein_object_library_current/H1348_gp130_antibody_complex/protein_manifest.json,casp17/protein_object_library_current/H1348_gp130_antibody_complex/chain_C/README.md,casp17/protein_object_library_current/H1348_gp130_antibody_complex/chain_C/object_manifest.json,casp17/targets_current/H1348_gp130_antibody_complex/objects/chain_C/models/H1348_chain_C.pdb,,casp17/targets_current/H1348_gp130_antibody_complex/objects/chain_C/viewer.html,casp17/targets_current/H1348_gp130_antibody_complex/objects/chain_C/renders/H1348_chain_C_projection.svg,,,,native_accuracy_not_scored,false,false,,local_current_object_library_review_only_not_competitive_proof,do_not_submit_without_rule_check_and_operator_approval,"CASP17 3D molecular object atlas only. It unifies local current protein-object folders and external-only MassiveFold freeze-candidate folders into protein-name navigation folders with per-object manifests. It does not copy model coordinates, fetch structures, score native accuracy, serialize a CASP author code, or submit to CASP."
