candidate_id,competition,source_id,target_id,source_scope,source_category,prediction_index_url,prediction_tarball_url,prediction_archive_modified_at,prediction_archive_size,targetlist_url,targetlist_target_url,targetlist_metadata_status,targetlist_type,targetlist_entry_date,targetlist_server_expiration_date,targetlist_human_expiration_date,targetlist_capri_marker,targetlist_special_mode,target_description,native_pdb_code,native_pdb_url,native_pdb_download_url,native_mmcif_download_url,native_structure_file_url,native_structure_file_format,native_pdb_download_status,native_authority_status,native_public_anchor_url,native_public_anchor_date,pre_native_by_archive_timing,candidate_status,source_folder,operator_value_preview,next_action
official_archive_source_011,CASP16,casp16_regular_predictions,T1201,monomer,regular_monomer,https://predictioncenter.org/download_area/CASP16/predictions/regular/,https://predictioncenter.org/download_area/CASP16/predictions/regular/T1201.tar.gz,2024-05-23 20:08,12M,https://predictioncenter.org/casp16/targetlist.cgi?view_targets=all,https://predictioncenter.org/casp16/target.cgi?id=51&view=all,targetlist_metadata_present,Prot,2024-05-01,2024-05-04,2024-05-15,True,regular_like,Q9GZX9,8bwd,https://www.rcsb.org/structure/8bwd,https://files.rcsb.org/download/8BWD.pdb,https://files.rcsb.org/download/8BWD.cif,https://files.rcsb.org/download/8BWD.pdb,pdb,pdb_available,native_pdb_code_present,https://predictioncenter.org/download_area/CASP16/targets/,2025-02-01,True,pre_native_archive_candidate_native_authority_ready_for_download,casp17/historical_seed_strict_blind_replacement_first_slot_official_archive_source_candidates/011_casp16_t1201,replacement_target_id=CASP16_T1201;prediction_pdb=extract_from:https://predictioncenter.org/download_area/CASP16/predictions/regular/T1201.tar.gz;native_pdb=fetch_from:https://files.rcsb.org/download/8BWD.pdb;prediction_created_at=2024-05-23;native_release_date=2025-02-01,"download official prediction tarball and RCSB native PDB, extract model1/top5/native evidence, then rerun strict-blind evidence dropzones"
official_archive_source_012,CASP16,casp16_regular_predictions,T1206,monomer,regular_monomer,https://predictioncenter.org/download_area/CASP16/predictions/regular/,https://predictioncenter.org/download_area/CASP16/predictions/regular/T1206.tar.gz,2024-06-03 09:21,13M,https://predictioncenter.org/casp16/targetlist.cgi?view_targets=all,https://predictioncenter.org/casp16/target.cgi?id=88&view=all,targetlist_metadata_present,Prot,2024-05-20,2024-05-23,2024-06-03,True,regular_like,Porcine astrovirus 4 capsid spike,9cp0,https://www.rcsb.org/structure/9cp0,https://files.rcsb.org/download/9CP0.pdb,https://files.rcsb.org/download/9CP0.cif,https://files.rcsb.org/download/9CP0.pdb,pdb,pdb_available,native_pdb_code_present,https://predictioncenter.org/download_area/CASP16/targets/,2025-02-01,True,pre_native_archive_candidate_native_authority_ready_for_download,casp17/historical_seed_strict_blind_replacement_first_slot_official_archive_source_candidates/012_casp16_t1206,replacement_target_id=CASP16_T1206;prediction_pdb=extract_from:https://predictioncenter.org/download_area/CASP16/predictions/regular/T1206.tar.gz;native_pdb=fetch_from:https://files.rcsb.org/download/9CP0.pdb;prediction_created_at=2024-06-03;native_release_date=2025-02-01,"download official prediction tarball and RCSB native PDB, extract model1/top5/native evidence, then rerun strict-blind evidence dropzones"
official_archive_source_013,CASP15,casp15_regular_predictions,T1104,monomer,regular_monomer,https://predictioncenter.org/download_area/CASP15/predictions/regular/,https://predictioncenter.org/download_area/CASP15/predictions/regular/T1104.tar.gz,2022-05-24 07:50,6.4M,https://predictioncenter.org/casp15/targetlist.cgi?view_targets=all,https://predictioncenter.org/casp15/target.cgi?id=28&view=all,targetlist_metadata_present,All groups,2022-05-02,2022-05-05,2022-05-23,False,regular_like,EntV136,7roa,https://www.rcsb.org/structure/7roa,https://files.rcsb.org/download/7ROA.pdb,https://files.rcsb.org/download/7ROA.cif,https://files.rcsb.org/download/7ROA.pdb,pdb,pdb_available,native_pdb_code_present,https://predictioncenter.org/download_area/CASP15/targets/,2022-12-20,True,pre_native_archive_candidate_native_authority_ready_for_download,casp17/historical_seed_strict_blind_replacement_first_slot_official_archive_source_candidates/013_casp15_t1104,replacement_target_id=CASP15_T1104;prediction_pdb=extract_from:https://predictioncenter.org/download_area/CASP15/predictions/regular/T1104.tar.gz;native_pdb=fetch_from:https://files.rcsb.org/download/7ROA.pdb;prediction_created_at=2022-05-24;native_release_date=2022-12-20,"download official prediction tarball and RCSB native PDB, extract model1/top5/native evidence, then rerun strict-blind evidence dropzones"
official_archive_source_014,CASP15,casp15_regular_predictions,T1120,monomer,regular_monomer,https://predictioncenter.org/download_area/CASP15/predictions/regular/,https://predictioncenter.org/download_area/CASP15/predictions/regular/T1120.tar.gz,2022-06-07 09:30,14M,https://predictioncenter.org/casp15/targetlist.cgi?view_targets=all,https://predictioncenter.org/casp15/target.cgi?id=56&view=all,targetlist_metadata_present,All groups,2022-05-16,2022-05-19,2022-06-06,False,regular_like,DdrC,7qvb,https://www.rcsb.org/structure/7qvb,https://files.rcsb.org/download/7QVB.pdb,https://files.rcsb.org/download/7QVB.cif,https://files.rcsb.org/download/7QVB.pdb,pdb,pdb_available,native_pdb_code_present,https://predictioncenter.org/download_area/CASP15/targets/,2022-12-20,True,pre_native_archive_candidate_native_authority_ready_for_download,casp17/historical_seed_strict_blind_replacement_first_slot_official_archive_source_candidates/014_casp15_t1120,replacement_target_id=CASP15_T1120;prediction_pdb=extract_from:https://predictioncenter.org/download_area/CASP15/predictions/regular/T1120.tar.gz;native_pdb=fetch_from:https://files.rcsb.org/download/7QVB.pdb;prediction_created_at=2022-06-07;native_release_date=2022-12-20,"download official prediction tarball and RCSB native PDB, extract model1/top5/native evidence, then rerun strict-blind evidence dropzones"
official_archive_source_015,CASP15,casp15_regular_predictions,T1122,monomer,regular_monomer,https://predictioncenter.org/download_area/CASP15/predictions/regular/,https://predictioncenter.org/download_area/CASP15/predictions/regular/T1122.tar.gz,2022-06-08 09:30,15M,https://predictioncenter.org/casp15/targetlist.cgi?view_targets=all,https://predictioncenter.org/casp15/target.cgi?id=58&view=all,targetlist_metadata_present,All groups,2022-05-17,2022-05-20,2022-06-07,False,regular_like,A0A0B4VFQ3,8bbt,https://www.rcsb.org/structure/8bbt,https://files.rcsb.org/download/8BBT.pdb,https://files.rcsb.org/download/8BBT.cif,https://files.rcsb.org/download/8BBT.pdb,pdb,pdb_available,native_pdb_code_present,https://predictioncenter.org/download_area/CASP15/targets/,2022-12-20,True,pre_native_archive_candidate_native_authority_ready_for_download,casp17/historical_seed_strict_blind_replacement_first_slot_official_archive_source_candidates/015_casp15_t1122,replacement_target_id=CASP15_T1122;prediction_pdb=extract_from:https://predictioncenter.org/download_area/CASP15/predictions/regular/T1122.tar.gz;native_pdb=fetch_from:https://files.rcsb.org/download/8BBT.pdb;prediction_created_at=2022-06-08;native_release_date=2022-12-20,"download official prediction tarball and RCSB native PDB, extract model1/top5/native evidence, then rerun strict-blind evidence dropzones"
official_archive_source_016,CASP15,casp15_regular_predictions,T1125,monomer,regular_monomer,https://predictioncenter.org/download_area/CASP15/predictions/regular/,https://predictioncenter.org/download_area/CASP15/predictions/regular/T1125.tar.gz,2022-06-10 09:30,66M,https://predictioncenter.org/casp15/targetlist.cgi?view_targets=all,https://predictioncenter.org/casp15/target.cgi?id=61&view=all,targetlist_metadata_present,All groups,2022-05-19,2022-05-22,2022-06-09,False,regular_like,gp96RNAP,8h2n,https://www.rcsb.org/structure/8h2n,https://files.rcsb.org/download/8H2N.pdb,https://files.rcsb.org/download/8H2N.cif,https://files.rcsb.org/download/8H2N.pdb,pdb,pdb_available,native_pdb_code_present,https://predictioncenter.org/download_area/CASP15/targets/,2022-12-20,True,pre_native_archive_candidate_native_authority_ready_for_download,casp17/historical_seed_strict_blind_replacement_first_slot_official_archive_source_candidates/016_casp15_t1125,replacement_target_id=CASP15_T1125;prediction_pdb=extract_from:https://predictioncenter.org/download_area/CASP15/predictions/regular/T1125.tar.gz;native_pdb=fetch_from:https://files.rcsb.org/download/8H2N.pdb;prediction_created_at=2022-06-10;native_release_date=2022-12-20,"download official prediction tarball and RCSB native PDB, extract model1/top5/native evidence, then rerun strict-blind evidence dropzones"
official_archive_source_017,CASP15,casp15_regular_predictions,T1133,monomer,regular_monomer,https://predictioncenter.org/download_area/CASP15/predictions/regular/,https://predictioncenter.org/download_area/CASP15/predictions/regular/T1133.tar.gz,2022-06-16 09:30,34M,https://predictioncenter.org/casp15/targetlist.cgi?view_targets=all,https://predictioncenter.org/casp15/target.cgi?id=74&view=all,targetlist_metadata_present,All groups,2022-05-25,2022-05-28,2022-06-15,False,regular_like,Q9BY44,8dys,https://www.rcsb.org/structure/8dys,https://files.rcsb.org/download/8DYS.pdb,https://files.rcsb.org/download/8DYS.cif,https://files.rcsb.org/download/8DYS.pdb,pdb,pdb_available,native_pdb_code_present,https://predictioncenter.org/download_area/CASP15/targets/,2022-12-20,True,pre_native_archive_candidate_native_authority_ready_for_download,casp17/historical_seed_strict_blind_replacement_first_slot_official_archive_source_candidates/017_casp15_t1133,replacement_target_id=CASP15_T1133;prediction_pdb=extract_from:https://predictioncenter.org/download_area/CASP15/predictions/regular/T1133.tar.gz;native_pdb=fetch_from:https://files.rcsb.org/download/8DYS.pdb;prediction_created_at=2022-06-16;native_release_date=2022-12-20,"download official prediction tarball and RCSB native PDB, extract model1/top5/native evidence, then rerun strict-blind evidence dropzones"
official_archive_source_018,CASP15,casp15_regular_predictions,T1145,monomer,regular_monomer,https://predictioncenter.org/download_area/CASP15/predictions/regular/,https://predictioncenter.org/download_area/CASP15/predictions/regular/T1145.tar.gz,2022-06-29 09:30,37M,https://predictioncenter.org/casp15/targetlist.cgi?view_targets=all,https://predictioncenter.org/casp15/target.cgi?id=96&view=all,targetlist_metadata_present,All groups,2022-06-07,2022-06-10,2022-06-28,False,regular_like,Starch binding protein,7uww,https://www.rcsb.org/structure/7uww,https://files.rcsb.org/download/7UWW.pdb,https://files.rcsb.org/download/7UWW.cif,https://files.rcsb.org/download/7UWW.pdb,pdb,pdb_available,native_pdb_code_present,https://predictioncenter.org/download_area/CASP15/targets/,2022-12-20,True,pre_native_archive_candidate_native_authority_ready_for_download,casp17/historical_seed_strict_blind_replacement_first_slot_official_archive_source_candidates/018_casp15_t1145,replacement_target_id=CASP15_T1145;prediction_pdb=extract_from:https://predictioncenter.org/download_area/CASP15/predictions/regular/T1145.tar.gz;native_pdb=fetch_from:https://files.rcsb.org/download/7UWW.pdb;prediction_created_at=2022-06-29;native_release_date=2022-12-20,"download official prediction tarball and RCSB native PDB, extract model1/top5/native evidence, then rerun strict-blind evidence dropzones"
official_archive_source_019,CASP15,casp15_regular_predictions,T1147,monomer,regular_monomer,https://predictioncenter.org/download_area/CASP15/predictions/regular/,https://predictioncenter.org/download_area/CASP15/predictions/regular/T1147.tar.gz,2022-07-01 09:30,5.8M,https://predictioncenter.org/casp15/targetlist.cgi?view_targets=all,https://predictioncenter.org/casp15/target.cgi?id=102&view=all,targetlist_metadata_present,All groups,2022-06-09,2022-06-12,2022-06-30,False,regular_like,"KEK_05752, MmpS5",8em5,https://www.rcsb.org/structure/8em5,https://files.rcsb.org/download/8EM5.pdb,https://files.rcsb.org/download/8EM5.cif,https://files.rcsb.org/download/8EM5.pdb,pdb,pdb_available,native_pdb_code_present,https://predictioncenter.org/download_area/CASP15/targets/,2022-12-20,True,pre_native_archive_candidate_native_authority_ready_for_download,casp17/historical_seed_strict_blind_replacement_first_slot_official_archive_source_candidates/019_casp15_t1147,replacement_target_id=CASP15_T1147;prediction_pdb=extract_from:https://predictioncenter.org/download_area/CASP15/predictions/regular/T1147.tar.gz;native_pdb=fetch_from:https://files.rcsb.org/download/8EM5.pdb;prediction_created_at=2022-07-01;native_release_date=2022-12-20,"download official prediction tarball and RCSB native PDB, extract model1/top5/native evidence, then rerun strict-blind evidence dropzones"
official_archive_source_020,CASP15,casp15_regular_predictions,T1155,monomer,regular_monomer,https://predictioncenter.org/download_area/CASP15/predictions/regular/,https://predictioncenter.org/download_area/CASP15/predictions/regular/T1155.tar.gz,2022-07-08 09:30,7.0M,https://predictioncenter.org/casp15/targetlist.cgi?view_targets=all,https://predictioncenter.org/casp15/target.cgi?id=112&view=all,targetlist_metadata_present,All groups,2022-06-16,2022-06-19,2022-07-07,False,regular_like,Uniprot Q8IN44,8pbv,https://www.rcsb.org/structure/8pbv,https://files.rcsb.org/download/8PBV.pdb,https://files.rcsb.org/download/8PBV.cif,https://files.rcsb.org/download/8PBV.pdb,pdb,pdb_available,native_pdb_code_present,https://predictioncenter.org/download_area/CASP15/targets/,2022-12-20,True,pre_native_archive_candidate_native_authority_ready_for_download,casp17/historical_seed_strict_blind_replacement_first_slot_official_archive_source_candidates/020_casp15_t1155,replacement_target_id=CASP15_T1155;prediction_pdb=extract_from:https://predictioncenter.org/download_area/CASP15/predictions/regular/T1155.tar.gz;native_pdb=fetch_from:https://files.rcsb.org/download/8PBV.pdb;prediction_created_at=2022-07-08;native_release_date=2022-12-20,"download official prediction tarball and RCSB native PDB, extract model1/top5/native evidence, then rerun strict-blind evidence dropzones"
official_archive_source_021,CASP15,casp15_regular_predictions,T1158,monomer,regular_monomer,https://predictioncenter.org/download_area/CASP15/predictions/regular/,https://predictioncenter.org/download_area/CASP15/predictions/regular/T1158.tar.gz,2022-07-12 09:30,76M,https://predictioncenter.org/casp15/targetlist.cgi?view_targets=all,https://predictioncenter.org/casp15/target.cgi?id=120&view=all,targetlist_metadata_present,All groups,2022-06-20,2022-06-23,2022-07-11,False,regular_like,MRP4,8sxa,https://www.rcsb.org/structure/8sxa,https://files.rcsb.org/download/8SXA.pdb,https://files.rcsb.org/download/8SXA.cif,https://files.rcsb.org/download/8SXA.pdb,pdb,pdb_available,native_pdb_code_present,https://predictioncenter.org/download_area/CASP15/targets/,2022-12-20,True,pre_native_archive_candidate_native_authority_ready_for_download,casp17/historical_seed_strict_blind_replacement_first_slot_official_archive_source_candidates/021_casp15_t1158,replacement_target_id=CASP15_T1158;prediction_pdb=extract_from:https://predictioncenter.org/download_area/CASP15/predictions/regular/T1158.tar.gz;native_pdb=fetch_from:https://files.rcsb.org/download/8SXA.pdb;prediction_created_at=2022-07-12;native_release_date=2022-12-20,"download official prediction tarball and RCSB native PDB, extract model1/top5/native evidence, then rerun strict-blind evidence dropzones"
