dropzone_id,action_rank,operator_priority,row_rank,benchmark_id,target_id,scope,evidence_class,template_column,source_row_fill_csv,dropzone_class_folder,import_kind,source_path,drop_filename,proposed_value,expected_value_rule,evidence_ref,operator_clearance,operator_note
priority_002_REQUIRED_MONOMER_002,41,2,2,hist_REQUIRED_MONOMER_002,REQUIRED_MONOMER_002,monomer,provenance,other_team_model_used,casp17/competitive_floor_batch_current/priority_002_REQUIRED_MONOMER_002/row_fill.csv,casp17/competitive_floor_batch_current/priority_002_REQUIRED_MONOMER_002/evidence_dropzone/provenance,value,,,,false,,,"fill proposed_value, evidence_ref, and operator_clearance"
priority_002_REQUIRED_MONOMER_002,42,2,2,hist_REQUIRED_MONOMER_002,REQUIRED_MONOMER_002,monomer,provenance,post_release_information_used,casp17/competitive_floor_batch_current/priority_002_REQUIRED_MONOMER_002/row_fill.csv,casp17/competitive_floor_batch_current/priority_002_REQUIRED_MONOMER_002/evidence_dropzone/provenance,value,,,,false,,,"fill proposed_value, evidence_ref, and operator_clearance"
priority_002_REQUIRED_MONOMER_002,43,2,2,hist_REQUIRED_MONOMER_002,REQUIRED_MONOMER_002,monomer,provenance,current_casp17_target,casp17/competitive_floor_batch_current/priority_002_REQUIRED_MONOMER_002/row_fill.csv,casp17/competitive_floor_batch_current/priority_002_REQUIRED_MONOMER_002/evidence_dropzone/provenance,value,,,,false,,,"fill proposed_value, evidence_ref, and operator_clearance"
priority_002_REQUIRED_MONOMER_002,44,2,2,hist_REQUIRED_MONOMER_002,REQUIRED_MONOMER_002,monomer,provenance,operator_clearance,casp17/competitive_floor_batch_current/priority_002_REQUIRED_MONOMER_002/row_fill.csv,casp17/competitive_floor_batch_current/priority_002_REQUIRED_MONOMER_002/evidence_dropzone/provenance,value,,,,"one of no_leak, cleared, internal_no_leak, or ready_for_row_fill",,,"fill proposed_value, evidence_ref, and operator_clearance"
priority_002_REQUIRED_MONOMER_002,45,2,2,hist_REQUIRED_MONOMER_002,REQUIRED_MONOMER_002,monomer,ablation_file,recursive_prediction_pdb,casp17/competitive_floor_batch_current/priority_002_REQUIRED_MONOMER_002/row_fill.csv,casp17/competitive_floor_batch_current/priority_002_REQUIRED_MONOMER_002/evidence_dropzone/files/ablation/recursive,file,,,,non-placeholder cleared value,,,fill source_path with a cleared local historical PDB path; drop_filename is optional
priority_002_REQUIRED_MONOMER_002,46,2,2,hist_REQUIRED_MONOMER_002,REQUIRED_MONOMER_002,monomer,ablation_file,scored_prediction_pdb,casp17/competitive_floor_batch_current/priority_002_REQUIRED_MONOMER_002/row_fill.csv,casp17/competitive_floor_batch_current/priority_002_REQUIRED_MONOMER_002/evidence_dropzone/files/ablation/scored,file,,,,non-placeholder cleared value,,,fill source_path with a cleared local historical PDB path; drop_filename is optional
priority_002_REQUIRED_MONOMER_002,47,2,2,hist_REQUIRED_MONOMER_002,REQUIRED_MONOMER_002,monomer,ablation_file,sidechain_scaffold_prediction_pdb,casp17/competitive_floor_batch_current/priority_002_REQUIRED_MONOMER_002/row_fill.csv,casp17/competitive_floor_batch_current/priority_002_REQUIRED_MONOMER_002/evidence_dropzone/files/ablation/sidechain_scaffold,file,,,,non-placeholder cleared value,,,fill source_path with a cleared local historical PDB path; drop_filename is optional
priority_002_REQUIRED_MONOMER_002,48,2,2,hist_REQUIRED_MONOMER_002,REQUIRED_MONOMER_002,monomer,ablation_file,sidechain_repacked_prediction_pdb,casp17/competitive_floor_batch_current/priority_002_REQUIRED_MONOMER_002/row_fill.csv,casp17/competitive_floor_batch_current/priority_002_REQUIRED_MONOMER_002/evidence_dropzone/files/ablation/sidechain_repacked,file,,,,non-placeholder cleared value,,,fill source_path with a cleared local historical PDB path; drop_filename is optional
priority_002_REQUIRED_MONOMER_002,49,2,2,hist_REQUIRED_MONOMER_002,REQUIRED_MONOMER_002,monomer,ablation_file,sidechain_completed_prediction_pdb,casp17/competitive_floor_batch_current/priority_002_REQUIRED_MONOMER_002/row_fill.csv,casp17/competitive_floor_batch_current/priority_002_REQUIRED_MONOMER_002/evidence_dropzone/files/ablation/sidechain_completed,file,,,,non-placeholder cleared value,,,fill source_path with a cleared local historical PDB path; drop_filename is optional
priority_002_REQUIRED_MONOMER_002,50,2,2,hist_REQUIRED_MONOMER_002,REQUIRED_MONOMER_002,monomer,ablation_file,steric_relaxed_prediction_pdb,casp17/competitive_floor_batch_current/priority_002_REQUIRED_MONOMER_002/row_fill.csv,casp17/competitive_floor_batch_current/priority_002_REQUIRED_MONOMER_002/evidence_dropzone/files/ablation/steric_relaxed,file,,,,non-placeholder cleared value,,,fill source_path with a cleared local historical PDB path; drop_filename is optional
priority_002_REQUIRED_MONOMER_002,51,2,2,hist_REQUIRED_MONOMER_002,REQUIRED_MONOMER_002,monomer,ablation_file,rotamer_minimized_prediction_pdb,casp17/competitive_floor_batch_current/priority_002_REQUIRED_MONOMER_002/row_fill.csv,casp17/competitive_floor_batch_current/priority_002_REQUIRED_MONOMER_002/evidence_dropzone/files/ablation/rotamer_minimized,file,,,,non-placeholder cleared value,,,fill source_path with a cleared local historical PDB path; drop_filename is optional
priority_002_REQUIRED_MONOMER_002,52,2,2,hist_REQUIRED_MONOMER_002,REQUIRED_MONOMER_002,monomer,ablation_file,polar_refined_prediction_pdb,casp17/competitive_floor_batch_current/priority_002_REQUIRED_MONOMER_002/row_fill.csv,casp17/competitive_floor_batch_current/priority_002_REQUIRED_MONOMER_002/evidence_dropzone/files/ablation/polar_refined,file,,,,non-placeholder cleared value,,,fill source_path with a cleared local historical PDB path; drop_filename is optional
priority_002_REQUIRED_MONOMER_002,53,2,2,hist_REQUIRED_MONOMER_002,REQUIRED_MONOMER_002,monomer,ablation_file,forcefield_minimized_prediction_pdb,casp17/competitive_floor_batch_current/priority_002_REQUIRED_MONOMER_002/row_fill.csv,casp17/competitive_floor_batch_current/priority_002_REQUIRED_MONOMER_002/evidence_dropzone/files/ablation/forcefield_minimized,file,,,,non-placeholder cleared value,,,fill source_path with a cleared local historical PDB path; drop_filename is optional
priority_002_REQUIRED_MONOMER_002,54,2,2,hist_REQUIRED_MONOMER_002,REQUIRED_MONOMER_002,monomer,ablation_file,statistical_rotamer_prediction_pdb,casp17/competitive_floor_batch_current/priority_002_REQUIRED_MONOMER_002/row_fill.csv,casp17/competitive_floor_batch_current/priority_002_REQUIRED_MONOMER_002/evidence_dropzone/files/ablation/statistical_rotamer,file,,,,non-placeholder cleared value,,,fill source_path with a cleared local historical PDB path; drop_filename is optional
priority_002_REQUIRED_MONOMER_002,55,2,2,hist_REQUIRED_MONOMER_002,REQUIRED_MONOMER_002,monomer,calibration,selected_model_rank,casp17/competitive_floor_batch_current/priority_002_REQUIRED_MONOMER_002/row_fill.csv,casp17/competitive_floor_batch_current/priority_002_REQUIRED_MONOMER_002/evidence_dropzone/calibration,value,,,,integer 1..5,,,"fill proposed_value, evidence_ref, and operator_clearance"
priority_002_REQUIRED_MONOMER_002,56,2,2,hist_REQUIRED_MONOMER_002,REQUIRED_MONOMER_002,monomer,calibration,best_model_rank,casp17/competitive_floor_batch_current/priority_002_REQUIRED_MONOMER_002/row_fill.csv,casp17/competitive_floor_batch_current/priority_002_REQUIRED_MONOMER_002/evidence_dropzone/calibration,value,,,,integer 1..5,,,"fill proposed_value, evidence_ref, and operator_clearance"
priority_002_REQUIRED_MONOMER_002,57,2,2,hist_REQUIRED_MONOMER_002,REQUIRED_MONOMER_002,monomer,calibration,selected_native_metric,casp17/competitive_floor_batch_current/priority_002_REQUIRED_MONOMER_002/row_fill.csv,casp17/competitive_floor_batch_current/priority_002_REQUIRED_MONOMER_002/evidence_dropzone/calibration,value,,,,finite numeric value,,,"fill proposed_value, evidence_ref, and operator_clearance"
priority_002_REQUIRED_MONOMER_002,58,2,2,hist_REQUIRED_MONOMER_002,REQUIRED_MONOMER_002,monomer,calibration,best_native_metric,casp17/competitive_floor_batch_current/priority_002_REQUIRED_MONOMER_002/row_fill.csv,casp17/competitive_floor_batch_current/priority_002_REQUIRED_MONOMER_002/evidence_dropzone/calibration,value,,,,finite numeric value,,,"fill proposed_value, evidence_ref, and operator_clearance"
priority_002_REQUIRED_MONOMER_002,59,2,2,hist_REQUIRED_MONOMER_002,REQUIRED_MONOMER_002,monomer,calibration,selected_score,casp17/competitive_floor_batch_current/priority_002_REQUIRED_MONOMER_002/row_fill.csv,casp17/competitive_floor_batch_current/priority_002_REQUIRED_MONOMER_002/evidence_dropzone/calibration,value,,,,finite numeric value,,,"fill proposed_value, evidence_ref, and operator_clearance"
priority_002_REQUIRED_MONOMER_002,60,2,2,hist_REQUIRED_MONOMER_002,REQUIRED_MONOMER_002,monomer,calibration,best_score,casp17/competitive_floor_batch_current/priority_002_REQUIRED_MONOMER_002/row_fill.csv,casp17/competitive_floor_batch_current/priority_002_REQUIRED_MONOMER_002/evidence_dropzone/calibration,value,,,,finite numeric value,,,"fill proposed_value, evidence_ref, and operator_clearance"
priority_003_REQUIRED_MONOMER_003,61,3,3,hist_REQUIRED_MONOMER_003,REQUIRED_MONOMER_003,monomer,target_identity,benchmark_id,casp17/competitive_floor_batch_current/priority_003_REQUIRED_MONOMER_003/row_fill.csv,casp17/competitive_floor_batch_current/priority_003_REQUIRED_MONOMER_003/evidence_dropzone/target_identity,value,,,,cleared historical non-current identifier,,,"fill proposed_value, evidence_ref, and operator_clearance"
priority_003_REQUIRED_MONOMER_003,62,3,3,hist_REQUIRED_MONOMER_003,REQUIRED_MONOMER_003,monomer,target_identity,target_id,casp17/competitive_floor_batch_current/priority_003_REQUIRED_MONOMER_003/row_fill.csv,casp17/competitive_floor_batch_current/priority_003_REQUIRED_MONOMER_003/evidence_dropzone/target_identity,value,,,,cleared historical non-current identifier,,,"fill proposed_value, evidence_ref, and operator_clearance"
priority_003_REQUIRED_MONOMER_003,63,3,3,hist_REQUIRED_MONOMER_003,REQUIRED_MONOMER_003,monomer,core_file,prediction_pdb,casp17/competitive_floor_batch_current/priority_003_REQUIRED_MONOMER_003/row_fill.csv,casp17/competitive_floor_batch_current/priority_003_REQUIRED_MONOMER_003/evidence_dropzone/files/core,file,,,,non-placeholder cleared value,,,fill source_path with a cleared local historical PDB path; drop_filename is optional
