quality_rank,target_id,selection_rank,model_serial,filename,rerank_bucket,seed,sample,pred,confidence_score,mean_b_iso,median_b_iso,min_b_iso,low_conf_atom_fraction,high_conf_atom_fraction,geometry_outlier_score,radius_of_gyration,bbox_diagonal,centroid_spread,diversity_to_model1_rmsd,nearest_top5_rmsd,top5_selection_rank,model1_candidate,top5_candidate,model_selection_status,model_cif_path,viewer_html_path,projection_svg_path,model_review_md_path,rerank_model_folder,blockers,claim_boundary
14,R2350,38,23,Model_23_af3_woUnpaired_woTemplates_af3_seed_745321_sample_1_pred_56.cif,woUnpaired_woTemplates,745321,1,56,82.83192,75.401,77.08,37.18,0.02354,0.79712,1.737,37.378,186.594,1.121,57.206,41.842,0,False,False,review_candidate,casp17/massivefold_representative_viewers/r2350/selection_038_woUnpaired_woTemplates_model_23/model.cif,casp17/massivefold_representative_viewers/r2350/selection_038_woUnpaired_woTemplates_model_23/viewer.html,casp17/massivefold_representative_viewers/r2350/selection_038_woUnpaired_woTemplates_model_23/projection.svg,casp17/massivefold_representative_viewers/r2350/selection_038_woUnpaired_woTemplates_model_23/MODEL_REVIEW.md,,,"CASP17 MassiveFold representative rerank packet only. It ranks organizer-provided external representatives using confidence, geometry, and diversity proxies for review-only model selection. It does not use a native structure, does not prove CASP accuracy, does not create internal predictions, and does not submit models."
15,R2350,40,46,Model_46_af3_woPaired_woTemplates_af3_seed_354662_sample_0_pred_230.cif,woPaired_woTemplates,354662,0,230,82.80462,75.388,77.03,38.06,0.02366,0.79111,0.532,37.263,182.232,2.502,53.836,40.549,0,False,False,review_candidate,casp17/massivefold_representative_viewers/r2350/selection_040_woPaired_woTemplates_model_46/model.cif,casp17/massivefold_representative_viewers/r2350/selection_040_woPaired_woTemplates_model_46/viewer.html,casp17/massivefold_representative_viewers/r2350/selection_040_woPaired_woTemplates_model_46/projection.svg,casp17/massivefold_representative_viewers/r2350/selection_040_woPaired_woTemplates_model_46/MODEL_REVIEW.md,,,"CASP17 MassiveFold representative rerank packet only. It ranks organizer-provided external representatives using confidence, geometry, and diversity proxies for review-only model selection. It does not use a native structure, does not prove CASP accuracy, does not create internal predictions, and does not submit models."
16,R2350,16,29,Model_29_af3_woUnpaired_af3_seed_21259_sample_0_pred_855.cif,woUnpaired,21259,0,855,82.77956,75.433,77.21,36.65,0.02703,0.7976,2.221,37.056,188.353,1.655,59.31,56.429,0,False,False,review_candidate,casp17/massivefold_representative_viewers/r2350/selection_016_woUnpaired_model_29/model.cif,casp17/massivefold_representative_viewers/r2350/selection_016_woUnpaired_model_29/viewer.html,casp17/massivefold_representative_viewers/r2350/selection_016_woUnpaired_model_29/projection.svg,casp17/massivefold_representative_viewers/r2350/selection_016_woUnpaired_model_29/MODEL_REVIEW.md,,,"CASP17 MassiveFold representative rerank packet only. It ranks organizer-provided external representatives using confidence, geometry, and diversity proxies for review-only model selection. It does not use a native structure, does not prove CASP accuracy, does not create internal predictions, and does not submit models."
17,R2350,22,27,Model_27_af3_woUnpaired_af3_seed_566554_sample_1_pred_931.cif,woUnpaired,566554,1,931,82.7651,75.382,76.97,36.08,0.02511,0.79483,1.575,37.479,174.862,1.336,49.01,47.043,0,False,False,review_candidate,casp17/massivefold_representative_viewers/r2350/selection_022_woUnpaired_model_27/model.cif,casp17/massivefold_representative_viewers/r2350/selection_022_woUnpaired_model_27/viewer.html,casp17/massivefold_representative_viewers/r2350/selection_022_woUnpaired_model_27/projection.svg,casp17/massivefold_representative_viewers/r2350/selection_022_woUnpaired_model_27/MODEL_REVIEW.md,,,"CASP17 MassiveFold representative rerank packet only. It ranks organizer-provided external representatives using confidence, geometry, and diversity proxies for review-only model selection. It does not use a native structure, does not prove CASP accuracy, does not create internal predictions, and does not submit models."
18,R2350,30,7,Model_7_af3_basic_af3_seed_823759_sample_3_pred_158.cif,basic,823759,3,158,82.7533,75.411,77.26,37.89,0.02342,0.78703,1.49,36.748,184.199,1.311,61.576,53.592,0,False,False,review_candidate,casp17/massivefold_representative_viewers/r2350/selection_030_basic_model_7/model.cif,casp17/massivefold_representative_viewers/r2350/selection_030_basic_model_7/viewer.html,casp17/massivefold_representative_viewers/r2350/selection_030_basic_model_7/projection.svg,casp17/massivefold_representative_viewers/r2350/selection_030_basic_model_7/MODEL_REVIEW.md,,,"CASP17 MassiveFold representative rerank packet only. It ranks organizer-provided external representatives using confidence, geometry, and diversity proxies for review-only model selection. It does not use a native structure, does not prove CASP accuracy, does not create internal predictions, and does not submit models."
19,R2350,5,31,Model_31_af3_woUnpaired_woPaired_af3_seed_968908_sample_4_pred_754.cif,woUnpaired_woPaired,968908,4,754,82.74726,75.348,77.14,35.85,0.02607,0.79435,0.571,37.014,178.816,0.655,63.523,58.036,0,False,False,review_candidate,casp17/massivefold_representative_viewers/r2350/selection_005_woUnpaired_woPaired_model_31/model.cif,casp17/massivefold_representative_viewers/r2350/selection_005_woUnpaired_woPaired_model_31/viewer.html,casp17/massivefold_representative_viewers/r2350/selection_005_woUnpaired_woPaired_model_31/projection.svg,casp17/massivefold_representative_viewers/r2350/selection_005_woUnpaired_woPaired_model_31/MODEL_REVIEW.md,,,"CASP17 MassiveFold representative rerank packet only. It ranks organizer-provided external representatives using confidence, geometry, and diversity proxies for review-only model selection. It does not use a native structure, does not prove CASP accuracy, does not create internal predictions, and does not submit models."
20,R2350,21,16,Model_16_af3_woUnpaired_woPaired_woTemplates_af3_seed_118457_sample_1_pred_671.cif,woUnpaired_woPaired_woTemplates,118457,1,671,82.72714,75.379,77.32,37.88,0.02426,0.78967,1.584,37.254,186.478,0.98,63.281,52.837,0,False,False,review_candidate,casp17/massivefold_representative_viewers/r2350/selection_021_woUnpaired_woPaired_woTemplates_model_16/model.cif,casp17/massivefold_representative_viewers/r2350/selection_021_woUnpaired_woPaired_woTemplates_model_16/viewer.html,casp17/massivefold_representative_viewers/r2350/selection_021_woUnpaired_woPaired_woTemplates_model_16/projection.svg,casp17/massivefold_representative_viewers/r2350/selection_021_woUnpaired_woPaired_woTemplates_model_16/MODEL_REVIEW.md,,,"CASP17 MassiveFold representative rerank packet only. It ranks organizer-provided external representatives using confidence, geometry, and diversity proxies for review-only model selection. It does not use a native structure, does not prove CASP accuracy, does not create internal predictions, and does not submit models."
21,R2350,9,24,Model_24_af3_basic_af3_seed_823765_sample_1_pred_186.cif,basic,823765,1,186,82.70594,75.287,77.16,37.4,0.0239,0.79327,0.894,37.345,177.049,2.042,48.466,28.916,0,False,False,review_candidate,casp17/massivefold_representative_viewers/r2350/selection_009_basic_model_24/model.cif,casp17/massivefold_representative_viewers/r2350/selection_009_basic_model_24/viewer.html,casp17/massivefold_representative_viewers/r2350/selection_009_basic_model_24/projection.svg,casp17/massivefold_representative_viewers/r2350/selection_009_basic_model_24/MODEL_REVIEW.md,,,"CASP17 MassiveFold representative rerank packet only. It ranks organizer-provided external representatives using confidence, geometry, and diversity proxies for review-only model selection. It does not use a native structure, does not prove CASP accuracy, does not create internal predictions, and does not submit models."
22,R2350,13,12,Model_12_af3_woUnpaired_af3_seed_21240_sample_0_pred_760.cif,woUnpaired,21240,0,760,82.69022,75.404,77.48,36.57,0.02799,0.79003,1.357,37.284,174.952,1.074,56.254,23.701,0,False,False,review_candidate,casp17/massivefold_representative_viewers/r2350/selection_013_woUnpaired_model_12/model.cif,casp17/massivefold_representative_viewers/r2350/selection_013_woUnpaired_model_12/viewer.html,casp17/massivefold_representative_viewers/r2350/selection_013_woUnpaired_model_12/projection.svg,casp17/massivefold_representative_viewers/r2350/selection_013_woUnpaired_model_12/MODEL_REVIEW.md,,,"CASP17 MassiveFold representative rerank packet only. It ranks organizer-provided external representatives using confidence, geometry, and diversity proxies for review-only model selection. It does not use a native structure, does not prove CASP accuracy, does not create internal predictions, and does not submit models."
23,R2350,26,47,Model_47_af3_woUnpaired_woTemplates_af3_seed_49325_sample_2_pred_622.cif,woUnpaired_woTemplates,49325,2,622,82.6756,75.326,76.82,37.25,0.02438,0.79532,2.9,36.826,170.254,1.252,58.823,49.197,0,False,False,review_candidate,casp17/massivefold_representative_viewers/r2350/selection_026_woUnpaired_woTemplates_model_47/model.cif,casp17/massivefold_representative_viewers/r2350/selection_026_woUnpaired_woTemplates_model_47/viewer.html,casp17/massivefold_representative_viewers/r2350/selection_026_woUnpaired_woTemplates_model_47/projection.svg,casp17/massivefold_representative_viewers/r2350/selection_026_woUnpaired_woTemplates_model_47/MODEL_REVIEW.md,,,"CASP17 MassiveFold representative rerank packet only. It ranks organizer-provided external representatives using confidence, geometry, and diversity proxies for review-only model selection. It does not use a native structure, does not prove CASP accuracy, does not create internal predictions, and does not submit models."
24,R2350,12,11,Model_11_af3_woUnpaired_af3_seed_621928_sample_0_pred_700.cif,woUnpaired,621928,0,700,82.67412,75.374,77.27,36.25,0.02643,0.7958,3.232,37.084,167.892,2.519,41.675,41.675,0,False,False,review_candidate,casp17/massivefold_representative_viewers/r2350/selection_012_woUnpaired_model_11/model.cif,casp17/massivefold_representative_viewers/r2350/selection_012_woUnpaired_model_11/viewer.html,casp17/massivefold_representative_viewers/r2350/selection_012_woUnpaired_model_11/projection.svg,casp17/massivefold_representative_viewers/r2350/selection_012_woUnpaired_model_11/MODEL_REVIEW.md,,,"CASP17 MassiveFold representative rerank packet only. It ranks organizer-provided external representatives using confidence, geometry, and diversity proxies for review-only model selection. It does not use a native structure, does not prove CASP accuracy, does not create internal predictions, and does not submit models."
25,R2350,19,37,Model_37_af3_woUnpaired_woTemplates_af3_seed_464209_sample_4_pred_694.cif,woUnpaired_woTemplates,464209,4,694,82.6586,75.295,76.76,38.07,0.0239,0.79724,3.27,37.303,167.377,0.95,55.814,52.046,0,False,False,review_candidate,casp17/massivefold_representative_viewers/r2350/selection_019_woUnpaired_woTemplates_model_37/model.cif,casp17/massivefold_representative_viewers/r2350/selection_019_woUnpaired_woTemplates_model_37/viewer.html,casp17/massivefold_representative_viewers/r2350/selection_019_woUnpaired_woTemplates_model_37/projection.svg,casp17/massivefold_representative_viewers/r2350/selection_019_woUnpaired_woTemplates_model_37/MODEL_REVIEW.md,,,"CASP17 MassiveFold representative rerank packet only. It ranks organizer-provided external representatives using confidence, geometry, and diversity proxies for review-only model selection. It does not use a native structure, does not prove CASP accuracy, does not create internal predictions, and does not submit models."
26,R2350,27,50,Model_50_af3_woTemplates_af3_seed_859385_sample_3_pred_323.cif,woTemplates,859385,3,323,82.65134,75.335,77.08,39.04,0.02547,0.78511,0.634,37.103,182.194,1.669,54.64,27.048,0,False,False,review_candidate,casp17/massivefold_representative_viewers/r2350/selection_027_woTemplates_model_50/model.cif,casp17/massivefold_representative_viewers/r2350/selection_027_woTemplates_model_50/viewer.html,casp17/massivefold_representative_viewers/r2350/selection_027_woTemplates_model_50/projection.svg,casp17/massivefold_representative_viewers/r2350/selection_027_woTemplates_model_50/MODEL_REVIEW.md,,,"CASP17 MassiveFold representative rerank packet only. It ranks organizer-provided external representatives using confidence, geometry, and diversity proxies for review-only model selection. It does not use a native structure, does not prove CASP accuracy, does not create internal predictions, and does not submit models."
27,R2350,29,6,Model_6_af3_basic_af3_seed_842624_sample_0_pred_535.cif,basic,842624,0,535,82.60998,75.263,77.11,37.16,0.02258,0.78547,1.403,37.516,175.696,1.349,55.166,36.895,0,False,False,review_candidate,casp17/massivefold_representative_viewers/r2350/selection_029_basic_model_6/model.cif,casp17/massivefold_representative_viewers/r2350/selection_029_basic_model_6/viewer.html,casp17/massivefold_representative_viewers/r2350/selection_029_basic_model_6/projection.svg,casp17/massivefold_representative_viewers/r2350/selection_029_basic_model_6/MODEL_REVIEW.md,,,"CASP17 MassiveFold representative rerank packet only. It ranks organizer-provided external representatives using confidence, geometry, and diversity proxies for review-only model selection. It does not use a native structure, does not prove CASP accuracy, does not create internal predictions, and does not submit models."
28,R2350,2,38,Model_38_af3_woUnpaired_woTemplates_af3_seed_100685_sample_0_pred_385.cif,woUnpaired_woTemplates,100685,0,385,82.58022,75.303,76.6,36.69,0.02486,0.78787,2.607,37.339,190.231,1.117,57.527,39.103,0,False,False,review_candidate,casp17/massivefold_representative_viewers/r2350/selection_002_woUnpaired_woTemplates_model_38/model.cif,casp17/massivefold_representative_viewers/r2350/selection_002_woUnpaired_woTemplates_model_38/viewer.html,casp17/massivefold_representative_viewers/r2350/selection_002_woUnpaired_woTemplates_model_38/projection.svg,casp17/massivefold_representative_viewers/r2350/selection_002_woUnpaired_woTemplates_model_38/MODEL_REVIEW.md,,,"CASP17 MassiveFold representative rerank packet only. It ranks organizer-provided external representatives using confidence, geometry, and diversity proxies for review-only model selection. It does not use a native structure, does not prove CASP accuracy, does not create internal predictions, and does not submit models."
29,R2350,39,55,Model_55_af3_woUnpaired_woPaired_af3_seed_186960_sample_2_pred_452.cif,woUnpaired_woPaired,186960,2,452,82.56236,75.208,76.96,36.79,0.0245,0.7982,3.441,36.795,168.213,1.94,63.226,57.849,0,False,False,review_candidate,casp17/massivefold_representative_viewers/r2350/selection_039_woUnpaired_woPaired_model_55/model.cif,casp17/massivefold_representative_viewers/r2350/selection_039_woUnpaired_woPaired_model_55/viewer.html,casp17/massivefold_representative_viewers/r2350/selection_039_woUnpaired_woPaired_model_55/projection.svg,casp17/massivefold_representative_viewers/r2350/selection_039_woUnpaired_woPaired_model_55/MODEL_REVIEW.md,,,"CASP17 MassiveFold representative rerank packet only. It ranks organizer-provided external representatives using confidence, geometry, and diversity proxies for review-only model selection. It does not use a native structure, does not prove CASP accuracy, does not create internal predictions, and does not submit models."
30,R2350,34,48,Model_48_af3_woUnpaired_woPaired_af3_seed_561227_sample_4_pred_599.cif,woUnpaired_woPaired,561227,4,599,82.54088,75.225,76.89,37.73,0.02547,0.78402,0.373,37.328,181.339,2.418,51.463,51.463,0,False,False,review_candidate,casp17/massivefold_representative_viewers/r2350/selection_034_woUnpaired_woPaired_model_48/model.cif,casp17/massivefold_representative_viewers/r2350/selection_034_woUnpaired_woPaired_model_48/viewer.html,casp17/massivefold_representative_viewers/r2350/selection_034_woUnpaired_woPaired_model_48/projection.svg,casp17/massivefold_representative_viewers/r2350/selection_034_woUnpaired_woPaired_model_48/MODEL_REVIEW.md,,,"CASP17 MassiveFold representative rerank packet only. It ranks organizer-provided external representatives using confidence, geometry, and diversity proxies for review-only model selection. It does not use a native structure, does not prove CASP accuracy, does not create internal predictions, and does not submit models."
31,R2350,15,18,Model_18_af3_woPaired_woTemplates_af3_seed_742038_sample_4_pred_839.cif,woPaired_woTemplates,742038,4,839,82.4861,75.359,77.39,36.44,0.03111,0.78775,3.205,37.029,192.181,0.626,36.672,18.394,0,False,False,review_candidate,casp17/massivefold_representative_viewers/r2350/selection_015_woPaired_woTemplates_model_18/model.cif,casp17/massivefold_representative_viewers/r2350/selection_015_woPaired_woTemplates_model_18/viewer.html,casp17/massivefold_representative_viewers/r2350/selection_015_woPaired_woTemplates_model_18/projection.svg,casp17/massivefold_representative_viewers/r2350/selection_015_woPaired_woTemplates_model_18/MODEL_REVIEW.md,,,"CASP17 MassiveFold representative rerank packet only. It ranks organizer-provided external representatives using confidence, geometry, and diversity proxies for review-only model selection. It does not use a native structure, does not prove CASP accuracy, does not create internal predictions, and does not submit models."
32,R2350,23,19,Model_19_af3_woUnpaired_woPaired_woTemplates_af3_seed_358208_sample_4_pred_959.cif,woUnpaired_woPaired_woTemplates,358208,4,959,82.48554,75.314,76.72,37.14,0.02523,0.78991,5.574,37.823,200.161,3.746,40.909,40.909,0,False,False,review_candidate,casp17/massivefold_representative_viewers/r2350/selection_023_woUnpaired_woPaired_woTemplates_model_19/model.cif,casp17/massivefold_representative_viewers/r2350/selection_023_woUnpaired_woPaired_woTemplates_model_19/viewer.html,casp17/massivefold_representative_viewers/r2350/selection_023_woUnpaired_woPaired_woTemplates_model_19/projection.svg,casp17/massivefold_representative_viewers/r2350/selection_023_woUnpaired_woPaired_woTemplates_model_19/MODEL_REVIEW.md,,,"CASP17 MassiveFold representative rerank packet only. It ranks organizer-provided external representatives using confidence, geometry, and diversity proxies for review-only model selection. It does not use a native structure, does not prove CASP accuracy, does not create internal predictions, and does not submit models."
