dropzone_id,operator_priority,row_rank,scope,file_rank,evidence_class,template_column,identity_status,proposed_target_id,source_path,recommended_drop_filename,canonical_destination_path,file_source_status,blocker,source_sha256,next_action
priority_002_REQUIRED_MONOMER_002,2,2,monomer,14,core_file,native_pdb,awaiting_identity,,,,,waiting_on_identity,target_identity_required,,fill and apply the compact identity unlock kit first
priority_002_REQUIRED_MONOMER_002,2,2,monomer,15,ablation_file,recursive_prediction_pdb,awaiting_identity,,,,,waiting_on_identity,target_identity_required,,fill and apply the compact identity unlock kit first
priority_002_REQUIRED_MONOMER_002,2,2,monomer,16,ablation_file,scored_prediction_pdb,awaiting_identity,,,,,waiting_on_identity,target_identity_required,,fill and apply the compact identity unlock kit first
priority_002_REQUIRED_MONOMER_002,2,2,monomer,17,ablation_file,sidechain_scaffold_prediction_pdb,awaiting_identity,,,,,waiting_on_identity,target_identity_required,,fill and apply the compact identity unlock kit first
priority_002_REQUIRED_MONOMER_002,2,2,monomer,18,ablation_file,sidechain_repacked_prediction_pdb,awaiting_identity,,,,,waiting_on_identity,target_identity_required,,fill and apply the compact identity unlock kit first
priority_002_REQUIRED_MONOMER_002,2,2,monomer,19,ablation_file,sidechain_completed_prediction_pdb,awaiting_identity,,,,,waiting_on_identity,target_identity_required,,fill and apply the compact identity unlock kit first
priority_002_REQUIRED_MONOMER_002,2,2,monomer,20,ablation_file,steric_relaxed_prediction_pdb,awaiting_identity,,,,,waiting_on_identity,target_identity_required,,fill and apply the compact identity unlock kit first
priority_002_REQUIRED_MONOMER_002,2,2,monomer,21,ablation_file,rotamer_minimized_prediction_pdb,awaiting_identity,,,,,waiting_on_identity,target_identity_required,,fill and apply the compact identity unlock kit first
priority_002_REQUIRED_MONOMER_002,2,2,monomer,22,ablation_file,polar_refined_prediction_pdb,awaiting_identity,,,,,waiting_on_identity,target_identity_required,,fill and apply the compact identity unlock kit first
priority_002_REQUIRED_MONOMER_002,2,2,monomer,23,ablation_file,forcefield_minimized_prediction_pdb,awaiting_identity,,,,,waiting_on_identity,target_identity_required,,fill and apply the compact identity unlock kit first
priority_002_REQUIRED_MONOMER_002,2,2,monomer,24,ablation_file,statistical_rotamer_prediction_pdb,awaiting_identity,,,,,waiting_on_identity,target_identity_required,,fill and apply the compact identity unlock kit first
priority_003_REQUIRED_MONOMER_003,3,3,monomer,25,core_file,prediction_pdb,awaiting_identity,,,,,waiting_on_identity,target_identity_required,,fill and apply the compact identity unlock kit first
priority_003_REQUIRED_MONOMER_003,3,3,monomer,26,core_file,native_pdb,awaiting_identity,,,,,waiting_on_identity,target_identity_required,,fill and apply the compact identity unlock kit first
priority_003_REQUIRED_MONOMER_003,3,3,monomer,27,ablation_file,recursive_prediction_pdb,awaiting_identity,,,,,waiting_on_identity,target_identity_required,,fill and apply the compact identity unlock kit first
priority_003_REQUIRED_MONOMER_003,3,3,monomer,28,ablation_file,scored_prediction_pdb,awaiting_identity,,,,,waiting_on_identity,target_identity_required,,fill and apply the compact identity unlock kit first
priority_003_REQUIRED_MONOMER_003,3,3,monomer,29,ablation_file,sidechain_scaffold_prediction_pdb,awaiting_identity,,,,,waiting_on_identity,target_identity_required,,fill and apply the compact identity unlock kit first
priority_003_REQUIRED_MONOMER_003,3,3,monomer,30,ablation_file,sidechain_repacked_prediction_pdb,awaiting_identity,,,,,waiting_on_identity,target_identity_required,,fill and apply the compact identity unlock kit first
priority_003_REQUIRED_MONOMER_003,3,3,monomer,31,ablation_file,sidechain_completed_prediction_pdb,awaiting_identity,,,,,waiting_on_identity,target_identity_required,,fill and apply the compact identity unlock kit first
priority_003_REQUIRED_MONOMER_003,3,3,monomer,32,ablation_file,steric_relaxed_prediction_pdb,awaiting_identity,,,,,waiting_on_identity,target_identity_required,,fill and apply the compact identity unlock kit first
priority_003_REQUIRED_MONOMER_003,3,3,monomer,33,ablation_file,rotamer_minimized_prediction_pdb,awaiting_identity,,,,,waiting_on_identity,target_identity_required,,fill and apply the compact identity unlock kit first
priority_003_REQUIRED_MONOMER_003,3,3,monomer,34,ablation_file,polar_refined_prediction_pdb,awaiting_identity,,,,,waiting_on_identity,target_identity_required,,fill and apply the compact identity unlock kit first
priority_003_REQUIRED_MONOMER_003,3,3,monomer,35,ablation_file,forcefield_minimized_prediction_pdb,awaiting_identity,,,,,waiting_on_identity,target_identity_required,,fill and apply the compact identity unlock kit first
priority_003_REQUIRED_MONOMER_003,3,3,monomer,36,ablation_file,statistical_rotamer_prediction_pdb,awaiting_identity,,,,,waiting_on_identity,target_identity_required,,fill and apply the compact identity unlock kit first
priority_004_REQUIRED_MONOMER_004,4,4,monomer,37,core_file,prediction_pdb,awaiting_identity,,,,,waiting_on_identity,target_identity_required,,fill and apply the compact identity unlock kit first
priority_004_REQUIRED_MONOMER_004,4,4,monomer,38,core_file,native_pdb,awaiting_identity,,,,,waiting_on_identity,target_identity_required,,fill and apply the compact identity unlock kit first
priority_004_REQUIRED_MONOMER_004,4,4,monomer,39,ablation_file,recursive_prediction_pdb,awaiting_identity,,,,,waiting_on_identity,target_identity_required,,fill and apply the compact identity unlock kit first
priority_004_REQUIRED_MONOMER_004,4,4,monomer,40,ablation_file,scored_prediction_pdb,awaiting_identity,,,,,waiting_on_identity,target_identity_required,,fill and apply the compact identity unlock kit first
priority_004_REQUIRED_MONOMER_004,4,4,monomer,41,ablation_file,sidechain_scaffold_prediction_pdb,awaiting_identity,,,,,waiting_on_identity,target_identity_required,,fill and apply the compact identity unlock kit first
priority_004_REQUIRED_MONOMER_004,4,4,monomer,42,ablation_file,sidechain_repacked_prediction_pdb,awaiting_identity,,,,,waiting_on_identity,target_identity_required,,fill and apply the compact identity unlock kit first
priority_004_REQUIRED_MONOMER_004,4,4,monomer,43,ablation_file,sidechain_completed_prediction_pdb,awaiting_identity,,,,,waiting_on_identity,target_identity_required,,fill and apply the compact identity unlock kit first
priority_004_REQUIRED_MONOMER_004,4,4,monomer,44,ablation_file,steric_relaxed_prediction_pdb,awaiting_identity,,,,,waiting_on_identity,target_identity_required,,fill and apply the compact identity unlock kit first
priority_004_REQUIRED_MONOMER_004,4,4,monomer,45,ablation_file,rotamer_minimized_prediction_pdb,awaiting_identity,,,,,waiting_on_identity,target_identity_required,,fill and apply the compact identity unlock kit first
priority_004_REQUIRED_MONOMER_004,4,4,monomer,46,ablation_file,polar_refined_prediction_pdb,awaiting_identity,,,,,waiting_on_identity,target_identity_required,,fill and apply the compact identity unlock kit first
priority_004_REQUIRED_MONOMER_004,4,4,monomer,47,ablation_file,forcefield_minimized_prediction_pdb,awaiting_identity,,,,,waiting_on_identity,target_identity_required,,fill and apply the compact identity unlock kit first
priority_004_REQUIRED_MONOMER_004,4,4,monomer,48,ablation_file,statistical_rotamer_prediction_pdb,awaiting_identity,,,,,waiting_on_identity,target_identity_required,,fill and apply the compact identity unlock kit first
priority_005_REQUIRED_MONOMER_005,5,5,monomer,49,core_file,prediction_pdb,awaiting_identity,,,,,waiting_on_identity,target_identity_required,,fill and apply the compact identity unlock kit first
priority_005_REQUIRED_MONOMER_005,5,5,monomer,50,core_file,native_pdb,awaiting_identity,,,,,waiting_on_identity,target_identity_required,,fill and apply the compact identity unlock kit first
priority_005_REQUIRED_MONOMER_005,5,5,monomer,51,ablation_file,recursive_prediction_pdb,awaiting_identity,,,,,waiting_on_identity,target_identity_required,,fill and apply the compact identity unlock kit first
priority_005_REQUIRED_MONOMER_005,5,5,monomer,52,ablation_file,scored_prediction_pdb,awaiting_identity,,,,,waiting_on_identity,target_identity_required,,fill and apply the compact identity unlock kit first
priority_005_REQUIRED_MONOMER_005,5,5,monomer,53,ablation_file,sidechain_scaffold_prediction_pdb,awaiting_identity,,,,,waiting_on_identity,target_identity_required,,fill and apply the compact identity unlock kit first
priority_005_REQUIRED_MONOMER_005,5,5,monomer,54,ablation_file,sidechain_repacked_prediction_pdb,awaiting_identity,,,,,waiting_on_identity,target_identity_required,,fill and apply the compact identity unlock kit first
priority_005_REQUIRED_MONOMER_005,5,5,monomer,55,ablation_file,sidechain_completed_prediction_pdb,awaiting_identity,,,,,waiting_on_identity,target_identity_required,,fill and apply the compact identity unlock kit first
priority_005_REQUIRED_MONOMER_005,5,5,monomer,56,ablation_file,steric_relaxed_prediction_pdb,awaiting_identity,,,,,waiting_on_identity,target_identity_required,,fill and apply the compact identity unlock kit first
priority_005_REQUIRED_MONOMER_005,5,5,monomer,57,ablation_file,rotamer_minimized_prediction_pdb,awaiting_identity,,,,,waiting_on_identity,target_identity_required,,fill and apply the compact identity unlock kit first
priority_005_REQUIRED_MONOMER_005,5,5,monomer,58,ablation_file,polar_refined_prediction_pdb,awaiting_identity,,,,,waiting_on_identity,target_identity_required,,fill and apply the compact identity unlock kit first
priority_005_REQUIRED_MONOMER_005,5,5,monomer,59,ablation_file,forcefield_minimized_prediction_pdb,awaiting_identity,,,,,waiting_on_identity,target_identity_required,,fill and apply the compact identity unlock kit first
priority_005_REQUIRED_MONOMER_005,5,5,monomer,60,ablation_file,statistical_rotamer_prediction_pdb,awaiting_identity,,,,,waiting_on_identity,target_identity_required,,fill and apply the compact identity unlock kit first
priority_006_REQUIRED_MONOMER_006,6,6,monomer,61,core_file,prediction_pdb,awaiting_identity,,,,,waiting_on_identity,target_identity_required,,fill and apply the compact identity unlock kit first
priority_006_REQUIRED_MONOMER_006,6,6,monomer,62,core_file,native_pdb,awaiting_identity,,,,,waiting_on_identity,target_identity_required,,fill and apply the compact identity unlock kit first
priority_006_REQUIRED_MONOMER_006,6,6,monomer,63,ablation_file,recursive_prediction_pdb,awaiting_identity,,,,,waiting_on_identity,target_identity_required,,fill and apply the compact identity unlock kit first
priority_006_REQUIRED_MONOMER_006,6,6,monomer,64,ablation_file,scored_prediction_pdb,awaiting_identity,,,,,waiting_on_identity,target_identity_required,,fill and apply the compact identity unlock kit first
priority_006_REQUIRED_MONOMER_006,6,6,monomer,65,ablation_file,sidechain_scaffold_prediction_pdb,awaiting_identity,,,,,waiting_on_identity,target_identity_required,,fill and apply the compact identity unlock kit first
priority_006_REQUIRED_MONOMER_006,6,6,monomer,66,ablation_file,sidechain_repacked_prediction_pdb,awaiting_identity,,,,,waiting_on_identity,target_identity_required,,fill and apply the compact identity unlock kit first
priority_006_REQUIRED_MONOMER_006,6,6,monomer,67,ablation_file,sidechain_completed_prediction_pdb,awaiting_identity,,,,,waiting_on_identity,target_identity_required,,fill and apply the compact identity unlock kit first
priority_006_REQUIRED_MONOMER_006,6,6,monomer,68,ablation_file,steric_relaxed_prediction_pdb,awaiting_identity,,,,,waiting_on_identity,target_identity_required,,fill and apply the compact identity unlock kit first
priority_006_REQUIRED_MONOMER_006,6,6,monomer,69,ablation_file,rotamer_minimized_prediction_pdb,awaiting_identity,,,,,waiting_on_identity,target_identity_required,,fill and apply the compact identity unlock kit first
priority_006_REQUIRED_MONOMER_006,6,6,monomer,70,ablation_file,polar_refined_prediction_pdb,awaiting_identity,,,,,waiting_on_identity,target_identity_required,,fill and apply the compact identity unlock kit first
priority_006_REQUIRED_MONOMER_006,6,6,monomer,71,ablation_file,forcefield_minimized_prediction_pdb,awaiting_identity,,,,,waiting_on_identity,target_identity_required,,fill and apply the compact identity unlock kit first
priority_006_REQUIRED_MONOMER_006,6,6,monomer,72,ablation_file,statistical_rotamer_prediction_pdb,awaiting_identity,,,,,waiting_on_identity,target_identity_required,,fill and apply the compact identity unlock kit first
priority_007_REQUIRED_MONOMER_007,7,7,monomer,73,core_file,prediction_pdb,awaiting_identity,,,,,waiting_on_identity,target_identity_required,,fill and apply the compact identity unlock kit first
priority_007_REQUIRED_MONOMER_007,7,7,monomer,74,core_file,native_pdb,awaiting_identity,,,,,waiting_on_identity,target_identity_required,,fill and apply the compact identity unlock kit first
priority_007_REQUIRED_MONOMER_007,7,7,monomer,75,ablation_file,recursive_prediction_pdb,awaiting_identity,,,,,waiting_on_identity,target_identity_required,,fill and apply the compact identity unlock kit first
priority_007_REQUIRED_MONOMER_007,7,7,monomer,76,ablation_file,scored_prediction_pdb,awaiting_identity,,,,,waiting_on_identity,target_identity_required,,fill and apply the compact identity unlock kit first
priority_007_REQUIRED_MONOMER_007,7,7,monomer,77,ablation_file,sidechain_scaffold_prediction_pdb,awaiting_identity,,,,,waiting_on_identity,target_identity_required,,fill and apply the compact identity unlock kit first
priority_007_REQUIRED_MONOMER_007,7,7,monomer,78,ablation_file,sidechain_repacked_prediction_pdb,awaiting_identity,,,,,waiting_on_identity,target_identity_required,,fill and apply the compact identity unlock kit first
priority_007_REQUIRED_MONOMER_007,7,7,monomer,79,ablation_file,sidechain_completed_prediction_pdb,awaiting_identity,,,,,waiting_on_identity,target_identity_required,,fill and apply the compact identity unlock kit first
priority_007_REQUIRED_MONOMER_007,7,7,monomer,80,ablation_file,steric_relaxed_prediction_pdb,awaiting_identity,,,,,waiting_on_identity,target_identity_required,,fill and apply the compact identity unlock kit first
priority_007_REQUIRED_MONOMER_007,7,7,monomer,81,ablation_file,rotamer_minimized_prediction_pdb,awaiting_identity,,,,,waiting_on_identity,target_identity_required,,fill and apply the compact identity unlock kit first
priority_007_REQUIRED_MONOMER_007,7,7,monomer,82,ablation_file,polar_refined_prediction_pdb,awaiting_identity,,,,,waiting_on_identity,target_identity_required,,fill and apply the compact identity unlock kit first
priority_007_REQUIRED_MONOMER_007,7,7,monomer,83,ablation_file,forcefield_minimized_prediction_pdb,awaiting_identity,,,,,waiting_on_identity,target_identity_required,,fill and apply the compact identity unlock kit first
priority_007_REQUIRED_MONOMER_007,7,7,monomer,84,ablation_file,statistical_rotamer_prediction_pdb,awaiting_identity,,,,,waiting_on_identity,target_identity_required,,fill and apply the compact identity unlock kit first
priority_008_REQUIRED_MONOMER_008,8,8,monomer,85,core_file,prediction_pdb,awaiting_identity,,,,,waiting_on_identity,target_identity_required,,fill and apply the compact identity unlock kit first
priority_008_REQUIRED_MONOMER_008,8,8,monomer,86,core_file,native_pdb,awaiting_identity,,,,,waiting_on_identity,target_identity_required,,fill and apply the compact identity unlock kit first
priority_008_REQUIRED_MONOMER_008,8,8,monomer,87,ablation_file,recursive_prediction_pdb,awaiting_identity,,,,,waiting_on_identity,target_identity_required,,fill and apply the compact identity unlock kit first
priority_008_REQUIRED_MONOMER_008,8,8,monomer,88,ablation_file,scored_prediction_pdb,awaiting_identity,,,,,waiting_on_identity,target_identity_required,,fill and apply the compact identity unlock kit first
priority_008_REQUIRED_MONOMER_008,8,8,monomer,89,ablation_file,sidechain_scaffold_prediction_pdb,awaiting_identity,,,,,waiting_on_identity,target_identity_required,,fill and apply the compact identity unlock kit first
priority_008_REQUIRED_MONOMER_008,8,8,monomer,90,ablation_file,sidechain_repacked_prediction_pdb,awaiting_identity,,,,,waiting_on_identity,target_identity_required,,fill and apply the compact identity unlock kit first
priority_008_REQUIRED_MONOMER_008,8,8,monomer,91,ablation_file,sidechain_completed_prediction_pdb,awaiting_identity,,,,,waiting_on_identity,target_identity_required,,fill and apply the compact identity unlock kit first
priority_008_REQUIRED_MONOMER_008,8,8,monomer,92,ablation_file,steric_relaxed_prediction_pdb,awaiting_identity,,,,,waiting_on_identity,target_identity_required,,fill and apply the compact identity unlock kit first
priority_008_REQUIRED_MONOMER_008,8,8,monomer,93,ablation_file,rotamer_minimized_prediction_pdb,awaiting_identity,,,,,waiting_on_identity,target_identity_required,,fill and apply the compact identity unlock kit first
priority_008_REQUIRED_MONOMER_008,8,8,monomer,94,ablation_file,polar_refined_prediction_pdb,awaiting_identity,,,,,waiting_on_identity,target_identity_required,,fill and apply the compact identity unlock kit first
priority_008_REQUIRED_MONOMER_008,8,8,monomer,95,ablation_file,forcefield_minimized_prediction_pdb,awaiting_identity,,,,,waiting_on_identity,target_identity_required,,fill and apply the compact identity unlock kit first
priority_008_REQUIRED_MONOMER_008,8,8,monomer,96,ablation_file,statistical_rotamer_prediction_pdb,awaiting_identity,,,,,waiting_on_identity,target_identity_required,,fill and apply the compact identity unlock kit first
priority_009_REQUIRED_MONOMER_009,9,9,monomer,97,core_file,prediction_pdb,awaiting_identity,,,,,waiting_on_identity,target_identity_required,,fill and apply the compact identity unlock kit first
priority_009_REQUIRED_MONOMER_009,9,9,monomer,98,core_file,native_pdb,awaiting_identity,,,,,waiting_on_identity,target_identity_required,,fill and apply the compact identity unlock kit first
priority_009_REQUIRED_MONOMER_009,9,9,monomer,99,ablation_file,recursive_prediction_pdb,awaiting_identity,,,,,waiting_on_identity,target_identity_required,,fill and apply the compact identity unlock kit first
priority_009_REQUIRED_MONOMER_009,9,9,monomer,100,ablation_file,scored_prediction_pdb,awaiting_identity,,,,,waiting_on_identity,target_identity_required,,fill and apply the compact identity unlock kit first
priority_009_REQUIRED_MONOMER_009,9,9,monomer,101,ablation_file,sidechain_scaffold_prediction_pdb,awaiting_identity,,,,,waiting_on_identity,target_identity_required,,fill and apply the compact identity unlock kit first
priority_009_REQUIRED_MONOMER_009,9,9,monomer,102,ablation_file,sidechain_repacked_prediction_pdb,awaiting_identity,,,,,waiting_on_identity,target_identity_required,,fill and apply the compact identity unlock kit first
priority_009_REQUIRED_MONOMER_009,9,9,monomer,103,ablation_file,sidechain_completed_prediction_pdb,awaiting_identity,,,,,waiting_on_identity,target_identity_required,,fill and apply the compact identity unlock kit first
priority_009_REQUIRED_MONOMER_009,9,9,monomer,104,ablation_file,steric_relaxed_prediction_pdb,awaiting_identity,,,,,waiting_on_identity,target_identity_required,,fill and apply the compact identity unlock kit first
priority_009_REQUIRED_MONOMER_009,9,9,monomer,105,ablation_file,rotamer_minimized_prediction_pdb,awaiting_identity,,,,,waiting_on_identity,target_identity_required,,fill and apply the compact identity unlock kit first
priority_009_REQUIRED_MONOMER_009,9,9,monomer,106,ablation_file,polar_refined_prediction_pdb,awaiting_identity,,,,,waiting_on_identity,target_identity_required,,fill and apply the compact identity unlock kit first
priority_009_REQUIRED_MONOMER_009,9,9,monomer,107,ablation_file,forcefield_minimized_prediction_pdb,awaiting_identity,,,,,waiting_on_identity,target_identity_required,,fill and apply the compact identity unlock kit first
priority_009_REQUIRED_MONOMER_009,9,9,monomer,108,ablation_file,statistical_rotamer_prediction_pdb,awaiting_identity,,,,,waiting_on_identity,target_identity_required,,fill and apply the compact identity unlock kit first
priority_010_REQUIRED_MONOMER_010,10,10,monomer,109,core_file,prediction_pdb,awaiting_identity,,,,,waiting_on_identity,target_identity_required,,fill and apply the compact identity unlock kit first
priority_010_REQUIRED_MONOMER_010,10,10,monomer,110,core_file,native_pdb,awaiting_identity,,,,,waiting_on_identity,target_identity_required,,fill and apply the compact identity unlock kit first
priority_010_REQUIRED_MONOMER_010,10,10,monomer,111,ablation_file,recursive_prediction_pdb,awaiting_identity,,,,,waiting_on_identity,target_identity_required,,fill and apply the compact identity unlock kit first
priority_010_REQUIRED_MONOMER_010,10,10,monomer,112,ablation_file,scored_prediction_pdb,awaiting_identity,,,,,waiting_on_identity,target_identity_required,,fill and apply the compact identity unlock kit first
priority_010_REQUIRED_MONOMER_010,10,10,monomer,113,ablation_file,sidechain_scaffold_prediction_pdb,awaiting_identity,,,,,waiting_on_identity,target_identity_required,,fill and apply the compact identity unlock kit first
priority_010_REQUIRED_MONOMER_010,10,10,monomer,114,ablation_file,sidechain_repacked_prediction_pdb,awaiting_identity,,,,,waiting_on_identity,target_identity_required,,fill and apply the compact identity unlock kit first
priority_010_REQUIRED_MONOMER_010,10,10,monomer,115,ablation_file,sidechain_completed_prediction_pdb,awaiting_identity,,,,,waiting_on_identity,target_identity_required,,fill and apply the compact identity unlock kit first
priority_010_REQUIRED_MONOMER_010,10,10,monomer,116,ablation_file,steric_relaxed_prediction_pdb,awaiting_identity,,,,,waiting_on_identity,target_identity_required,,fill and apply the compact identity unlock kit first
priority_010_REQUIRED_MONOMER_010,10,10,monomer,117,ablation_file,rotamer_minimized_prediction_pdb,awaiting_identity,,,,,waiting_on_identity,target_identity_required,,fill and apply the compact identity unlock kit first
priority_010_REQUIRED_MONOMER_010,10,10,monomer,118,ablation_file,polar_refined_prediction_pdb,awaiting_identity,,,,,waiting_on_identity,target_identity_required,,fill and apply the compact identity unlock kit first
priority_010_REQUIRED_MONOMER_010,10,10,monomer,119,ablation_file,forcefield_minimized_prediction_pdb,awaiting_identity,,,,,waiting_on_identity,target_identity_required,,fill and apply the compact identity unlock kit first
priority_010_REQUIRED_MONOMER_010,10,10,monomer,120,ablation_file,statistical_rotamer_prediction_pdb,awaiting_identity,,,,,waiting_on_identity,target_identity_required,,fill and apply the compact identity unlock kit first
priority_011_REQUIRED_COMPLEX_001,11,26,complex,121,core_file,prediction_pdb,awaiting_identity,,,,,waiting_on_identity,target_identity_required,,fill and apply the compact identity unlock kit first
priority_011_REQUIRED_COMPLEX_001,11,26,complex,122,core_file,native_pdb,awaiting_identity,,,,,waiting_on_identity,target_identity_required,,fill and apply the compact identity unlock kit first
priority_011_REQUIRED_COMPLEX_001,11,26,complex,123,ablation_file,recursive_prediction_pdb,awaiting_identity,,,,,waiting_on_identity,target_identity_required,,fill and apply the compact identity unlock kit first
priority_011_REQUIRED_COMPLEX_001,11,26,complex,124,ablation_file,scored_prediction_pdb,awaiting_identity,,,,,waiting_on_identity,target_identity_required,,fill and apply the compact identity unlock kit first
priority_011_REQUIRED_COMPLEX_001,11,26,complex,125,ablation_file,sidechain_scaffold_prediction_pdb,awaiting_identity,,,,,waiting_on_identity,target_identity_required,,fill and apply the compact identity unlock kit first
priority_011_REQUIRED_COMPLEX_001,11,26,complex,126,ablation_file,sidechain_repacked_prediction_pdb,awaiting_identity,,,,,waiting_on_identity,target_identity_required,,fill and apply the compact identity unlock kit first
priority_011_REQUIRED_COMPLEX_001,11,26,complex,127,ablation_file,sidechain_completed_prediction_pdb,awaiting_identity,,,,,waiting_on_identity,target_identity_required,,fill and apply the compact identity unlock kit first
priority_011_REQUIRED_COMPLEX_001,11,26,complex,128,ablation_file,steric_relaxed_prediction_pdb,awaiting_identity,,,,,waiting_on_identity,target_identity_required,,fill and apply the compact identity unlock kit first
priority_011_REQUIRED_COMPLEX_001,11,26,complex,129,ablation_file,rotamer_minimized_prediction_pdb,awaiting_identity,,,,,waiting_on_identity,target_identity_required,,fill and apply the compact identity unlock kit first
priority_011_REQUIRED_COMPLEX_001,11,26,complex,130,ablation_file,polar_refined_prediction_pdb,awaiting_identity,,,,,waiting_on_identity,target_identity_required,,fill and apply the compact identity unlock kit first
priority_011_REQUIRED_COMPLEX_001,11,26,complex,131,ablation_file,forcefield_minimized_prediction_pdb,awaiting_identity,,,,,waiting_on_identity,target_identity_required,,fill and apply the compact identity unlock kit first
priority_011_REQUIRED_COMPLEX_001,11,26,complex,132,ablation_file,statistical_rotamer_prediction_pdb,awaiting_identity,,,,,waiting_on_identity,target_identity_required,,fill and apply the compact identity unlock kit first
priority_012_REQUIRED_COMPLEX_002,12,27,complex,133,core_file,prediction_pdb,awaiting_identity,,,,,waiting_on_identity,target_identity_required,,fill and apply the compact identity unlock kit first
priority_012_REQUIRED_COMPLEX_002,12,27,complex,134,core_file,native_pdb,awaiting_identity,,,,,waiting_on_identity,target_identity_required,,fill and apply the compact identity unlock kit first
priority_012_REQUIRED_COMPLEX_002,12,27,complex,135,ablation_file,recursive_prediction_pdb,awaiting_identity,,,,,waiting_on_identity,target_identity_required,,fill and apply the compact identity unlock kit first
priority_012_REQUIRED_COMPLEX_002,12,27,complex,136,ablation_file,scored_prediction_pdb,awaiting_identity,,,,,waiting_on_identity,target_identity_required,,fill and apply the compact identity unlock kit first
priority_012_REQUIRED_COMPLEX_002,12,27,complex,137,ablation_file,sidechain_scaffold_prediction_pdb,awaiting_identity,,,,,waiting_on_identity,target_identity_required,,fill and apply the compact identity unlock kit first
priority_012_REQUIRED_COMPLEX_002,12,27,complex,138,ablation_file,sidechain_repacked_prediction_pdb,awaiting_identity,,,,,waiting_on_identity,target_identity_required,,fill and apply the compact identity unlock kit first
priority_012_REQUIRED_COMPLEX_002,12,27,complex,139,ablation_file,sidechain_completed_prediction_pdb,awaiting_identity,,,,,waiting_on_identity,target_identity_required,,fill and apply the compact identity unlock kit first
priority_012_REQUIRED_COMPLEX_002,12,27,complex,140,ablation_file,steric_relaxed_prediction_pdb,awaiting_identity,,,,,waiting_on_identity,target_identity_required,,fill and apply the compact identity unlock kit first
priority_012_REQUIRED_COMPLEX_002,12,27,complex,141,ablation_file,rotamer_minimized_prediction_pdb,awaiting_identity,,,,,waiting_on_identity,target_identity_required,,fill and apply the compact identity unlock kit first
priority_012_REQUIRED_COMPLEX_002,12,27,complex,142,ablation_file,polar_refined_prediction_pdb,awaiting_identity,,,,,waiting_on_identity,target_identity_required,,fill and apply the compact identity unlock kit first
priority_012_REQUIRED_COMPLEX_002,12,27,complex,143,ablation_file,forcefield_minimized_prediction_pdb,awaiting_identity,,,,,waiting_on_identity,target_identity_required,,fill and apply the compact identity unlock kit first
priority_012_REQUIRED_COMPLEX_002,12,27,complex,144,ablation_file,statistical_rotamer_prediction_pdb,awaiting_identity,,,,,waiting_on_identity,target_identity_required,,fill and apply the compact identity unlock kit first
