model_rank,model_id,target_id,group_id,model_number,pool_role,source_member,extracted_pdb,size_bytes,sha256_16,atom_count,ca_count,residue_count,chain_count,model1_candidate,top5_candidate,extra_model_candidate,model_status,blockers,claim_boundary,rule_id
47,T1212TS052_1,T1212,052,1,model1,T1212/T1212TS052_1,casp17/official_archive_first_baseline_model_pool/extracted_models/T1212/all_models/T1212TS052_1.pdb,309068,603a93eb726d6aa3,3815,466,466,1,True,True,False,model_ready,,"Local CASP17 official-archive first baseline model-pool extraction only. It extracts external CASP archive submissions into a baseline replay folder and builds model1/top5 manifests. It does not import official archive models as internal predictions, fill strict-blind operator values, compute native accuracy, push remotes, or submit to CASP.",official_archive_first_baseline_model_pool_v1
52,T1212TS059_1,T1212,059,1,model1,T1212/T1212TS059_1,casp17/official_archive_first_baseline_model_pool/extracted_models/T1212/all_models/T1212TS059_1.pdb,308985,5dbc04e27d5d5787,3814,466,466,1,True,True,False,model_ready,,"Local CASP17 official-archive first baseline model-pool extraction only. It extracts external CASP archive submissions into a baseline replay folder and builds model1/top5 manifests. It does not import official archive models as internal predictions, fill strict-blind operator values, compute native accuracy, push remotes, or submit to CASP.",official_archive_first_baseline_model_pool_v1
58,T1212TS075_1,T1212,075,1,model1,T1212/T1212TS075_1,casp17/official_archive_first_baseline_model_pool/extracted_models/T1212/all_models/T1212TS075_1.pdb,309154,20585a2bd4d37d90,3815,466,466,1,True,True,False,model_ready,,"Local CASP17 official-archive first baseline model-pool extraction only. It extracts external CASP archive submissions into a baseline replay folder and builds model1/top5 manifests. It does not import official archive models as internal predictions, fill strict-blind operator values, compute native accuracy, push remotes, or submit to CASP.",official_archive_first_baseline_model_pool_v1
63,T1212TS079_1,T1212,079,1,model1,T1212/T1212TS079_1,casp17/official_archive_first_baseline_model_pool/extracted_models/T1212/all_models/T1212TS079_1.pdb,308984,d6a98ce9fcccb4d5,3814,466,466,1,True,True,False,model_ready,,"Local CASP17 official-archive first baseline model-pool extraction only. It extracts external CASP archive submissions into a baseline replay folder and builds model1/top5 manifests. It does not import official archive models as internal predictions, fill strict-blind operator values, compute native accuracy, push remotes, or submit to CASP.",official_archive_first_baseline_model_pool_v1
68,T1212TS110_1,T1212,110,1,model1,T1212/T1212TS110_1,casp17/official_archive_first_baseline_model_pool/extracted_models/T1212/all_models/T1212TS110_1.pdb,309079,95d5668730f77239,3815,466,466,1,True,True,False,model_ready,,"Local CASP17 official-archive first baseline model-pool extraction only. It extracts external CASP archive submissions into a baseline replay folder and builds model1/top5 manifests. It does not import official archive models as internal predictions, fill strict-blind operator values, compute native accuracy, push remotes, or submit to CASP.",official_archive_first_baseline_model_pool_v1
73,T1212TS112_1,T1212,112,1,model1,T1212/T1212TS112_1,casp17/official_archive_first_baseline_model_pool/extracted_models/T1212/all_models/T1212TS112_1.pdb,309073,82ce84b4bf138748,3815,466,466,1,True,True,False,model_ready,,"Local CASP17 official-archive first baseline model-pool extraction only. It extracts external CASP archive submissions into a baseline replay folder and builds model1/top5 manifests. It does not import official archive models as internal predictions, fill strict-blind operator values, compute native accuracy, push remotes, or submit to CASP.",official_archive_first_baseline_model_pool_v1
74,T1212TS120_1,T1212,120,1,model1,T1212/T1212TS120_1,casp17/official_archive_first_baseline_model_pool/extracted_models/T1212/all_models/T1212TS120_1.pdb,309065,518232894d745d97,3815,466,466,1,True,True,False,model_ready,,"Local CASP17 official-archive first baseline model-pool extraction only. It extracts external CASP archive submissions into a baseline replay folder and builds model1/top5 manifests. It does not import official archive models as internal predictions, fill strict-blind operator values, compute native accuracy, push remotes, or submit to CASP.",official_archive_first_baseline_model_pool_v1
80,T1212TS122_1,T1212,122,1,model1,T1212/T1212TS122_1,casp17/official_archive_first_baseline_model_pool/extracted_models/T1212/all_models/T1212TS122_1.pdb,309144,3e0c4c2e61f6f0aa,3815,466,466,1,True,True,False,model_ready,,"Local CASP17 official-archive first baseline model-pool extraction only. It extracts external CASP archive submissions into a baseline replay folder and builds model1/top5 manifests. It does not import official archive models as internal predictions, fill strict-blind operator values, compute native accuracy, push remotes, or submit to CASP.",official_archive_first_baseline_model_pool_v1
85,T1212TS132_1,T1212,132,1,model1,T1212/T1212TS132_1,casp17/official_archive_first_baseline_model_pool/extracted_models/T1212/all_models/T1212TS132_1.pdb,309076,f0951446741a262d,3815,466,466,1,True,True,False,model_ready,,"Local CASP17 official-archive first baseline model-pool extraction only. It extracts external CASP archive submissions into a baseline replay folder and builds model1/top5 manifests. It does not import official archive models as internal predictions, fill strict-blind operator values, compute native accuracy, push remotes, or submit to CASP.",official_archive_first_baseline_model_pool_v1
86,T1212TS139_1,T1212,139,1,model1,T1212/T1212TS139_1,casp17/official_archive_first_baseline_model_pool/extracted_models/T1212/all_models/T1212TS139_1.pdb,308985,34073a1a62dab193,3814,466,466,1,True,True,False,model_ready,,"Local CASP17 official-archive first baseline model-pool extraction only. It extracts external CASP archive submissions into a baseline replay folder and builds model1/top5 manifests. It does not import official archive models as internal predictions, fill strict-blind operator values, compute native accuracy, push remotes, or submit to CASP.",official_archive_first_baseline_model_pool_v1
91,T1212TS143_1,T1212,143,1,model1,T1212/T1212TS143_1,casp17/official_archive_first_baseline_model_pool/extracted_models/T1212/all_models/T1212TS143_1.pdb,308985,dbc5d844175a37cd,3814,466,466,1,True,True,False,model_ready,,"Local CASP17 official-archive first baseline model-pool extraction only. It extracts external CASP archive submissions into a baseline replay folder and builds model1/top5 manifests. It does not import official archive models as internal predictions, fill strict-blind operator values, compute native accuracy, push remotes, or submit to CASP.",official_archive_first_baseline_model_pool_v1
94,T1212TS145_1,T1212,145,1,model1,T1212/T1212TS145_1,casp17/official_archive_first_baseline_model_pool/extracted_models/T1212/all_models/T1212TS145_1.pdb,309181,c09d1efdad7d8f63,3815,466,466,1,True,True,False,model_ready,,"Local CASP17 official-archive first baseline model-pool extraction only. It extracts external CASP archive submissions into a baseline replay folder and builds model1/top5 manifests. It does not import official archive models as internal predictions, fill strict-blind operator values, compute native accuracy, push remotes, or submit to CASP.",official_archive_first_baseline_model_pool_v1
99,T1212TS147_1,T1212,147,1,model1,T1212/T1212TS147_1,casp17/official_archive_first_baseline_model_pool/extracted_models/T1212/all_models/T1212TS147_1.pdb,309093,6d10356d545bce33,3815,466,466,1,True,True,False,model_ready,,"Local CASP17 official-archive first baseline model-pool extraction only. It extracts external CASP archive submissions into a baseline replay folder and builds model1/top5 manifests. It does not import official archive models as internal predictions, fill strict-blind operator values, compute native accuracy, push remotes, or submit to CASP.",official_archive_first_baseline_model_pool_v1
104,T1212TS148_1,T1212,148,1,model1,T1212/T1212TS148_1,casp17/official_archive_first_baseline_model_pool/extracted_models/T1212/all_models/T1212TS148_1.pdb,309144,8438dbd3854ad937,3815,466,466,1,True,True,False,model_ready,,"Local CASP17 official-archive first baseline model-pool extraction only. It extracts external CASP archive submissions into a baseline replay folder and builds model1/top5 manifests. It does not import official archive models as internal predictions, fill strict-blind operator values, compute native accuracy, push remotes, or submit to CASP.",official_archive_first_baseline_model_pool_v1
109,T1212TS159_1,T1212,159,1,model1,T1212/T1212TS159_1,casp17/official_archive_first_baseline_model_pool/extracted_models/T1212/all_models/T1212TS159_1.pdb,309109,6d337048cc15258b,3814,466,466,1,True,True,False,model_ready,,"Local CASP17 official-archive first baseline model-pool extraction only. It extracts external CASP archive submissions into a baseline replay folder and builds model1/top5 manifests. It does not import official archive models as internal predictions, fill strict-blind operator values, compute native accuracy, push remotes, or submit to CASP.",official_archive_first_baseline_model_pool_v1
114,T1212TS163_1,T1212,163,1,model1,T1212/T1212TS163_1,casp17/official_archive_first_baseline_model_pool/extracted_models/T1212/all_models/T1212TS163_1.pdb,309065,88c55b5e31fc7fd0,3815,466,466,1,True,True,False,model_ready,,"Local CASP17 official-archive first baseline model-pool extraction only. It extracts external CASP archive submissions into a baseline replay folder and builds model1/top5 manifests. It does not import official archive models as internal predictions, fill strict-blind operator values, compute native accuracy, push remotes, or submit to CASP.",official_archive_first_baseline_model_pool_v1
119,T1212TS164_1,T1212,164,1,model1,T1212/T1212TS164_1,casp17/official_archive_first_baseline_model_pool/extracted_models/T1212/all_models/T1212TS164_1.pdb,309065,26c21c5e38490338,3815,466,466,1,True,True,False,model_ready,,"Local CASP17 official-archive first baseline model-pool extraction only. It extracts external CASP archive submissions into a baseline replay folder and builds model1/top5 manifests. It does not import official archive models as internal predictions, fill strict-blind operator values, compute native accuracy, push remotes, or submit to CASP.",official_archive_first_baseline_model_pool_v1
124,T1212TS167_1,T1212,167,1,model1,T1212/T1212TS167_1,casp17/official_archive_first_baseline_model_pool/extracted_models/T1212/all_models/T1212TS167_1.pdb,309088,2d9cd591173efcec,3815,466,466,1,True,True,False,model_ready,,"Local CASP17 official-archive first baseline model-pool extraction only. It extracts external CASP archive submissions into a baseline replay folder and builds model1/top5 manifests. It does not import official archive models as internal predictions, fill strict-blind operator values, compute native accuracy, push remotes, or submit to CASP.",official_archive_first_baseline_model_pool_v1
130,T1212TS196_1,T1212,196,1,model1,T1212/T1212TS196_1,casp17/official_archive_first_baseline_model_pool/extracted_models/T1212/all_models/T1212TS196_1.pdb,309145,8bffe3d8b585a7e7,3815,466,466,1,True,True,False,model_ready,,"Local CASP17 official-archive first baseline model-pool extraction only. It extracts external CASP archive submissions into a baseline replay folder and builds model1/top5 manifests. It does not import official archive models as internal predictions, fill strict-blind operator values, compute native accuracy, push remotes, or submit to CASP.",official_archive_first_baseline_model_pool_v1
135,T1212TS198_1,T1212,198,1,model1,T1212/T1212TS198_1,casp17/official_archive_first_baseline_model_pool/extracted_models/T1212/all_models/T1212TS198_1.pdb,309181,8dcf870897d56886,3815,466,466,1,True,True,False,model_ready,,"Local CASP17 official-archive first baseline model-pool extraction only. It extracts external CASP archive submissions into a baseline replay folder and builds model1/top5 manifests. It does not import official archive models as internal predictions, fill strict-blind operator values, compute native accuracy, push remotes, or submit to CASP.",official_archive_first_baseline_model_pool_v1
140,T1212TS208_1,T1212,208,1,model1,T1212/T1212TS208_1,casp17/official_archive_first_baseline_model_pool/extracted_models/T1212/all_models/T1212TS208_1.pdb,309066,dc7c9435f0fb938a,3815,466,466,1,True,True,False,model_ready,,"Local CASP17 official-archive first baseline model-pool extraction only. It extracts external CASP archive submissions into a baseline replay folder and builds model1/top5 manifests. It does not import official archive models as internal predictions, fill strict-blind operator values, compute native accuracy, push remotes, or submit to CASP.",official_archive_first_baseline_model_pool_v1
145,T1212TS212_1,T1212,212,1,model1,T1212/T1212TS212_1,casp17/official_archive_first_baseline_model_pool/extracted_models/T1212/all_models/T1212TS212_1.pdb,309073,caba3eb443e99e71,3815,466,466,1,True,True,False,model_ready,,"Local CASP17 official-archive first baseline model-pool extraction only. It extracts external CASP archive submissions into a baseline replay folder and builds model1/top5 manifests. It does not import official archive models as internal predictions, fill strict-blind operator values, compute native accuracy, push remotes, or submit to CASP.",official_archive_first_baseline_model_pool_v1
150,T1212TS221_1,T1212,221,1,model1,T1212/T1212TS221_1,casp17/official_archive_first_baseline_model_pool/extracted_models/T1212/all_models/T1212TS221_1.pdb,309066,52d5c3f49f9bdb06,3815,466,466,1,True,True,False,model_ready,,"Local CASP17 official-archive first baseline model-pool extraction only. It extracts external CASP archive submissions into a baseline replay folder and builds model1/top5 manifests. It does not import official archive models as internal predictions, fill strict-blind operator values, compute native accuracy, push remotes, or submit to CASP.",official_archive_first_baseline_model_pool_v1
155,T1212TS231_1,T1212,231,1,model1,T1212/T1212TS231_1,casp17/official_archive_first_baseline_model_pool/extracted_models/T1212/all_models/T1212TS231_1.pdb,308984,33a08bddc674ccd3,3814,466,466,1,True,True,False,model_ready,,"Local CASP17 official-archive first baseline model-pool extraction only. It extracts external CASP archive submissions into a baseline replay folder and builds model1/top5 manifests. It does not import official archive models as internal predictions, fill strict-blind operator values, compute native accuracy, push remotes, or submit to CASP.",official_archive_first_baseline_model_pool_v1
160,T1212TS235_1,T1212,235,1,model1,T1212/T1212TS235_1,casp17/official_archive_first_baseline_model_pool/extracted_models/T1212/all_models/T1212TS235_1.pdb,309124,6ad5e61fae8c06e5,3814,466,466,1,True,True,False,model_ready,,"Local CASP17 official-archive first baseline model-pool extraction only. It extracts external CASP archive submissions into a baseline replay folder and builds model1/top5 manifests. It does not import official archive models as internal predictions, fill strict-blind operator values, compute native accuracy, push remotes, or submit to CASP.",official_archive_first_baseline_model_pool_v1
165,T1212TS241_1,T1212,241,1,model1,T1212/T1212TS241_1,casp17/official_archive_first_baseline_model_pool/extracted_models/T1212/all_models/T1212TS241_1.pdb,309144,647b03ebc582f22c,3815,466,466,1,True,True,False,model_ready,,"Local CASP17 official-archive first baseline model-pool extraction only. It extracts external CASP archive submissions into a baseline replay folder and builds model1/top5 manifests. It does not import official archive models as internal predictions, fill strict-blind operator values, compute native accuracy, push remotes, or submit to CASP.",official_archive_first_baseline_model_pool_v1
170,T1212TS261_1,T1212,261,1,model1,T1212/T1212TS261_1,casp17/official_archive_first_baseline_model_pool/extracted_models/T1212/all_models/T1212TS261_1.pdb,308992,dd1839ecc9d5c342,3814,466,466,1,True,True,False,model_ready,,"Local CASP17 official-archive first baseline model-pool extraction only. It extracts external CASP archive submissions into a baseline replay folder and builds model1/top5 manifests. It does not import official archive models as internal predictions, fill strict-blind operator values, compute native accuracy, push remotes, or submit to CASP.",official_archive_first_baseline_model_pool_v1
175,T1212TS262_1,T1212,262,1,model1,T1212/T1212TS262_1,casp17/official_archive_first_baseline_model_pool/extracted_models/T1212/all_models/T1212TS262_1.pdb,308984,a315b46ab2f0175f,3814,466,466,1,True,True,False,model_ready,,"Local CASP17 official-archive first baseline model-pool extraction only. It extracts external CASP archive submissions into a baseline replay folder and builds model1/top5 manifests. It does not import official archive models as internal predictions, fill strict-blind operator values, compute native accuracy, push remotes, or submit to CASP.",official_archive_first_baseline_model_pool_v1
180,T1212TS264_1,T1212,264,1,model1,T1212/T1212TS264_1,casp17/official_archive_first_baseline_model_pool/extracted_models/T1212/all_models/T1212TS264_1.pdb,309145,83327f41feaf39a4,3815,466,466,1,True,True,False,model_ready,,"Local CASP17 official-archive first baseline model-pool extraction only. It extracts external CASP archive submissions into a baseline replay folder and builds model1/top5 manifests. It does not import official archive models as internal predictions, fill strict-blind operator values, compute native accuracy, push remotes, or submit to CASP.",official_archive_first_baseline_model_pool_v1
186,T1212TS267_1,T1212,267,1,model1,T1212/T1212TS267_1,casp17/official_archive_first_baseline_model_pool/extracted_models/T1212/all_models/T1212TS267_1.pdb,309067,b00b05cf577ccfd2,3814,466,466,1,True,True,False,model_ready,,"Local CASP17 official-archive first baseline model-pool extraction only. It extracts external CASP archive submissions into a baseline replay folder and builds model1/top5 manifests. It does not import official archive models as internal predictions, fill strict-blind operator values, compute native accuracy, push remotes, or submit to CASP.",official_archive_first_baseline_model_pool_v1
191,T1212TS269_1,T1212,269,1,model1,T1212/T1212TS269_1,casp17/official_archive_first_baseline_model_pool/extracted_models/T1212/all_models/T1212TS269_1.pdb,309066,8521c35577f18262,3815,466,466,1,True,True,False,model_ready,,"Local CASP17 official-archive first baseline model-pool extraction only. It extracts external CASP archive submissions into a baseline replay folder and builds model1/top5 manifests. It does not import official archive models as internal predictions, fill strict-blind operator values, compute native accuracy, push remotes, or submit to CASP.",official_archive_first_baseline_model_pool_v1
196,T1212TS272_1,T1212,272,1,model1,T1212/T1212TS272_1,casp17/official_archive_first_baseline_model_pool/extracted_models/T1212/all_models/T1212TS272_1.pdb,308988,6cdc31818c4ca291,3814,466,466,1,True,True,False,model_ready,,"Local CASP17 official-archive first baseline model-pool extraction only. It extracts external CASP archive submissions into a baseline replay folder and builds model1/top5 manifests. It does not import official archive models as internal predictions, fill strict-blind operator values, compute native accuracy, push remotes, or submit to CASP.",official_archive_first_baseline_model_pool_v1
201,T1212TS284_1,T1212,284,1,model1,T1212/T1212TS284_1,casp17/official_archive_first_baseline_model_pool/extracted_models/T1212/all_models/T1212TS284_1.pdb,309154,20585a2bd4d37d90,3815,466,466,1,True,True,False,model_ready,,"Local CASP17 official-archive first baseline model-pool extraction only. It extracts external CASP archive submissions into a baseline replay folder and builds model1/top5 manifests. It does not import official archive models as internal predictions, fill strict-blind operator values, compute native accuracy, push remotes, or submit to CASP.",official_archive_first_baseline_model_pool_v1
206,T1212TS286_1,T1212,286,1,model1,T1212/T1212TS286_1,casp17/official_archive_first_baseline_model_pool/extracted_models/T1212/all_models/T1212TS286_1.pdb,309066,a33dd17dfd326a40,3815,466,466,1,True,True,False,model_ready,,"Local CASP17 official-archive first baseline model-pool extraction only. It extracts external CASP archive submissions into a baseline replay folder and builds model1/top5 manifests. It does not import official archive models as internal predictions, fill strict-blind operator values, compute native accuracy, push remotes, or submit to CASP.",official_archive_first_baseline_model_pool_v1
211,T1212TS287_1,T1212,287,1,model1,T1212/T1212TS287_1,casp17/official_archive_first_baseline_model_pool/extracted_models/T1212/all_models/T1212TS287_1.pdb,309150,ed4441413f850937,3815,466,466,1,True,True,False,model_ready,,"Local CASP17 official-archive first baseline model-pool extraction only. It extracts external CASP archive submissions into a baseline replay folder and builds model1/top5 manifests. It does not import official archive models as internal predictions, fill strict-blind operator values, compute native accuracy, push remotes, or submit to CASP.",official_archive_first_baseline_model_pool_v1
216,T1212TS293_1,T1212,293,1,model1,T1212/T1212TS293_1,casp17/official_archive_first_baseline_model_pool/extracted_models/T1212/all_models/T1212TS293_1.pdb,309065,3dd52fa5a6b807e9,3815,466,466,1,True,True,False,model_ready,,"Local CASP17 official-archive first baseline model-pool extraction only. It extracts external CASP archive submissions into a baseline replay folder and builds model1/top5 manifests. It does not import official archive models as internal predictions, fill strict-blind operator values, compute native accuracy, push remotes, or submit to CASP.",official_archive_first_baseline_model_pool_v1
221,T1212TS294_1,T1212,294,1,model1,T1212/T1212TS294_1,casp17/official_archive_first_baseline_model_pool/extracted_models/T1212/all_models/T1212TS294_1.pdb,309148,fc9986ffffef1e95,3815,466,466,1,True,True,False,model_ready,,"Local CASP17 official-archive first baseline model-pool extraction only. It extracts external CASP archive submissions into a baseline replay folder and builds model1/top5 manifests. It does not import official archive models as internal predictions, fill strict-blind operator values, compute native accuracy, push remotes, or submit to CASP.",official_archive_first_baseline_model_pool_v1
226,T1212TS298_1,T1212,298,1,model1,T1212/T1212TS298_1,casp17/official_archive_first_baseline_model_pool/extracted_models/T1212/all_models/T1212TS298_1.pdb,309066,f42aa8613098170b,3815,466,466,1,True,True,False,model_ready,,"Local CASP17 official-archive first baseline model-pool extraction only. It extracts external CASP archive submissions into a baseline replay folder and builds model1/top5 manifests. It does not import official archive models as internal predictions, fill strict-blind operator values, compute native accuracy, push remotes, or submit to CASP.",official_archive_first_baseline_model_pool_v1
231,T1212TS301_1,T1212,301,1,model1,T1212/T1212TS301_1,casp17/official_archive_first_baseline_model_pool/extracted_models/T1212/all_models/T1212TS301_1.pdb,309154,20585a2bd4d37d90,3815,466,466,1,True,True,False,model_ready,,"Local CASP17 official-archive first baseline model-pool extraction only. It extracts external CASP archive submissions into a baseline replay folder and builds model1/top5 manifests. It does not import official archive models as internal predictions, fill strict-blind operator values, compute native accuracy, push remotes, or submit to CASP.",official_archive_first_baseline_model_pool_v1
236,T1212TS304_1,T1212,304,1,model1,T1212/T1212TS304_1,casp17/official_archive_first_baseline_model_pool/extracted_models/T1212/all_models/T1212TS304_1.pdb,309144,357a138b10d457e1,3815,466,466,1,True,True,False,model_ready,,"Local CASP17 official-archive first baseline model-pool extraction only. It extracts external CASP archive submissions into a baseline replay folder and builds model1/top5 manifests. It does not import official archive models as internal predictions, fill strict-blind operator values, compute native accuracy, push remotes, or submit to CASP.",official_archive_first_baseline_model_pool_v1
241,T1212TS311_1,T1212,311,1,model1,T1212/T1212TS311_1,casp17/official_archive_first_baseline_model_pool/extracted_models/T1212/all_models/T1212TS311_1.pdb,309144,2f235a10176b1aa8,3815,466,466,1,True,True,False,model_ready,,"Local CASP17 official-archive first baseline model-pool extraction only. It extracts external CASP archive submissions into a baseline replay folder and builds model1/top5 manifests. It does not import official archive models as internal predictions, fill strict-blind operator values, compute native accuracy, push remotes, or submit to CASP.",official_archive_first_baseline_model_pool_v1
246,T1212TS312_1,T1212,312,1,model1,T1212/T1212TS312_1,casp17/official_archive_first_baseline_model_pool/extracted_models/T1212/all_models/T1212TS312_1.pdb,309144,8438dbd3854ad937,3815,466,466,1,True,True,False,model_ready,,"Local CASP17 official-archive first baseline model-pool extraction only. It extracts external CASP archive submissions into a baseline replay folder and builds model1/top5 manifests. It does not import official archive models as internal predictions, fill strict-blind operator values, compute native accuracy, push remotes, or submit to CASP.",official_archive_first_baseline_model_pool_v1
251,T1212TS314_1,T1212,314,1,model1,T1212/T1212TS314_1,casp17/official_archive_first_baseline_model_pool/extracted_models/T1212/all_models/T1212TS314_1.pdb,309144,22555ffad422f29b,3815,466,466,1,True,True,False,model_ready,,"Local CASP17 official-archive first baseline model-pool extraction only. It extracts external CASP archive submissions into a baseline replay folder and builds model1/top5 manifests. It does not import official archive models as internal predictions, fill strict-blind operator values, compute native accuracy, push remotes, or submit to CASP.",official_archive_first_baseline_model_pool_v1
255,T1212TS319_1,T1212,319,1,model1,T1212/T1212TS319_1,casp17/official_archive_first_baseline_model_pool/extracted_models/T1212/all_models/T1212TS319_1.pdb,309065,f703fe78f594c4a0,3815,466,466,1,True,True,False,model_ready,,"Local CASP17 official-archive first baseline model-pool extraction only. It extracts external CASP archive submissions into a baseline replay folder and builds model1/top5 manifests. It does not import official archive models as internal predictions, fill strict-blind operator values, compute native accuracy, push remotes, or submit to CASP.",official_archive_first_baseline_model_pool_v1
260,T1212TS325_1,T1212,325,1,model1,T1212/T1212TS325_1,casp17/official_archive_first_baseline_model_pool/extracted_models/T1212/all_models/T1212TS325_1.pdb,309110,d74a845e26f30e2d,3814,466,466,1,True,True,False,model_ready,,"Local CASP17 official-archive first baseline model-pool extraction only. It extracts external CASP archive submissions into a baseline replay folder and builds model1/top5 manifests. It does not import official archive models as internal predictions, fill strict-blind operator values, compute native accuracy, push remotes, or submit to CASP.",official_archive_first_baseline_model_pool_v1
265,T1212TS331_1,T1212,331,1,model1,T1212/T1212TS331_1,casp17/official_archive_first_baseline_model_pool/extracted_models/T1212/all_models/T1212TS331_1.pdb,309065,06c06e656d8b93d6,3815,466,466,1,True,True,False,model_ready,,"Local CASP17 official-archive first baseline model-pool extraction only. It extracts external CASP archive submissions into a baseline replay folder and builds model1/top5 manifests. It does not import official archive models as internal predictions, fill strict-blind operator values, compute native accuracy, push remotes, or submit to CASP.",official_archive_first_baseline_model_pool_v1
