path	bucket	responsibility	caller_surface	duplicate_dead_code_risk	monolith_risk	external_dependency_risk	product_path	tested_path	risk_flags
betelgeuze_ai_md/contracts/topology_adapter.py	adapter	product_or_contract_adapter	engine_product_adapters_tests	low_or_not_assessed	low_or_not_assessed	none_identified_from_path	true	partial_or_indirect	none
betelgeuze_ai_md/contracts/units.py	adapter	product_or_contract_adapter	engine_product_adapters_tests	low_or_not_assessed	low_or_not_assessed	none_identified_from_path	true	partial_or_indirect	none
betelgeuze_ai_md/contracts/verdict_schema.py	adapter	product_or_contract_adapter	engine_product_adapters_tests	low_or_not_assessed	low_or_not_assessed	none_identified_from_path	true	partial_or_indirect	none
betelgeuze_cameo/__init__.py	adapter	product_or_contract_adapter	unknown	low_or_not_assessed	low_or_not_assessed	competition_external_boundary_approval_required	true	partial_or_indirect	competition_external_boundary_approval_required
betelgeuze_cameo/api_contract.py	adapter	product_or_contract_adapter	unknown	low_or_not_assessed	low_or_not_assessed	competition_external_boundary_approval_required	true	partial_or_indirect	competition_external_boundary_approval_required
betelgeuze_cameo/api_dependency.py	adapter	product_or_contract_adapter	unknown	low_or_not_assessed	low_or_not_assessed	competition_external_boundary_approval_required	true	partial_or_indirect	competition_external_boundary_approval_required
betelgeuze_cameo/architecture_validation.py	adapter	product_or_contract_adapter	unknown	low_or_not_assessed	low_or_not_assessed	competition_external_boundary_approval_required	true	partial_or_indirect	competition_external_boundary_approval_required
betelgeuze_cameo/capability_preflight.py	adapter	product_or_contract_adapter	unknown	low_or_not_assessed	low_or_not_assessed	competition_external_boundary_approval_required	true	partial_or_indirect	competition_external_boundary_approval_required
betelgeuze_cameo/cli.py	adapter	product_or_contract_adapter	unknown	low_or_not_assessed	low_or_not_assessed	competition_external_boundary_approval_required	true	partial_or_indirect	competition_external_boundary_approval_required
betelgeuze_cameo/evidence_integrity.py	adapter	product_or_contract_adapter	unknown	low_or_not_assessed	low_or_not_assessed	competition_external_boundary_approval_required	true	partial_or_indirect	competition_external_boundary_approval_required
betelgeuze_cameo/format_validation.py	adapter	product_or_contract_adapter	unknown	low_or_not_assessed	low_or_not_assessed	competition_external_boundary_approval_required	true	partial_or_indirect	competition_external_boundary_approval_required
betelgeuze_cameo/handoff.py	adapter	product_or_contract_adapter	unknown	low_or_not_assessed	low_or_not_assessed	competition_external_boundary_approval_required	true	partial_or_indirect	competition_external_boundary_approval_required
betelgeuze_cameo/intake.py	adapter	product_or_contract_adapter	unknown	low_or_not_assessed	low_or_not_assessed	competition_external_boundary_approval_required	true	partial_or_indirect	competition_external_boundary_approval_required
betelgeuze_cameo/official_result_fetch_executor.py	adapter	product_or_contract_adapter	unknown	low_or_not_assessed	low_or_not_assessed	competition_external_boundary_approval_required	true	partial_or_indirect	competition_external_boundary_approval_required
betelgeuze_cameo/official_result_fetch_preflight.py	adapter	product_or_contract_adapter	unknown	low_or_not_assessed	low_or_not_assessed	competition_external_boundary_approval_required	true	partial_or_indirect	competition_external_boundary_approval_required
betelgeuze_cameo/official_results.py	adapter	product_or_contract_adapter	unknown	low_or_not_assessed	low_or_not_assessed	competition_external_boundary_approval_required	true	partial_or_indirect	competition_external_boundary_approval_required
betelgeuze_cameo/operator_inputs.py	adapter	product_or_contract_adapter	unknown	low_or_not_assessed	low_or_not_assessed	competition_external_boundary_approval_required	true	partial_or_indirect	competition_external_boundary_approval_required
betelgeuze_cameo/outbound_email_draft.py	adapter	product_or_contract_adapter	unknown	low_or_not_assessed	low_or_not_assessed	competition_external_boundary_approval_required	true	partial_or_indirect	competition_external_boundary_approval_required
betelgeuze_cameo/outbound_email_send_executor.py	adapter	product_or_contract_adapter	unknown	low_or_not_assessed	low_or_not_assessed	competition_external_boundary_approval_required	true	partial_or_indirect	competition_external_boundary_approval_required
betelgeuze_cameo/outbound_email_send_preflight.py	adapter	product_or_contract_adapter	unknown	low_or_not_assessed	low_or_not_assessed	competition_external_boundary_approval_required	true	partial_or_indirect	competition_external_boundary_approval_required
betelgeuze_cameo/performance.py	adapter	product_or_contract_adapter	unknown	low_or_not_assessed	low_or_not_assessed	competition_external_boundary_approval_required	true	partial_or_indirect	competition_external_boundary_approval_required
betelgeuze_cameo/performance_policy.py	adapter	product_or_contract_adapter	unknown	low_or_not_assessed	low_or_not_assessed	competition_external_boundary_approval_required	true	partial_or_indirect	competition_external_boundary_approval_required
betelgeuze_cameo/readiness.py	adapter	product_or_contract_adapter	unknown	low_or_not_assessed	low_or_not_assessed	competition_external_boundary_approval_required	true	partial_or_indirect	competition_external_boundary_approval_required
betelgeuze_cameo/receiver_smoke.py	adapter	product_or_contract_adapter	unknown	low_or_not_assessed	low_or_not_assessed	competition_external_boundary_approval_required	true	partial_or_indirect	competition_external_boundary_approval_required
betelgeuze_cameo/repair_preflight.py	adapter	product_or_contract_adapter	unknown	low_or_not_assessed	low_or_not_assessed	competition_external_boundary_approval_required	true	partial_or_indirect	competition_external_boundary_approval_required
betelgeuze_cameo/selector.py	adapter	product_or_contract_adapter	unknown	low_or_not_assessed	low_or_not_assessed	competition_external_boundary_approval_required	true	partial_or_indirect	competition_external_boundary_approval_required
betelgeuze_cameo/service_boundary.py	adapter	product_or_contract_adapter	unknown	low_or_not_assessed	low_or_not_assessed	competition_external_boundary_approval_required	true	partial_or_indirect	competition_external_boundary_approval_required
betelgeuze_cleanup/__init__.py	adapter	product_or_contract_adapter	unknown	low_or_not_assessed	low_or_not_assessed	none_identified_from_path	true	partial_or_indirect	none
betelgeuze_cleanup/cli.py	adapter	product_or_contract_adapter	unknown	low_or_not_assessed	low_or_not_assessed	none_identified_from_path	true	partial_or_indirect	none
betelgeuze_engine/__init__.py	core	physics_or_engine_core	engine_runners_benchmarks_tests	low_or_not_assessed	low_or_not_assessed	none_identified_from_path	true	partial_or_indirect	none
betelgeuze_engine/backmapping/__init__.py	core	physics_or_engine_core	engine_runners_benchmarks_tests	low_or_not_assessed	low_or_not_assessed	none_identified_from_path	true	partial_or_indirect	none
betelgeuze_engine/backmapping/onsps.py	core	physics_or_engine_core	engine_runners_benchmarks_tests	low_or_not_assessed	low_or_not_assessed	none_identified_from_path	true	partial_or_indirect	none
betelgeuze_engine/benchmark/__init__.py	benchmark	benchmark_or_validation	engine_runners_benchmarks_tests	low_or_not_assessed	low_or_not_assessed	none_identified_from_path	true	partial_or_indirect	none
betelgeuze_engine/benchmark/hbond_recovery.py	benchmark	benchmark_or_validation	engine_runners_benchmarks_tests	low_or_not_assessed	low_or_not_assessed	none_identified_from_path	true	partial_or_indirect	none
betelgeuze_engine/benchmark/runtime_scaling.py	benchmark	benchmark_or_validation	engine_runners_benchmarks_tests	low_or_not_assessed	low_or_not_assessed	none_identified_from_path	true	partial_or_indirect	none
betelgeuze_engine/contracts/__init__.py	core	physics_or_engine_core	engine_runners_benchmarks_tests	low_or_not_assessed	low_or_not_assessed	none_identified_from_path	true	partial_or_indirect	none
betelgeuze_engine/contracts/claim.py	core	physics_or_engine_core	engine_runners_benchmarks_tests	low_or_not_assessed	low_or_not_assessed	none_identified_from_path	true	partial_or_indirect	none
betelgeuze_engine/contracts/result.py	core	physics_or_engine_core	engine_runners_benchmarks_tests	low_or_not_assessed	low_or_not_assessed	none_identified_from_path	true	partial_or_indirect	none
betelgeuze_engine/contracts/state.py	core	physics_or_engine_core	engine_runners_benchmarks_tests	low_or_not_assessed	low_or_not_assessed	none_identified_from_path	true	partial_or_indirect	none
betelgeuze_engine/interactions/__init__.py	core	physics_or_engine_core	engine_runners_benchmarks_tests	low_or_not_assessed	low_or_not_assessed	none_identified_from_path	true	partial_or_indirect	none
betelgeuze_engine/interactions/hbond_evidence.py	core	physics_or_engine_core	engine_runners_benchmarks_tests	low_or_not_assessed	low_or_not_assessed	none_identified_from_path	true	partial_or_indirect	none
betelgeuze_engine/physics/__init__.py	core	physics_or_engine_core	engine_runners_benchmarks_tests	low_or_not_assessed	low_or_not_assessed	none_identified_from_path	true	partial_or_indirect	none
betelgeuze_engine/physics/force_term.py	core	physics_or_engine_core	engine_runners_benchmarks_tests	low_or_not_assessed	low_or_not_assessed	none_identified_from_path	true	partial_or_indirect	none
betelgeuze_engine/physics/forcefield.py	core	physics_or_engine_core	engine_runners_benchmarks_tests	low_or_not_assessed	low_or_not_assessed	none_identified_from_path	true	partial_or_indirect	none
betelgeuze_engine/physics/mm_gbsa.py	core	physics_or_engine_core	engine_runners_benchmarks_tests	low_or_not_assessed	low_or_not_assessed	none_identified_from_path	true	partial_or_indirect	none
betelgeuze_engine/physics/neighbor.py	core	physics_or_engine_core	engine_runners_benchmarks_tests	low_or_not_assessed	low_or_not_assessed	none_identified_from_path	true	partial_or_indirect	none
betelgeuze_engine/physics/term_claim_metadata.py	core	physics_or_engine_core	engine_runners_benchmarks_tests	low_or_not_assessed	low_or_not_assessed	none_identified_from_path	true	partial_or_indirect	none
betelgeuze_engine/physics/terms/__init__.py	core	physics_or_engine_core	engine_runners_benchmarks_tests	low_or_not_assessed	low_or_not_assessed	none_identified_from_path	true	partial_or_indirect	none
betelgeuze_engine/physics/terms/directional_hbond.py	core	physics_or_engine_core	engine_runners_benchmarks_tests	low_or_not_assessed	low_or_not_assessed	none_identified_from_path	true	partial_or_indirect	none
betelgeuze_engine/physics/terms/hydrophobic_contact.py	core	physics_or_engine_core	engine_runners_benchmarks_tests	low_or_not_assessed	low_or_not_assessed	none_identified_from_path	true	partial_or_indirect	none
betelgeuze_engine/physics/terms/legacy_lj.py	core	physics_or_engine_core	engine_runners_benchmarks_tests	low_or_not_assessed	low_or_not_assessed	none_identified_from_path	true	partial_or_indirect	none
betelgeuze_engine/physics/terms/pocket_wall.py	core	physics_or_engine_core	engine_runners_benchmarks_tests	low_or_not_assessed	low_or_not_assessed	none_identified_from_path	true	partial_or_indirect	none
betelgeuze_engine/physics/terms/screened_electrostatics.py	core	physics_or_engine_core	engine_runners_benchmarks_tests	low_or_not_assessed	low_or_not_assessed	none_identified_from_path	true	partial_or_indirect	none
betelgeuze_engine/physics/terms/topology_penalty.py	core	physics_or_engine_core	engine_runners_benchmarks_tests	low_or_not_assessed	low_or_not_assessed	none_identified_from_path	true	partial_or_indirect	none
betelgeuze_engine/physics/terms/torsion_prior.py	core	physics_or_engine_core	engine_runners_benchmarks_tests	low_or_not_assessed	low_or_not_assessed	none_identified_from_path	true	partial_or_indirect	none
betelgeuze_engine/physics/terms/water_displacement_proxy.py	core	physics_or_engine_core	engine_runners_benchmarks_tests	low_or_not_assessed	low_or_not_assessed	none_identified_from_path	true	partial_or_indirect	none
betelgeuze_engine/product/__init__.py	core	physics_or_engine_core	engine_runners_benchmarks_tests	low_or_not_assessed	low_or_not_assessed	none_identified_from_path	true	partial_or_indirect	none
betelgeuze_engine/product/runners/__init__.py	runner	operator_or_pipeline_runner	validated_runner_tools_product_flows	low_or_not_assessed	low_or_not_assessed	none_identified_from_path	true	partial_or_indirect	none
betelgeuze_engine/product/runners/backmapping_scoring.py	runner	operator_or_pipeline_runner	validated_runner_tools_product_flows	low_or_not_assessed	medium_large_single_file_surface	none_identified_from_path	true	partial_or_indirect	medium_large_single_file_surface
betelgeuze_engine/product/runners/htvs_pipeline.py	runner	operator_or_pipeline_runner	validated_runner_tools_product_flows	low_or_not_assessed	medium_large_single_file_surface	none_identified_from_path	true	partial_or_indirect	medium_large_single_file_surface
betelgeuze_engine/product/runners/topk_delivery.py	runner	operator_or_pipeline_runner	validated_runner_tools_product_flows	low_or_not_assessed	low_or_not_assessed	none_identified_from_path	true	partial_or_indirect	none
betelgeuze_engine/residual/__init__.py	core	physics_or_engine_core	engine_runners_benchmarks_tests	low_or_not_assessed	low_or_not_assessed	none_identified_from_path	true	partial_or_indirect	none
betelgeuze_engine/residual/guarded_force.py	core	physics_or_engine_core	engine_runners_benchmarks_tests	low_or_not_assessed	low_or_not_assessed	none_identified_from_path	true	partial_or_indirect	none
betelgeuze_engine/residual/score.py	core	physics_or_engine_core	engine_runners_benchmarks_tests	low_or_not_assessed	low_or_not_assessed	none_identified_from_path	true	partial_or_indirect	none
betelgeuze_engine/topology/__init__.py	core	physics_or_engine_core	engine_runners_benchmarks_tests	low_or_not_assessed	low_or_not_assessed	none_identified_from_path	true	partial_or_indirect	none
betelgeuze_engine/topology/complex.py	core	physics_or_engine_core	engine_runners_benchmarks_tests	low_or_not_assessed	low_or_not_assessed	none_identified_from_path	true	partial_or_indirect	none
betelgeuze_engine/topology/correction.py	core	physics_or_engine_core	engine_runners_benchmarks_tests	low_or_not_assessed	low_or_not_assessed	none_identified_from_path	true	partial_or_indirect	none
betelgeuze_engine/topology/factory.py	core	physics_or_engine_core	engine_runners_benchmarks_tests	low_or_not_assessed	low_or_not_assessed	none_identified_from_path	true	partial_or_indirect	none
betelgeuze_engine/topology/ligand.py	core	physics_or_engine_core	engine_runners_benchmarks_tests	low_or_not_assessed	low_or_not_assessed	none_identified_from_path	true	partial_or_indirect	none
betelgeuze_engine/topology/protein.py	core	physics_or_engine_core	engine_runners_benchmarks_tests	low_or_not_assessed	low_or_not_assessed	none_identified_from_path	true	partial_or_indirect	none
betelgeuze_engine/topology/validity.py	core	physics_or_engine_core	engine_runners_benchmarks_tests	low_or_not_assessed	low_or_not_assessed	none_identified_from_path	true	partial_or_indirect	none
betelgeuze_engine/validation/__init__.py	benchmark	benchmark_or_validation	engine_runners_benchmarks_tests	low_or_not_assessed	low_or_not_assessed	none_identified_from_path	true	partial_or_indirect	none
betelgeuze_engine/validation/confidence_calibration.py	benchmark	benchmark_or_validation	engine_runners_benchmarks_tests	low_or_not_assessed	low_or_not_assessed	none_identified_from_path	true	partial_or_indirect	none
betelgeuze_engine/validation/force_checks.py	benchmark	benchmark_or_validation	engine_runners_benchmarks_tests	low_or_not_assessed	low_or_not_assessed	none_identified_from_path	true	partial_or_indirect	none
betelgeuze_product/__init__.py	adapter	product_or_contract_adapter	api_product_scripts_tests	low_or_not_assessed	low_or_not_assessed	none_identified_from_path	true	partial_or_indirect	none
betelgeuze_product/api_contract.py	adapter	product_or_contract_adapter	api_product_scripts_tests	low_or_not_assessed	medium_large_single_file_surface	none_identified_from_path	true	partial_or_indirect	medium_large_single_file_surface
betelgeuze_product/architecture.py	adapter	product_or_contract_adapter	api_product_scripts_tests	low_or_not_assessed	low_or_not_assessed	none_identified_from_path	true	partial_or_indirect	none
betelgeuze_product/bundle_contract.py	adapter	product_or_contract_adapter	api_product_scripts_tests	low_or_not_assessed	low_or_not_assessed	none_identified_from_path	true	partial_or_indirect	none
betelgeuze_product/capability_surface.py	adapter	product_or_contract_adapter	api_product_scripts_tests	low_or_not_assessed	low_or_not_assessed	none_identified_from_path	true	partial_or_indirect	none
betelgeuze_product/cli.py	adapter	product_or_contract_adapter	api_product_scripts_tests	low_or_not_assessed	low_or_not_assessed	none_identified_from_path	true	partial_or_indirect	none
betelgeuze_product/commercial_independence.py	adapter	product_or_contract_adapter	api_product_scripts_tests	low_or_not_assessed	low_or_not_assessed	none_identified_from_path	true	partial_or_indirect	none
betelgeuze_product/delivery_evidence.py	adapter	product_or_contract_adapter	api_product_scripts_tests	low_or_not_assessed	low_or_not_assessed	none_identified_from_path	true	partial_or_indirect	none
betelgeuze_product/docking_request.py	adapter	product_or_contract_adapter	api_product_scripts_tests	low_or_not_assessed	low_or_not_assessed	none_identified_from_path	true	partial_or_indirect	none
betelgeuze_product/engine_dispatch.py	adapter	product_or_contract_adapter	api_product_scripts_tests	low_or_not_assessed	low_or_not_assessed	none_identified_from_path	true	partial_or_indirect	none
betelgeuze_product/execution_preflight.py	adapter	product_or_contract_adapter	api_product_scripts_tests	low_or_not_assessed	low_or_not_assessed	none_identified_from_path	true	partial_or_indirect	none
betelgeuze_product/htvs_command.py	adapter	product_or_contract_adapter	api_product_scripts_tests	low_or_not_assessed	low_or_not_assessed	none_identified_from_path	true	partial_or_indirect	none
betelgeuze_product/job_orchestration.py	adapter	product_or_contract_adapter	api_product_scripts_tests	low_or_not_assessed	low_or_not_assessed	none_identified_from_path	true	partial_or_indirect	none
betelgeuze_product/license_decision.py	adapter	product_or_contract_adapter	api_product_scripts_tests	low_or_not_assessed	low_or_not_assessed	none_identified_from_path	true	partial_or_indirect	none
betelgeuze_product/license_file_creation.py	adapter	product_or_contract_adapter	api_product_scripts_tests	low_or_not_assessed	low_or_not_assessed	none_identified_from_path	true	partial_or_indirect	none
betelgeuze_product/license_options.py	adapter	product_or_contract_adapter	api_product_scripts_tests	low_or_not_assessed	low_or_not_assessed	none_identified_from_path	true	partial_or_indirect	none
betelgeuze_product/lit_pcba_materialization.py	adapter	product_or_contract_adapter	api_product_scripts_tests	low_or_not_assessed	low_or_not_assessed	none_identified_from_path	true	partial_or_indirect	none
betelgeuze_product/lit_pcba_scorecard.py	adapter	product_or_contract_adapter	api_product_scripts_tests	low_or_not_assessed	low_or_not_assessed	none_identified_from_path	true	partial_or_indirect	none
betelgeuze_product/operational_quality.py	adapter	product_or_contract_adapter	api_product_scripts_tests	low_or_not_assessed	low_or_not_assessed	none_identified_from_path	true	partial_or_indirect	none
betelgeuze_product/payload_privacy.py	adapter	product_or_contract_adapter	api_product_scripts_tests	low_or_not_assessed	low_or_not_assessed	none_identified_from_path	true	partial_or_indirect	none
betelgeuze_product/pilot_packet.py	adapter	product_or_contract_adapter	api_product_scripts_tests	low_or_not_assessed	low_or_not_assessed	none_identified_from_path	true	partial_or_indirect	none
betelgeuze_product/production_ai_checkpoint_readiness.py	adapter	product_or_contract_adapter	api_product_scripts_tests	low_or_not_assessed	low_or_not_assessed	none_identified_from_path	true	partial_or_indirect	none
betelgeuze_product/public_benchmark.py	adapter	product_or_contract_adapter	api_product_scripts_tests	low_or_not_assessed	low_or_not_assessed	none_identified_from_path	true	partial_or_indirect	none
betelgeuze_product/public_benchmark_materialization.py	adapter	product_or_contract_adapter	api_product_scripts_tests	low_or_not_assessed	low_or_not_assessed	none_identified_from_path	true	partial_or_indirect	none
betelgeuze_product/public_benchmark_provenance.py	adapter	product_or_contract_adapter	api_product_scripts_tests	low_or_not_assessed	low_or_not_assessed	none_identified_from_path	true	partial_or_indirect	none
betelgeuze_product/public_benchmark_scorecard.py	adapter	product_or_contract_adapter	api_product_scripts_tests	low_or_not_assessed	low_or_not_assessed	none_identified_from_path	true	partial_or_indirect	none
betelgeuze_product/public_benchmark_work_order.py	adapter	product_or_contract_adapter	api_product_scripts_tests	low_or_not_assessed	low_or_not_assessed	none_identified_from_path	true	partial_or_indirect	none
betelgeuze_product/readiness.py	adapter	product_or_contract_adapter	api_product_scripts_tests	low_or_not_assessed	low_or_not_assessed	none_identified_from_path	true	partial_or_indirect	none
betelgeuze_product/residual_mode_policy.py	adapter	product_or_contract_adapter	api_product_scripts_tests	low_or_not_assessed	low_or_not_assessed	none_identified_from_path	true	partial_or_indirect	none
betelgeuze_product/runtime_paths.py	adapter	product_or_contract_adapter	api_product_scripts_tests	low_or_not_assessed	low_or_not_assessed	none_identified_from_path	true	partial_or_indirect	none
betelgeuze_product/service_boundary.py	adapter	product_or_contract_adapter	api_product_scripts_tests	low_or_not_assessed	low_or_not_assessed	none_identified_from_path	true	partial_or_indirect	none
betelgeuze_product/structure_analysis.py	adapter	product_or_contract_adapter	api_product_scripts_tests	low_or_not_assessed	low_or_not_assessed	none_identified_from_path	true	partial_or_indirect	none
betelgeuze_product/structure_report.py	adapter	product_or_contract_adapter	api_product_scripts_tests	low_or_not_assessed	low_or_not_assessed	none_identified_from_path	true	partial_or_indirect	none
betelgeuze_product/work_order.py	adapter	product_or_contract_adapter	api_product_scripts_tests	low_or_not_assessed	low_or_not_assessed	none_identified_from_path	true	partial_or_indirect	none
config/baseline_mode.yaml	deploy	deployment_config_or_ui_asset	ci_cd_or_operator_deploy_surface	low_or_not_assessed	low_or_not_assessed	none_identified_from_path	true	false	none
config/settings.yaml	deploy	deployment_config_or_ui_asset	ci_cd_or_operator_deploy_surface	low_or_not_assessed	low_or_not_assessed	none_identified_from_path	true	false	none
core/__init__.py	core	physics_or_engine_core	legacy_tools_engine_compatibility	medium_legacy_overlap_with_engine	low_or_not_assessed	none_identified_from_path	true	partial_or_indirect	medium_legacy_overlap_with_engine;legacy_compatibility
core/ai_correction.py	core	physics_or_engine_core	legacy_tools_engine_compatibility	medium_legacy_overlap_with_engine	low_or_not_assessed	none_identified_from_path	true	partial_or_indirect	medium_legacy_overlap_with_engine;legacy_compatibility
core/allatom_forcefield.py	core	physics_or_engine_core	legacy_tools_engine_compatibility	medium_legacy_overlap_with_engine	low_or_not_assessed	none_identified_from_path	true	partial_or_indirect	medium_legacy_overlap_with_engine;legacy_compatibility
core/attention_layers.py	core	physics_or_engine_core	legacy_tools_engine_compatibility	medium_legacy_overlap_with_engine	low_or_not_assessed	none_identified_from_path	true	partial_or_indirect	medium_legacy_overlap_with_engine;legacy_compatibility
